Timestamp,Лучший сайт для поиска работы?,Лучшее профильное мероприятие года в Украине?,Самое значимое событие года?,Лучший проект в сфере ИТ-образования?,Как вы оцениваете этот год лично для себя?,Какие у вас ожидания от 2016?,Кто вы?
11/23/2015 10:35:09,Джинн,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/23/2015 10:35:16,StackOverflow,IT Weekend от SoftServe,Шестая волна мобилизации в ВСУ,Lviv IT school (LITS),"Трудный год, но в целом все хорошо","Все плохо, пора валить",Синьор (5-10 лет опыта)
11/23/2015 10:35:30,LinkedIn,JEEConf (Киев),Прекращение активных боевых действий на Донбассе,GoIT,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",
11/23/2015 10:35:32,,,Девальвация гривны,,Один из лучших в моей жизни,"Все плохо, пора валить",Мега-синьор (10+ лет опыта)
11/23/2015 10:35:41,Джинн,,"Личное (новая работа, повышение, свадьба, ...)",,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/23/2015 10:35:42,Rabota.ua,,Девальвация гривны,,Один из лучших в моей жизни,"Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/23/2015 10:35:52,DOU.ua,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,Bionic University,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/23/2015 10:35:57,Джинн,JavaDay Kyiv,Прекращение активных боевых действий на Донбассе,JavaRush,"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/23/2015 10:36:31,Джинн,Lviv IT Arena,"Волонтерский десант в органах власти (МО, Одесса и пр)",Prometheus,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/23/2015 10:36:42,Джинн,,"Волонтерский десант в органах власти (МО, Одесса и пр)",,"Трудный год, но в целом все хорошо",Все будет хорошо,
11/23/2015 10:36:48,Джинн,Не слежу за мероприятиями,Запуск 3G в Украине,JavaRush,"Трудный год, но в целом все хорошо",Все будет хорошо,Мега-синьор (10+ лет опыта)
11/23/2015 10:37:18,DOU.ua,IT Weekend от SoftServe,Обыски в офисах ИТ-компаний,Prometheus,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/23/2015 10:37:28,Джинн,OdessaJS/LvivJS/KharkivJS/KyivJS,Запуск 3G в Украине,SmartJS.Academy,Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/23/2015 10:37:33,Work.ua,Не слежу за мероприятиями,Девальвация гривны,,"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
11/23/2015 10:37:34,Джинн,Не слежу за мероприятиями,Девальвация гривны,Bionic University,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/23/2015 10:37:59,LinkedIn,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,,"Нормальный год, все как обычно","Все плохо, пора валить",Синьор (5-10 лет опыта)
11/23/2015 10:38:07,DOU.ua,Не слежу за мероприятиями,Запуск 3G в Украине,CyberBionic Systematics,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/23/2015 10:38:16,,Black Sea SummIT (Одесса),Покупка Looksery за $150M,Java курсы Ивана Головача,"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/23/2015 10:38:17,GitHub,AI Ukraine (Харьков),Прекращение активных боевых действий на Донбассе,,"Трудный год, но в целом все хорошо",Все будет хорошо,Мега-синьор (10+ лет опыта)
11/23/2015 10:38:30,Джинн,Не слежу за мероприятиями,Запуск 3G в Украине,JavaRush,"Трудный год, но в целом все хорошо",Все будет хорошо,Синьор (5-10 лет опыта)
11/23/2015 10:38:46,HH.ua,Не слежу за мероприятиями,Девальвация гривны,BrainAcademy / Coding for Future,"Нормальный год, все как обычно",Все будет хорошо,Миддл (2-5 лет опыта)
11/23/2015 10:38:48,LinkedIn,Не слежу за мероприятиями,Покупка Looksery за $150M,,Один из лучших в моей жизни,"Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
