Timestamp,FirstLanguage,MainLanguage,NowLanguage,AdditionalLanguages1,NowLanguages2,AdditonalLanguages3,NextLanguage,PetProjectsLanguages,ExperienceInProgramming,ExperienceInLanguage,Birthday,InUA,InPrev
1/12/2015 13:44:47,Basic,Да,C#,"JavaScript, Clojure",,,Clojure,Clojure,10+,9,2/5/1983,Да,Нет
1/12/2015 13:44:50,C++,Да,Java,Groovy,,,Java,Java,<1,<1,7/20/1996,Да,Нет
1/12/2015 13:45:21,Pascal/Delphi,Да,JavaScript,"C#, PL/SQL",,,JavaScript,"C#, JavaScript",5,4,10/23/1989,Да,Не помню
1/12/2015 13:45:29,JavaScript,Да,JavaScript,,,,JavaScript,"JavaScript, Python",1,<1,1/1/1991,Да,Нет
1/12/2015 13:45:40,Pascal/Delphi,Да,Java,Scala,,,Java,Java,4,3,1/24/1991,Да,Да
1/12/2015 13:45:42,Basic,Да,Java,"JavaScript, Python",,,Java,"Java, C++, JavaScript",6,3,1/18/1989,Да,Да
1/12/2015 13:45:43,C,Да,Objective-C,C,,,Swift,"C++, Objective-C, C, Swift",10+,6,12/1/1982,Да,Не помню
1/12/2015 13:45:49,Pascal/Delphi,Да,C#,JavaScript,,,C#,,<1,<1,12/1/1986,Да,Нет
1/12/2015 13:45:50,C,Да,PHP,JavaScript,,,Objective-C,PHP,10+,10+,4/28/1966,Да,Не помню
1/12/2015 13:45:59,Basic,Да,Java,JavaScript,,,C,JavaScript,3,2,11/8/1990,Да,Нет
1/12/2015 13:45:59,Электроника MK-52,Да,Clojure,"Java, JavaScript, Python, C, Scala, ASM",,,Clojure,"Java, Clojure, Common Lisp",10+,10+,1/2/1980,Да,Да
1/12/2015 13:46:04,Python,Да,Python,"C++, JavaScript, PL/SQL",,,Python,Python,9,1,2/11/1985,Да,Нет
1/12/2015 13:46:05,,Да,Java,JavaScript,,,Java,Java,10+,8,3/13/1967,Да,Нет
1/12/2015 13:46:07,C#,Да,C#,JavaScript,,,C#,"C#, JavaScript",5,3,2/10/1988,Да,Нет
1/12/2015 13:46:08,Basic,Да,Ruby,"JavaScript, CoffeScript",,,Ruby,Ruby,10+,4,10/2/1983,Да,Да
1/12/2015 13:46:10,Basic,Да,C#,JavaScript,,,C#,"C#, JavaScript",4,4,10/31/1984,Да,Не помню
1/12/2015 13:46:13,Pascal/Delphi,Да,Java,PL/SQL,,,Java,,<1,<1,1/4/2015,Да,Нет
1/12/2015 13:46:22,Basic,Да,"Basic, Basic",PL/SQL,,,JavaScript,,10+,10+,1/29/1976,Да,Нет
1/12/2015 13:46:36,Basic,Да,C#,JavaScript,,,JavaScript,C#,1,1,9/5/1991,Да,Нет
1/12/2015 13:46:47,Basic,Да,PHP,"PHP, C++, JavaScript, Python, Ruby, PL/SQL",,,Python,"PHP, Python",9,9,5/28/1987,Да,Не помню
1/12/2015 13:46:49,C,Нет,,,C#,"Python, Groovy",C#,"C#, Python",2,2,,Нет,Нет
1/12/2015 13:46:52,Pascal/Delphi,Да,Java,"C#, JavaScript, Python, Go",,,JavaScript,,6,6,12/23/1986,Нет,Да
1/12/2015 13:46:52,Pascal/Delphi,Да,JavaScript,,,,,"PHP, JavaScript",6,3,2/10/1989,Да,Не помню
1/12/2015 13:46:54,C,Да,C#,"JavaScript, T-SQL",,,C#,C#,3,3,1/1/1989,Да,Да
1/12/2015 13:46:57,Basic,Да,C#,JavaScript,,,C#,C#,7,7,9/20/1985,Да,Да
1/12/2015 13:46:57,Basic,Да,Ruby,"JavaScript, CoffeScript",,,Ruby,"JavaScript, Ruby",3,<1,2/24/1991,Да,Да
1/12/2015 13:47:04,C,Да,PHP,"JavaScript, Python",,,Python,"PHP, JavaScript, Python",5,4,1/4/1991,Да,Да
1/12/2015 13:47:08,C++,Да,C#,"C#, JavaScript, T-SQL",,,C#,,2,2,1/19/1993,Да,Не помню
1/12/2015 13:47:17,Basic,Да,JavaScript,"Scala, Groovy, CoffeScript",,,JavaScript,"JavaScript, CoffeScript",5,5,2/19/1988,Нет,Не помню
1/12/2015 13:47:20,Basic,Да,C++,JavaScript,,,C++,C++,5,3,2/24/1989,Да,Нет
1/12/2015 13:47:25,JavaScript,Да,JavaScript,JavaScript,,,JavaScript,,<1,<1,3/4/1989,Да,Да
1/12/2015 13:47:26,JavaScript,Нет,,,"PHP, JavaScript, Ruby, CoffeScript","Objective-C, Swift",Swift,Swift,4,3,6/6/1989,Да,Нет
1/12/2015 13:47:56,Java,Да,JavaScript,,,,,,<1,<1,2/25/1992,Да,Нет
1/12/2015 13:48:04,C++,Да,C#,C++,,,C#,,2,2,2/7/1989,Да,Не помню
1/12/2015 13:48:10,Basic,Да,JavaScript,"PHP, PL/SQL",,,Rust,"JavaScript, Pascal/Delphi",4,4,3/29/1994,Да,Нет
1/12/2015 13:48:12,Basic,Да,Java,JavaScript,,,Java,Java,10+,5,1/1/1975,Да,Нет
1/12/2015 13:48:14,C,Да,Objective-C,"C++, JavaScript, Objective-C, C, Swift",,,C#,"C#, PHP, Objective-C, Swift",6,4,2/16/1989,Да,Нет
1/12/2015 13:48:21,C,Да,Scala,Java,,,Scala,,8,8,2/16/1984,Да,Да
1/12/2015 13:48:22,PHP,Да,PHP,"JavaScript, PL/SQL",,,JavaScript,"PHP, JavaScript",3,3,2/22/1991,Да,Да
1/12/2015 13:48:27,Basic,Да,C++,"Python, C",,,C++,,10+,10+,11/26/2015,Да,Не помню
1/12/2015 13:48:28,C#,Да,Ruby,"JavaScript, Ruby, Scala",,,Ruby,Ruby,2,2,,Да,Нет
1/12/2015 13:48:41,C,Да,Java,Scala,,,Scala,Scala,7,6,6/14/1985,Да,Нет
1/12/2015 13:48:41,Pascal/Delphi,Да,Java,JavaScript,,,Java,,2,2,5/12/1991,Да,Не помню
1/12/2015 13:49:00,Basic,Да,Python,JavaScript,,,Python,"JavaScript, Python",7,7,12/10/1981,Да,Да
1/12/2015 13:49:06,Java,Да,Java,"JavaScript, PL/SQL, Clojure",,,Clojure,"Java, C++, JavaScript",2,2,2/20/1992,Да,Нет
1/12/2015 13:49:06,C,Да,C++,"JavaScript, C",,,Java,Java,5,4,1/15/1988,Да,Не помню
1/12/2015 13:49:06,Basic,Да,C#,JavaScript,,,C#,"C#, C++",4,4,,Да,Да
1/12/2015 13:49:32,Liberty Basic,Да,C#,PHP,,,C#,C#,3,3,12/18/1991,Да,Нет
1/12/2015 13:49:39,Basic,Нет,,,JavaScript,,Swift,"JavaScript, Objective-C",5,2,2/19/1987,Да,Нет
1/12/2015 13:49:46,PHP,Да,PHP,"Java, JavaScript, Python, CoffeScript",,,Python,"PHP, JavaScript, Python",7,7,9/29/1987,Да,Да
1/12/2015 13:49:47,Pascal/Delphi,Да,C++,"C#, Objective-C, Swift",,,Haskell,C#,7,6,7/22/1986,Да,Нет
1/12/2015 13:50:08,Basic,Да,C#,"Java, C++, JavaScript",,,C#,,5,4,6/2/2015,Да,Нет
1/12/2015 13:50:12,C++,Да,Python,JavaScript,,,Python,"Python, Ruby",3,<1,3/13/1990,Да,Нет
1/12/2015 13:50:27,Basic,Да,Objective-C,"C#, C++",,,Swift,Objective-C,4,3,4/23/1987,Да,Да
1/12/2015 13:50:29,Basic,Да,PHP,"JavaScript, Python",,,JavaScript,"PHP, JavaScript",10+,8,1/30/1984,Нет,Да
1/12/2015 13:50:47,C,Нет,,,"C#, C++","Java, C, Basic, Basic",C++,,8,8,6/6/1985,Да,Не помню
1/12/2015 13:50:48,Ruby,Да,Ruby,JavaScript,,,,Ruby,4,4,11/3/1988,Да,Не помню
1/12/2015 13:50:53,C#,Да,C#,JavaScript,,,C#,"Java, C#",3,2,4/5/1988,Да,Да
1/12/2015 13:51:09,Pascal/Delphi,Да,Java,"JavaScript, PL/SQL",,,Ruby,"Java, C#, Ruby",5,3,7/27/2015,Да,Нет
1/12/2015 13:51:12,Basic,Да,Haskell,"JavaScript, Python, Go",,,Haskell,Python,8,<1,12/1/2015,Нет,Да
1/12/2015 13:51:13,PHP,Да,PHP,"JavaScript, Ruby, Shell",,,Ruby,"PHP, JavaScript, Ruby",7,7,8/27/1983,Да,Нет
1/12/2015 13:51:25,Pascal/Delphi,Да,Ruby,JavaScript,,,Ruby,Ruby,5,2,1/1/2065,Да,Нет
1/12/2015 13:51:33,Basic,Да,C#,PL/SQL,,,C#,,<1,<1,6/29/1976,Да,Нет
1/12/2015 13:51:44,Basic,Нет,,,"JavaScript, Python",,,Python,2,2,1/1/1984,Да,Нет
1/12/2015 13:51:48,Ruby,Да,Ruby,"JavaScript, CoffeScript",,,Ruby,Ruby,5,3,1/18/1990,Нет,Нет
1/12/2015 13:51:51,Pascal/Delphi,Да,Java,JavaScript,,,Java,"Java, JavaScript",2,2,3/1/1991,Да,Не помню
1/12/2015 13:52:00,Pascal/Delphi,Да,C#,JavaScript,,,C#,"C#, JavaScript, Python",2,2,8/10/1991,Да,Не помню
1/12/2015 13:52:06,Basic,Да,ActionScript,"Java, C#, JavaScript",,,ActionScript,"C#, ActionScript",8,8,10/19/1979,Да,Не помню
1/12/2015 13:52:11,PHP,Нет,,,PHP,JavaScript,Java,,6,6,7/20/1986,Нет,Не помню
1/12/2015 13:52:18,Basic,Да,Python,"C++, JavaScript, Python, PL/SQL",,,Python,"JavaScript, Python",6,5,12/7/1985,Да,Да
1/12/2015 13:52:25,Basic,Да,C#,JavaScript,,,C#,C#,7,7,1/1/1984,Да,Да
1/12/2015 13:53:17,JavaScript,Да,JavaScript,PHP,,,Coffescript,JavaScript,1,1,12/10/1980,Да,Нет
1/12/2015 13:53:26,C,Нет,,,"Java, C++, PL/SQL",,Java,"Java, C++, C",1,1,4/5/1988,Да,Нет
1/12/2015 13:53:33,Basic,Да,PHP,"JavaScript, PL/SQL",,,PHP,"PHP, PL/SQL",6,5,5/21/1988,Да,Нет
1/12/2015 13:53:40,C,Да,Python,"JavaScript, C, PL/SQL",,,Python,"PHP, JavaScript, Python, C",7,6,9/7/1987,Да,Не помню
1/12/2015 13:53:41,Asm,Да,Java,"JavaScript, Groovy",,,Java,"Java, JavaScript, Ruby",7,7,4/2/1983,Да,Да
1/12/2015 13:53:43,Basic,Нет,,,"C++, Pascal/Delphy","Python, C",C++,Pascal/Delphi,10+,4,10/14/1981,Да,Нет
1/12/2015 13:53:52,Basic,Да,C#,"JavaScript, Ruby",,,C#,C#,5,5,5/23/1979,Да,Нет
1/12/2015 13:54:04,Python,Да,Python,JavaScript,,,Ruby,"Java, PHP, JavaScript",1,<1,7/16/1991,Да,Нет
1/12/2015 13:54:13,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,Scala,"Java, C#, JavaScript, Pascal/Delphi, T-SQL",3,2,4/2/1994,Да,Не помню
1/12/2015 13:54:42,Delphi,Да,Groovy,"Java, JavaScript, Groovy",,,Groovy,"Java, Groovy",8,3,12/23/1987,Да,Да
1/12/2015 13:54:42,C,Да,JavaScript,Parser 3,,,JavaScript,,1,1,4/11/1986,Да,Нет
1/12/2015 13:54:43,Delphi,Да,JavaScript,"Java, C#, CoffeScript",,,Java,"C#, JavaScript",8,3,3/14/1991,Да,Не помню
1/12/2015 13:54:52,Basic,Да,Ruby,JavaScript,,,,Ruby,10+,4,5/19/2015,Да,Нет
1/12/2015 13:54:55,Objective-C,Да,Objective-C,"Java, Python, Objective-C, Haskell, Swift",,,Python,Python,4,4,9/9/1988,Нет,Да
1/12/2015 13:55:07,Pascal/Delphi,Да,C++,C++,,,Pascal/Delphi,Pascal/Delphi,3,<1,1/15/1997,Да,Нет
1/12/2015 13:55:07,C++,Да,Java,"C#, JavaScript",,,Java,"Java, C#",<1,1,5/30/1995,Да,Нет
1/12/2015 13:55:10,Pascal/Delphi,Да,Java,"Scala, Groovy",,,Java,"Java, Scala, Groovy, Go",3,3,3/1/1993,Да,Не помню
1/12/2015 13:55:10,Basic,Да,Objective-C,"Java, C, PL/SQL",,,Objective-C,,10+,3,,Да,Нет
1/12/2015 13:55:20,Pascal/Delphi,Да,Java,JavaScript,,,Java,"Java, JavaScript",2,2,7/8/1990,Да,Да
1/12/2015 13:55:29,Basic,Да,Java,JavaScript,,,Java,,4,4,1/7/1986,Да,Не помню
1/12/2015 13:55:31,Basic,Да,Java,PL/SQL,,,Java,Java,7,7,2/8/1987,Да,Да
1/12/2015 13:55:47,PHP,Нет,,,"C#, JavaScript",,JavaScript,JavaScript,5,5,5/21/1988,Да,Да
1/12/2015 13:55:51,Basic,Да,Java,JavaScript,,,Java,"Java, JavaScript",<1,<1,,Да,Нет
1/12/2015 13:56:02,Pascal/Delphi,Да,C++,C++,,,C++,C++,<1,<1,12/1/1994,Да,Нет
1/12/2015 13:56:10,C++,Да,Objective-C,"Ruby, C, Swift",,,Swift,"Objective-C, Ruby, Swift",5,5,4/14/1990,Да,Да
1/12/2015 13:56:12,Basic,Да,C++,Java,,,Java,"Java, C++",2,2,11/27/1990,Да,Не помню
1/12/2015 13:56:18,Basic,Да,JavaScript,,,,JavaScript,"JavaScript, Python",6,6,11/11/1987,Да,Да
1/12/2015 13:56:19,PHP,Да,JavaScript,,,,Python,"PHP, JavaScript",9,9,8/2/1983,Да,Не помню
1/12/2015 13:56:20,Basic,Да,Java,JavaScript,,,Java,Java,8,8,9/14/1986,Да,Не помню
1/12/2015 13:56:28,Basic,Да,C#,T-SQL,,,C#,"Java, C#, PHP, C++, Ruby",6,4,9/27/1983,Да,Не помню
1/12/2015 13:56:33,PHP,Да,C,"C++, Python",,,C,"C++, C",1,2,10/8/1990,Да,Не помню
1/12/2015 13:56:39,Pascal/Delphi,Да,C#,"JavaScript, PL/SQL",,,C#,C#,3,3,4/14/1991,Да,Да
1/12/2015 13:56:43,МК61,Да,Java,JavaScript,,,Java,Java,10+,10+,8/8/1981,Да,Да
1/12/2015 13:57:12,Java,Да,Java,JavaScript,,,Python,PHP,7,3,4/4/1985,Да,Не помню
1/12/2015 13:57:22,C,Да,Java,"C#, Ruby",,,Ruby,"Java, C#",1,1,2/14/1992,Да,Да
1/12/2015 13:57:40,Basic,Да,JavaScript,,,,JavaScript,"JavaScript, CoffeScript",7,4,6/1/1983,Да,Не помню
1/12/2015 13:57:50,Basic,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript",9,5,,Да,Не помню
1/12/2015 13:57:53,C#,Да,PHP,"C#, PHP, JavaScript",,,JavaScript,"C#, PHP, JavaScript",4,3,5/9/1993,Нет,Не помню
1/12/2015 13:57:59,C,Да,Java,T-SQL,,,Python,"Java, Python",<1,4,1/4/1992,Да,Не помню
1/12/2015 13:58:04,Basic,Да,C,"Java, C++, Python, Ruby, T-SQL",,,Java,"Java, Ruby",8,5,4/9/1984,Да,Да
1/12/2015 13:58:05,Pascal/Delphi,Да,JavaScript,"Java, Pascal/Delphi",,,Java,"Java, JavaScript",4,4,12/19/1984,Да,Не помню
1/12/2015 13:58:08,Basic,Да,Python,JavaScript,,,Python,,3,<1,2/26/1987,Да,Не помню
1/12/2015 13:58:09,C,Да,Java,,,,Java,Java,2,1,12/30/1979,Да,Нет
1/12/2015 13:58:11,C,Да,Java,,,,Java,"Java, Groovy",2,2,5/5/1993,Да,Нет
1/12/2015 13:58:16,C,Да,C++,C,,,Java,C++,3,3,,Да,Нет
1/12/2015 13:58:41,Object Pascal,Да,C/AL,,,,Ruby,,8,8,8/29/1981,Да,Не помню
1/12/2015 13:58:42,C++,Да,Python,JavaScript,,,Python,Python,7,5,7/7/1987,Да,Не помню
1/12/2015 13:58:58,Java,Да,Java,Java,,,Java,Java,<1,1,9/14/1989,Да,Нет
1/12/2015 13:59:12,Pascal/Delphi,Да,Java,"JavaScript, Groovy",,,Groovy,"Java, Groovy",3,3,10/26/1990,Да,Нет
1/12/2015 13:59:13,C,Да,Ruby,"JavaScript, CoffeScript",,,Ruby,Ruby,<1,<1,1/23/1994,Да,Нет
1/12/2015 13:59:16,Pascal/Delphi,Да,1C,Pascal/Delphi,,,Java,1C,3,2,1/5/1988,Да,Нет
1/12/2015 13:59:26,Pascal/Delphi,Да,Ruby,CoffeScript,,,Coffescript,"JavaScript, Pascal/Delphi",1,1,12/8/1991,Да,Нет
1/12/2015 13:59:29,Pascal/Delphi,Да,Java,"JavaScript, Python, Scala",,,Java,"Java, JavaScript, Python",6,5,1/27/1987,Да,Да
1/12/2015 13:59:30,Perl,Да,C#,"JavaScript, Python",,,C#,C#,3,2,7/1/1987,Да,Не помню
1/12/2015 13:59:30,Pascal/Delphi,Нет,,,"C#, T-SQL","C#, T-SQL",C#,"C#, T-SQL",2,<1,3/4/1984,Да,Нет
1/12/2015 13:59:32,Basic,Да,Python,T-SQL,,,Python,,7,2,,Да,Не помню
1/12/2015 13:59:34,Objective-C,Да,Objective-C,Objective-C,,,Objective-C,Swift,<1,1,9/24/1989,Да,Нет
1/12/2015 13:59:42,Basic,Да,PHP,JavaScript,,,PHP,PHP,7,5,5/1/1986,Да,Не помню
1/12/2015 13:59:59,Pascal/Delphi,Да,PL/SQL,"Java, JavaScript, Pascal/Delphi, Perl",,,PL/SQL,Python,6,4,1/12/1986,Да,Нет
1/12/2015 14:00:05,PHP,Да,PHP,PHP,,,,,3,3,,Да,Нет
1/12/2015 14:00:19,Pascal/Delphi,Да,ActionScript,JavaScript,,,ActionScript,"JavaScript, ActionScript",6,6,12/16/1986,Нет,Не помню
1/12/2015 14:00:29,Perl,Да,Java,"JavaScript, Python",,,Java,"PHP, Python",9,2,4/14/1989,Нет,Да
1/12/2015 14:00:29,Basic,Да,Java,Groovy,,,Java,,3,3,1/1/1988,Да,Да
1/12/2015 14:00:30,C++,Да,C,JavaScript,,,C++,,7,4,,Да,Нет
1/12/2015 14:00:36,Pascal/Delphi,Да,Java,"JavaScript, Groovy",,,Java,"Java, JavaScript",4,4,,Да,Да
1/12/2015 14:00:45,Pascal/Delphi,Да,Python,JavaScript,,,Python,,3,3,12/6/1985,Да,Да
1/12/2015 14:00:53,Python,Нет,,,"Java, Python","Scala, Clojure",Scala,"Java, Python, Scala, Clojure, Rust",5,4,7/12/1988,Да,Не помню
1/12/2015 14:01:00,Basic,Да,PL/SQL,"Java, PL/SQL, Perl",,,Python,,10+,10+,1/1/1980,Да,Не помню
1/12/2015 14:01:04,Pascal/Delphi,Да,Pascal/Delphi,T-SQL,,,Pascal/Delphi,Pascal/Delphi,6,6,2/1/1989,Да,Нет
1/12/2015 14:01:05,Basic,Да,PHP,JavaScript,,,PHP,,2,1,12/31/1985,Да,Нет
1/12/2015 14:01:10,C,Да,JavaScript,JavaScript,,,JavaScript,,<1,<1,5/18/1991,Да,Нет
1/12/2015 14:01:19,JavaScript,Да,JavaScript,JavaScript,,,JavaScript,,2,2,11/30/1989,Да,Нет
1/12/2015 14:01:30,C,Да,Python,"PHP, JavaScript",,,Python,Python,1,1,12/11/1990,Да,Нет
1/12/2015 14:01:44,PHP,Да,PHP,JavaScript,,,PHP,PHP,3,2,7/10/1985,Да,Нет
1/12/2015 14:01:40,C,Да,JavaScript,C#,,,JavaScript,JavaScript,1,1,,Да,Нет
1/12/2015 14:01:50,Pascal/Delphi,Да,Java,,,,Java,"Java, Ruby",1,3,6/23/1992,Да,Нет
1/12/2015 14:02:00,Basic,Да,JavaScript,"PHP, CoffeScript",,,JavaScript,"Java, PHP, JavaScript",1,<1,1/19/1995,Да,Нет
1/12/2015 14:02:10,Python,Да,Python,,,,Python,,4,4,3/26/1992,Да,Да
1/12/2015 14:02:11,Pascal/Delphi,Да,Python,JavaScript,,,Clojure,,5,4,1/21/1984,Нет,Нет
1/12/2015 14:02:22,Python,Да,JavaScript,Python,,,Python,"JavaScript, Python",<1,<1,7/25/1990,Да,Нет
1/12/2015 14:02:28,Python,Да,Python,JavaScript,,,Python,,3,1,9/18/1986,Да,Нет
1/12/2015 14:02:32,Pascal/Delphi,Да,Objective-C,"C++, C, Haskell, Swift",,,Objective-C,немає,4,4,8/13/1988,Да,Да
1/12/2015 14:02:41,Pascal/Delphi,Да,C#,JavaScript,,,C#,C#,7,5,1/15/1987,Да,Да
1/12/2015 14:02:48,PHP,Да,PHP,"PHP, C++, JavaScript, Ruby, Perl",,,JavaScript,"PHP, C++, JavaScript, Ruby, Perl",5,2,1/10/1986,Да,Да
1/12/2015 14:02:49,Basic,Да,JavaScript,PHP,,,JavaScript,JavaScript,8,8,8/1/1984,Да,Нет
1/12/2015 14:03:13,Basic,Да,JavaScript,,,,JavaScript,"Java, JavaScript",5,<1,6/30/1986,Да,Не помню
1/12/2015 14:03:16,C++,Да,Java,Python,,,Java,Java,3,1,10/5/1990,Да,Нет
1/12/2015 14:03:26,Java,Да,Ruby,Java,,,Ruby,"Java, Ruby",1,<1,1/6/1986,Да,Нет
1/12/2015 14:03:28,C#,Да,C#,"JavaScript, PL/SQL",,,C#,"C#, JavaScript, T-SQL",3,3,5/25/1988,Да,Нет
1/12/2015 14:03:33,C,Да,JavaScript,"PHP, JavaScript, Ruby",,,JavaScript,"JavaScript, Ruby",6,6,,Да,Да
1/12/2015 14:03:38,C++,Да,Java,C#,,,Java,"Java, C#",10+,6,5/2/1978,Да,Нет
1/12/2015 14:03:40,Basic,Да,PHP,"JavaScript, SQL",,,JavaScript,PHP,3,3,1/15/1981,Да,Нет
1/12/2015 14:03:42,C,Да,Perl,"JavaScript, T-SQL",,,PL/SQL,,6,4,12/23/1982,Да,Не помню
1/12/2015 14:03:42,Basic,Да,C,"Python, ASM",,,C,C,10+,10+,11/13/1976,Да,Да
1/12/2015 14:03:49,Pascal/Delphi,Да,Ruby,"PHP, JavaScript",,,Ruby,"PHP, JavaScript, Ruby",<1,<1,3/30/1997,Да,Нет
1/12/2015 14:03:59,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,C#,6,3,1/1/1986,Да,Да
1/12/2015 14:04:44,C#,Да,C#,"C++, JavaScript, Python, T-SQL",,,C#,,4,3,10/13/1988,Да,Нет
1/12/2015 14:04:51,Pascal/Delphi,Да,C#,,,,C#,,10+,10+,6/5/1982,Да,Да
1/12/2015 14:04:55,Pascal/Delphi,Да,C,"ASM, Shell",,,C,,3,3,10/24/1988,Да,Нет
1/12/2015 14:05:20,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,PHP,4,2,5/29/1989,Да,Не помню
1/12/2015 14:05:23,Pascal/Delphi,Да,Python,"Java, C++, Python, C",,,Python,"Java, JavaScript, Python",5,4,1/17/1988,Да,Да
1/12/2015 14:05:37,Pascal/Delphi,Да,JavaScript,PHP,,,Python,JavaScript,8,4,11/14/1984,Да,Нет
1/12/2015 14:05:52,Pascal/Delphi,Да,Python,"C#, JavaScript",,,JavaScript,"PHP, Python",<1,<1,,Да,Нет
1/12/2015 14:05:53,C++,Да,Java,T-SQL,,,Java,Java,1,<1,,Да,Нет
1/12/2015 14:06:09,C#,Да,JavaScript,JavaScript,,,JavaScript,"Java, JavaScript, Objective-C",3,2,1/12/1992,Да,Не помню
1/12/2015 14:06:09,C++,Да,Objective-C,"JavaScript, PL/SQL",,,Objective-C,Objective-C,9,4,4/1/1978,Да,Да
1/12/2015 14:06:42,Pascal/Delphi,Да,PHP,JavaScript,,,JavaScript,"PHP, JavaScript",7,7,12/20/1986,Да,Да
1/12/2015 14:06:51,Basic,Да,C#,,,,PHP,"C#, PHP, JavaScript, Perl",5,5,10/7/1987,Да,Нет
1/12/2015 14:07:01,Pascal/Delphi,Да,PHP,JavaScript,,,Ruby,"PHP, JavaScript",10+,9,4/2/1981,Да,Не помню
1/12/2015 14:07:06,Pascal/Delphi,Да,Java,"JavaScript, Groovy",,,C++,"Java, Pascal/Delphi",<1,<1,9/26/1996,Да,Нет
1/12/2015 14:07:22,Pascal/Delphi,Да,RSL,PL/SQL,,,Java,"Java, C++",3,<1,11/28/1988,Да,Нет
1/12/2015 14:07:24,C++,Нет,,,"C#, C++, JavaScript, Objective-C, C","Java, JavaScript, Python, Swift",Java,"Java, JavaScript, Python, Objective-C",10+,5,,Да,Не помню
1/12/2015 14:07:53,Basic,Да,Scala,Erlang,,,,Haskell,10+,3,,Да,Не помню
1/12/2015 14:08:10,Pascal/Delphi,Да,C++,"PHP, C++, Objective-C, C",,,C++,"PHP, C++, Objective-C, C",4,3,12/8/1992,Да,Не помню
1/12/2015 14:08:40,Pascal/Delphi,Да,1C,1C,,,Java,"Java, JavaScript, 1C",5,4,8/31/1981,Да,Нет
1/12/2015 14:08:47,Pascal/Delphi,Да,JavaScript,,,,JavaScript,JavaScript,2,2,6/7/1987,Да,Да
1/12/2015 14:08:48,C,Нет,,,C#,C++,C++,C++,<1,<1,,Да,Не помню
1/12/2015 14:08:51,Pascal/Delphi,Да,Java,"JavaScript, PL/SQL, Groovy",,,Java,Java,10+,10+,12/26/1972,Да,Нет
1/12/2015 14:08:58,Basic,Да,Python,"JavaScript, C",,,Python,"Python, C",7,3,6/10/1984,Да,Нет
1/12/2015 14:09:02,C++,Да,Java,JavaScript,,,Java,"Java, JavaScript",1,1,3/29/1989,Да,Нет
1/12/2015 14:09:08,Perl,Да,JavaScript,PHP,,,JavaScript,"PHP, JavaScript",10+,5,6/27/1982,Да,Не помню
1/12/2015 14:09:08,Basic,Да,PHP,"Java, JavaScript, PL/SQL",,,Java,"PHP, JavaScript",10+,8,8/8/1989,Да,Нет
1/12/2015 14:09:22,Pascal/Delphi,Да,Java,PL/SQL,,,Java,"Java, JavaScript, Objective-C",2,1,7/17/1992,Да,Не помню
1/12/2015 14:09:29,C,Да,C#,,,,C#,,<1,<1,8/26/1981,Да,Нет
1/12/2015 14:09:51,Java,Да,Java,"Scala, Groovy",,,Scala,"Java, Scala",7,7,1/1/1987,Да,Да
1/12/2015 14:09:58,Basic,Да,Java,"Java, PL/SQL",,,PL/SQL,Java,<1,<1,,Да,Нет
1/12/2015 14:10:14,Pascal/Delphi,Да,C#,"C#, JavaScript, PL/SQL, T-SQL",,,C#,"C#, JavaScript",8,7,11/19/1980,Да,Не помню
1/12/2015 14:10:16,Python,Да,Python,Ruby,,,Go,Go,9,2,,Нет,Нет
1/12/2015 14:10:42,JavaScript,Да,JavaScript,JavaScript,,,JavaScript,JavaScript,1,1,2/23/1987,Да,Нет
1/12/2015 14:10:47,Basic,Да,Java,JavaScript,,,Java,,7,7,10/29/1986,Да,Да
1/12/2015 14:10:54,C++,Да,Objective-C,C++,,,Objective-C,Objective-C,<1,<1,3/4/1994,Да,Нет
1/12/2015 14:11:00,Basic,Да,Java,"C#, JavaScript, Objective-C, ActionScript",,,Java,Java,6,3,12/19/1987,Да,Нет
1/12/2015 14:11:27,Pascal/Delphi,Да,ActionScript,,,,ActionScript,ActionScript,6,6,4/12/1988,Да,Нет
1/12/2015 14:11:28,Pascal/Delphi,Да,C++,,,,C++,"Java, C#, C++, JavaScript",3,2,5/15/1992,Да,Не помню
1/12/2015 14:11:33,Pascal/Delphi,Да,Java,"PHP, C++, JavaScript, PL/SQL, Perl",,,Java,Java,10+,9,8/16/1985,Да,Да
1/12/2015 14:11:37,C#,Да,C#,"JavaScript, T-SQL",,,C#,,2,2,7/27/1991,Да,Да
1/12/2015 14:11:45,Pascal/Delphi,Да,JavaScript,PHP,,,JavaScript,JavaScript,8,5,1/31/1985,Да,Нет
1/12/2015 14:11:46,Basic,Да,Java,,,,Java,"Java, JavaScript",2,1,11/17/1993,Да,Нет
1/12/2015 14:12:06,Java,Да,Java,,,,Java,Java,<1,<1,2/16/1988,Да,Нет
1/12/2015 14:12:11,Basic,Да,C,C++,,,Java,,4,3,4/20/1990,Да,Не помню
1/12/2015 14:12:24,Basic,Да,PHP,JavaScript,,,PHP,PHP,5,5,12/1/1986,Да,Да
1/12/2015 14:12:41,,Да,Java,"C++, C",,,Java,"Java, C++",5,1,12/6/1996,Да,Нет
