Timestamp,FirstLanguage,MainLanguage,NowLanguage,AdditionalLanguages1,NowLanguages2,AdditionalLanguages3,NextLanguage,PetProjectsLanguages,ExperienceInProgramming,ExperienceInLanguage,AgeYears,InUA,InPrev,,,
1/5/2016 10:34:35,Pascal/Delphi,Да,C++,Bash,,,C++,C++,3,3,24,Да,Не помню,,,
1/5/2016 10:34:39,Java,Да,Java,"Java, C#, JavaScript, Pascal/Delphi",,,Java,Java,<1,1,17,Да,Да,,,
1/5/2016 10:34:48,JavaScript,Да,JavaScript,PHP,,,JavaScript,,<1,<1,28,Да,Не помню,,,
1/5/2016 10:34:48,C++,Нет,,,"Objective-C, Swift",,Objective-C,"C#, C++, Objective-C, C, Swift",2,2,20,Да,Да,,,
1/5/2016 10:34:55,T-SQL,Нет,,,T-SQL,,PL-SQL,,1,1,23,Да,Нет,,,
1/5/2016 10:34:59,Pascal/Delphi,Да,Objective-C,Swift,,,Swift,Swift,2,2,23,Да,Да,,,
1/5/2016 10:35:02,Basic,Да,C#,"Scala, T-SQL",,,Scala,Scala,10+,10+,37,Да,Да,,,
1/5/2016 10:35:04,C++,Да,C++,,,,C++,,<1,1,18,Да,Нет,,,
1/5/2016 10:35:07,C++,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript, T-SQL",6,6,26,Да,Не помню,,,
1/5/2016 10:35:09,Basic,Да,Python,"PHP, JavaScript",,,Rust,,2,2,25,Да,Не помню,,,
1/5/2016 10:35:10,JavaScript,Да,JavaScript,PHP,,,Java,JavaScript,<1,1,27,Да,Нет,,,
1/5/2016 10:35:36,Pascal/Delphi,Да,JavaScript,"C#, T-SQL",,,JavaScript,"Java, C#, JavaScript",10+,3,37,Да,Да,,,
1/5/2016 10:35:36,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,,8,7,26,Да,Да,,,
1/5/2016 10:35:40,JavaScript,Да,JavaScript,"PHP, CoffeeScript",,,JavaScript,JavaScript,3,3,,Да,Да,,,
1/5/2016 10:35:41,JavaScript,Да,JavaScript,,,,JavaScript,JavaScript,2,2,24,Да,Нет,,,
1/5/2016 10:35:43,Pascal/Delphi,Нет,,,"C#, JavaScript",Python,Python,"JavaScript, Python",2,2,21,Да,Не помню,,,
1/5/2016 10:35:51,Fortran,Да,PL-SQL,"Ada, Spark",,,PL-SQL,,10+,10+,50,Да,Да,,,
1/5/2016 10:35:54,C++,Да,JavaScript,"PHP, C++, C, CoffeeScript",,,JavaScript,"PHP, JavaScript, C++",10+,4,30,Да,Нет,,,
1/5/2016 10:35:57,C,Нет,,,"Objective-C, Swift","C++, C",Swift,"Objective-C, Swift",5,2,27,Да,Не помню,,,
1/5/2016 10:36:02,C,Да,Python,JavaScript,,,Python,,1,1,25,Да,Да,,,
1/5/2016 10:36:08,C,Да,Python,JavaScript,,,Go,JavaScript,4,4,28,Да,Не помню,,,
1/5/2016 10:36:12,Pascal/Delphi,Да,Python,"JavaScript, PL-SQL",,,Python,Python,<1,<1,23,Да,Нет,,,
1/5/2016 10:36:14,Pascal/Delphi,Да,C#,ActionScript,,,C#,,3,<1,26,Да,Нет,,,
1/5/2016 10:36:15,Pascal/Delphi,Да,Python,,,,Python,,6,6,29,Да,Не помню,,,
1/5/2016 10:36:20,Basic,Да,Perl,"JavaScript, Go",,,Go,"Perl, Go",10+,10+,36,Да,Да,,,
1/5/2016 10:36:28,Basic,Да,Java,"Scala, Groovy",,,Java,,2,2,28,Да,Не помню,,,
1/5/2016 10:36:30,C++,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript, T-SQL",,7,,Да,Не помню,,,
1/5/2016 10:36:35,Ruby,Да,Ruby,JavaScript,,,JavaScript,,<1,<1,,Да,Нет,,,
1/5/2016 10:36:36,Basic,Да,C++,"Python, Objective-C",,,Swift,"Python, C++, Swift, Rust, Haskell",10+,10+,35,Да,Да,,,
1/5/2016 10:36:42,Pascal/Delphi,Да,C++,"JavaScript, C",,,C++,,3,2,23,Да,Не помню,,,
1/5/2016 10:36:48,хочю результат опроса увідеть,Нет,,,Інше,Інше,Інше,Інше,,,,,,,,
1/5/2016 10:36:51,C++,Да,Objective-C,"PHP, JavaScript, C",,,Objective-C,"PHP, JavaScript, Objective-C",2,<1,21,Да,Нет,,,
1/5/2016 10:36:56,Basic,Да,PHP,JavaScript,,,PHP,PHP,10+,10+,34,Да,Да,,,
1/5/2016 10:36:56,Perl,Да,Perl,Bash,,,Clojure,"Java, Python, Perl, Go, Clojure",9,6,28,Да,Да,,,
1/5/2016 10:36:58,C++,Да,C#,JavaScript,,,C#,"C#, JavaScript, C++",8,6,27,Да,Да,,,
1/5/2016 10:37:07,Basic,Нет,,,"C#, JavaScript",,Java,Java,<1,<1,26,Да,Нет,,,
1/5/2016 10:37:22,C,Да,JavaScript,"Java, PHP, JavaScript, Ruby",,,C++,"C#, C, Pascal/Delphi",,,,,Нет,,,
1/5/2016 10:37:23,Java,Да,Java,Objective-C,,,Java,Java,,,,Да,Нет,,,
1/5/2016 10:37:31,C++,Да,JavaScript,CoffeeScript,,,Objective-C,,<1,<1,20,Да,Нет,,,
1/5/2016 10:37:33,Pascal/Delphi,Да,JavaScript,PHP,,,JavaScript,Pascal/Delphi,9,3,33,Да,Не помню,,,
1/5/2016 10:37:37,C++,Да,Erlang,JavaScript,,,Erlang,,3,3,32,Да,Нет,,,
1/5/2016 10:37:38,Basic,Да,PHP,JavaScript,,,C#,,10+,5,38,Да,Да,,,
1/5/2016 10:37:39,Pascal/Delphi,Да,Java,JavaScript,,,Java,"Java, C#",<1,<1,25,Нет,Нет,,,
1/5/2016 10:38:06,Pascal/Delphi,Да,Java,JavaScript,,,Java,Java,3,3,23,Да,Да,,,
1/5/2016 10:38:27,C++,Да,PHP,JavaScript,,,JavaScript,,<1,<1,26,Да,Нет,,,
1/5/2016 10:38:28,Basic,Да,JavaScript,PHP,,,JavaScript,JavaScript,<1,<1,19,Да,Нет,,,
1/5/2016 10:38:31,Java,Да,Java,JavaScript,,,Scala,"Java, JavaScript",4,1,24,Да,Нет,,,
1/5/2016 10:38:32,C++,Да,Python,"JavaScript, Erlang",,,Python,"JavaScript, Python",10+,2,,Да,Нет,,,
1/5/2016 10:38:35,Pascal/Delphi,Да,PL-SQL,Java,,,Java,"Java, Scala",<1,1,22,Да,Нет,,,
1/5/2016 10:38:38,Pascal/Delphi,Да,Java,"Java, JavaScript",,,Java,"Java, JavaScript",6,2,27,Да,Нет,,,
1/5/2016 10:38:45,Pascal/Delphi,Да,JavaScript,"C#, JavaScript, T-SQL",,,C#,"C#, JavaScript, T-SQL",6,6,,Да,Не помню,,,
1/5/2016 10:38:49,Pascal/Delphi,Да,Apex,JavaScript,,,PHP,,5,5,28,Да,Да,,,
1/5/2016 10:38:59,Pascal/Delphi,Нет,,,"C#, T-SQL",JavaScript,Swift,Swift,2,2,24,Да,Не помню,,,
1/5/2016 10:39:00,PHP,Да,PHP,JavaScript,,,Go,"PHP, Go",8,6,30,Да,Да,,,
1/5/2016 10:39:10,Basic,Да,C++,"Java, C",,,C++,"Java, C++",,,,Нет,Не помню,,,
1/5/2016 10:39:17,Basic,Да,Java,"JavaScript, Scala",,,Java,"Java, Scala",4,3,23,Да,Нет,,,
1/5/2016 10:39:23,C++,Нет,,,"Java, JavaScript, Python",,Python,Java,1,3,21,Да,Не помню,,,
1/5/2016 10:39:23,Pascal/Delphi,Да,T-SQL,"C#, Python",,,Python,Python,2,2,24,Да,Да,,,
1/5/2016 10:39:31,Pascal/Delphi,Да,Java,,,,Java,,5,2,31,Да,Нет,,,
1/5/2016 10:39:37,C#,Да,C#,JavaScript,,,C#,C#,1,1,25,Да,Да,,,
1/5/2016 10:39:49,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,,,,,Да,Не помню,,,
1/5/2016 10:39:51,Python,Да,C#,JavaScript,,,C#,Scala,,,,Да,Не помню,,,
1/5/2016 10:39:56,Python,Да,Python,Python,,,Java,Java,,,,,,,,
1/5/2016 10:40:15,Python,Нет,,,Python,Python,Python,Python,,<1,,Да,Нет,,,
1/5/2016 10:40:19,1C,Нет,,,"Python, 1C",JavaScript,Python,Python,10+,6,,Да,Не помню,,,
1/5/2016 10:40:20,Pascal/Delphi,Да,Java,JavaScript,,,Java,,1,1,26,Да,Нет,,,
1/5/2016 10:40:25,Java,Да,Java,,,,Java,Java,,<1,21,Да,,,,
1/5/2016 10:40:48,Pascal/Delphi,Да,Java,JavaScript,,,Java,"Java, C++",<1,<1,20,Да,Нет,,,
1/5/2016 10:40:59,Pascal/Delphi,Нет,,,"C#, JavaScript",T-SQL,C#,,4,4,28,Да,Да,,,
1/5/2016 10:41:21,Java,Да,Java,,,,Java,Java,<1,<1,28,Да,Нет,,,
1/5/2016 10:41:26,Pascal/Delphi,Да,PHP,"JavaScript, Python",,,PHP,"Java, PHP, Python, Ruby",10+,8,43,Да,Да,,,
1/5/2016 10:41:29,Logo,Да,Ruby,"JavaScript, PL-SQL, Scala, CoffeeScript",,,Scala,"Java, JavaScript, Ruby, Scala",10+,8,33,Да,Да,,,
1/5/2016 10:41:49,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript",4,4,27,Да,Нет,,,
1/5/2016 10:41:51,Pascal/Delphi,Да,Apex,JavaScript,,,Python,,,,,Да,Не помню,,,
1/5/2016 10:41:52,Scala,Да,Scala,"Java, Python",,,Scala,Scala,5,2,30,Да,Да,,,
1/5/2016 10:41:59,Basic,Да,JavaScript,,,,JavaScript,,10+,5,30,Да,Да,,,
1/5/2016 10:42:01,C,Да,Java,,,,Java,"Java, PHP",2,1,24,Да,Нет,,,
1/5/2016 10:42:05,Java,Да,Java,"JavaScript, PL-SQL, T-SQL",,,Java,"Java, JavaScript, Python, Objective-C",2,<1,,Да,Не помню,,,
1/5/2016 10:42:07,Pascal/Delphi,Да,Java,,,,Java,Java,8,8,28,Да,Да,,,
1/5/2016 10:42:13,Pascal/Delphi,Да,Java,"JavaScript, C++",,,Java,Java,2,2,23,Да,,,,
1/5/2016 10:42:26,Pascal/Delphi,Да,JavaScript,JavaScript,,,JavaScript,,2,1,30,Да,Нет,,,
1/5/2016 10:42:26,Pascal/Delphi,Да,Objective-C,"C, Swift",,,Objective-C,"Objective-C, Swift",3,3,26,Да,Да,,,
1/5/2016 10:42:29,Python,Да,JavaScript,,,,C#,,1,1,23,Да,Нет,,,
1/5/2016 10:42:32,C,Да,C++,C,,,C++,C++,1,1,22,Да,Нет,,,
1/5/2016 10:42:33,Basic,Да,T-SQL,"Java, Pascal/Delphi",,,Java,Java,5,5,27,Да,Нет,,,
1/5/2016 10:42:43,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",6,6,27,Да,Да,,,
1/5/2016 10:42:53,Pascal/Delphi,Да,JavaScript,CoffeeScript,,,JavaScript,"Java, JavaScript",7,5,26,Да,Да,,,
1/5/2016 10:42:59,C#,Да,C#,"JavaScript, T-SQL",,,JavaScript,"C#, JavaScript",4,4,24,Да,Да,,,
1/5/2016 10:43:01,R,Да,R,"Java, PL-SQL, Basic",,,R,R,<1,2,37,Да,Нет,,,
1/5/2016 10:43:06,Pascal/Delphi,Да,C++,Python,,,Rust,"Scala, Erlang, Rust, Haskell",8,8,29,Да,Да,,,
1/5/2016 10:43:16,Pascal/Delphi,Да,Python,"Java, Python",,,Java,Java,5,2,39,Да,Нет,,,
1/5/2016 10:43:16,Pascal/Delphi,Да,Python,"PHP, JavaScript",,,Python,"PHP, Python, Ruby",6,3,29,Да,Нет,,,
1/5/2016 10:43:22,Basic,Да,eScript,"Java, PHP, JavaScript, C, PL-SQL",,,Java,PHP,7,2,31,Да,Нет,,,
1/5/2016 10:43:23,C,Да,Ruby,Ruby,,,Java,"Java, Ruby",<1,1,22,Да,Нет,,,
1/5/2016 10:43:52,Basic,Да,ActionScript,,,,ActionScript,ActionScript,9,9,42,Да,Не помню,,,
1/5/2016 10:44:03,Pascal/Delphi,Да,Java,JavaScript,,,Java,"Java, PHP",1,1,22,Да,Да,,,
1/5/2016 10:44:04,Pascal/Delphi,Да,Java,"JavaScript, PL-SQL",,,Java,Java,4,4,26,Да,Да,,,
1/5/2016 10:44:04,C,Да,JavaScript,C#,,,JavaScript,"Java, C#, JavaScript, C",3,1,21,Да,Да,,,
1/5/2016 10:44:09,C,Да,Java,C++,,,Java,Java,10+,10+,40,Да,Нет,,,
1/5/2016 10:44:10,Pascal/Delphi,Да,Java,JavaScript,,,Java,Java,3,3,24,Да,Да,,,
1/5/2016 10:44:25,PHP,Да,Go,"JavaScript, Python, C",,,Go,Go,10+,2,31,Да,Нет,,,
1/5/2016 10:44:26,Basic,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript",8,7,32,Да,Нет,,,
1/5/2016 10:44:28,Pascal/Delphi,Да,JavaScript,PHP,,,PHP,"PHP, JavaScript",<1,<1,29,Да,Не помню,,,
1/5/2016 10:44:28,Basic,Да,Java,"JavaScript, PL-SQL",,,Java,"Java, JavaScript, PL-SQL",10+,5,39,Да,Не помню,,,
1/5/2016 10:44:33,PHP,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript, Python",5,6,26,Да,Да,,,
1/5/2016 10:44:46,Python,Да,Python,,,,Python,,<1,<1,24,Да,Нет,,,
1/5/2016 10:44:48,Pascal/Delphi,Нет,,,"PHP, JavaScript",,Java,JavaScript,<1,<1,25,Да,Нет,,,
1/5/2016 10:44:59,JavaScript,Да,JavaScript,"Python, Objective-C, Swift",,,JavaScript,"JavaScript, Python, Ruby, Objective-C, Swift, Erlang, Go, Rust",2,2,22,Да,Не помню,,,
1/5/2016 10:45:00,Apex (Salesforce.com),Нет,,,"C#, Apex (Salesforce.com)","C#, JavaScript, Apex (Salesforce.com)",Apex (Salesforce.com),"PHP, JavaScript, Apex (Salesforce.com)",8,4,30,Да,Да,,,
1/5/2016 10:45:14,Pascal/Delphi,Да,C++,C,,,C++,,4,4,26,Да,Да,,,
1/5/2016 10:45:19,Pascal/Delphi,Да,PHP,"Java, C#, JavaScript",,,Python,"PHP, JavaScript",<1,3,22,Да,Нет,,,
1/5/2016 10:45:20,Python,Да,Python,JavaScript,,,JavaScript,"JavaScript, Python",5,3,26,Да,Да,,,
1/5/2016 10:45:21,Pascal/Delphi,Да,PHP,"Java, JavaScript",,,PHP,"Java, PHP, JavaScript",5,4,28,Да,Да,,,
1/5/2016 10:45:22,Pascal/Delphi,Нет,,,"PHP, JavaScript",,Java,Java,10+,10+,37,Да,Да,,,
1/5/2016 10:45:33,Pascal/Delphi,Да,ASA,"Java, Ruby",,,Ruby,,<1,<1,31,Да,Нет,,,
1/5/2016 10:45:37,Basic,Да,JavaScript,,,,JavaScript,JavaScript,<1,<1,32,Да,Не помню,,,
1/5/2016 10:45:38,Pascal/Delphi,Да,Java,"C#, C++",,,C++,C++,2,2,23,Да,Нет,,,
1/5/2016 10:45:48,Pascal/Delphi,Да,JavaScript,PHP,,,PHP,,5,4,30,Да,Нет,,,
1/5/2016 10:45:52,Basic,Нет,,,Haskell,Purescript,Haskell,"Haskell, Purescript",10+,1,,,,,,
1/5/2016 10:45:54,Basic,Да,C#,"JavaScript, T-SQL, Basic, VB6",,,C#,"C#, JavaScript, TypeScript",6,6,33,Нет,Не помню,,,
1/5/2016 10:45:57,Objective-C,Нет,,,JavaScript,Objective-C,Objective-C,,,<1,28,Да,Нет,,,
1/5/2016 10:46:11,Pascal/Delphi,Да,Python,,,,Python,Python,<1,1,35,Да,Нет,,,
1/5/2016 10:46:11,JavaScript,Да,JavaScript,"PHP, Ruby",,,PHP,PHP,<1,<1,,Да,Нет,,,
1/5/2016 10:46:12,Pascal/Delphi,Да,C#,JavaScript,,,C#,"C#, JavaScript",4,4,30,Да,Да,,,
1/5/2016 10:46:14,C++,Да,C#,,,,Swift,C#,3,2,25,Да,Нет,,,
1/5/2016 10:46:32,C,Да,C++,C,,,C++,C++,<1,<1,,Да,Нет,,,
1/5/2016 10:46:33,Visual Basic,Нет,,,"JavaScript, Python, Go",,Go,"JavaScript, Python, Go",3,3,24,Да,Не помню,,,
1/5/2016 10:46:36,Pascal/Delphi,Нет,,,C,Pascal/Delphi,C++,,,<1,17,Да,Нет,,,
1/5/2016 10:46:42,Pascal/Delphi,Нет,,,"Python, Pascal/Delphi","Java, C#, PHP, C",Java,Python,2,1,,Да,Не помню,,,
1/5/2016 10:46:43,C++,Да,C#,"JavaScript, T-SQL",,,C#,C#,3,3,29,Да,Нет,,,
1/5/2016 10:46:44,PHP,Да,PHP,JavaScript,,,JavaScript,"Objective-C, Swift",2,2,24,Да,Не помню,,,
1/5/2016 10:46:45,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,Java,2,<1,24,Да,Нет,,,
1/5/2016 10:46:49,Java,Да,Java,JavaScript,,,Java,,<1,<1,29,Да,Не помню,,,
1/5/2016 10:46:52,Basic,Нет,,,"Java, C#","Python, Basic",C#,C#,8,2,31,Да,Нет,,,
1/5/2016 10:46:57,C++,Да,Java,Python,,,Python,,2,2,23,Нет,Да,,,
1/5/2016 10:46:59,Basic,Да,C#,JavaScript,,,C#,,4,4,25,Да,Да,,,
1/5/2016 10:47:07,Basic,Да,C#,"C#, T-SQL",,,C#,C#,7,7,31,Да,Да,,,
1/5/2016 10:47:27,C#,Да,C#,"C#, T-SQL",,,C#,C#,3,3,23,Да,Да,,,
1/5/2016 10:47:41,Basic,Да,C#,"Java, C#, PHP, JavaScript, C++, T-SQL, CoffeeScript",,,C#,"C#, PHP, JavaScript",10+,3,28,Да,Нет,,,
1/5/2016 10:47:42,Basic,Да,JavaScript,"Java, C#, C++",,,JavaScript,JavaScript,3,1,20,Да,Да,,,
1/5/2016 10:47:45,C,Нет,,,"PHP, JavaScript",,clojure,"JavaScript, Go, clojure",5,5,25,Да,Не помню,,,
1/5/2016 10:47:52,Pascal/Delphi,Да,Java,"JavaScript, Clojure",,,Clojure,"Java, JavaScript, Clojure",5,5,26,Да,Да,,,
1/5/2016 10:47:58,C++,Да,ActionScript,"C#, ActionScript",,,JavaScript,C#,<1,<1,27,Да,Нет,,,
1/5/2016 10:48:03,Java,Да,Java,JavaScript,,,Java,"Java, JavaScript",3,3,25,Да,Нет,,,
1/5/2016 10:48:17,JavaScript,,JavaScript,C#,,,JavaScript,,,,,,,,,
1/5/2016 10:48:20,Pascal/Delphi,Да,JavaScript,"JavaScript, CoffeeScript",,,JavaScript,"JavaScript, CoffeeScript",4,3,24,Да,Нет,,,
1/5/2016 10:48:29,Pascal/Delphi,Да,JavaScript,,,,Ruby,,1,<1,24,Да,Нет,,,
1/5/2016 10:48:30,C#,Да,C#,"T-SQL, Basic",,,C#,,5,5,25,Да,Нет,,,
1/5/2016 10:48:50,"DBase family (Clipper, Foxpro)",Нет,,,"PHP, JavaScript, C++, Ruby, C",Python,Ruby,"Java, JavaScript, Python, Ruby, C",10+,5,34,Да,Не помню,,,
1/5/2016 10:49:06,Basic,Да,JavaScript,"C#, PHP",,,JavaScript,"PHP, JavaScript",10+,4,37,Да,Не помню,,,
1/5/2016 10:49:06,Basic,Нет,,,"Java, JavaScript",Go,Go,"JavaScript, Go",8,6,30,Нет,Нет,,,
1/5/2016 10:49:07,Pascal/Delphi,Да,Erlang,"Java, JavaScript, Python",,,Scala,"Java, JavaScript, Python",<1,<1,21,Да,Нет,,,
1/5/2016 10:49:13,Pascal/Delphi,Да,Java,JavaScript,,,Java,"Java, Python",,,,Да,Не помню,,,
1/5/2016 10:49:22,C++,Да,JavaScript,"Python, CoffeeScript",,,JavaScript,JavaScript,4,4,26,Да,Нет,,,
1/5/2016 10:49:35,Pascal/Delphi,Да,Java,JavaScript,,,Scala,"Java, Python, Scala",2,2,22,Да,Не помню,,,
1/5/2016 10:49:36,Pascal/Delphi,Да,Java,JavaScript,,,Java,"Java, JavaScript",2,2,23,Да,Нет,,,
1/5/2016 10:49:46,C,Нет,,,"PHP, JavaScript",Java,Java,"Java, PHP, JavaScript, Scala",5,1,27,Да,Нет,,,
1/5/2016 10:49:51,PHP,Да,PHP,"JavaScript, Python",,,Python,"PHP, Python",4,4,27,Да,Не помню,,,
1/5/2016 10:49:52,C,Да,PHP,JavaScript,,,PHP,Java,5,4,27,Да,Не помню,,,
1/5/2016 10:50:03,Basic,Да,Ruby,"JavaScript, CoffeeScript, Erlang",,,Erlang,"Ruby, Erlang",5,5,31,Да,Не помню,,,
1/5/2016 10:50:06,Basic,Нет,,,"C#, PL-SQL","Java, T-SQL",PL-SQL,"Java, T-SQL",10+,5,36,Да,Не помню,,,
1/5/2016 10:50:11,C++,Да,JavaScript,"PHP, Python",,,Java,"PHP, Python",,,,Да,Нет,,,
1/5/2016 10:50:13,Pascal/Delphi,Да,Java,,,,Java,Java,<1,1,,Да,Нет,,,
1/5/2016 10:50:15,Pascal/Delphi,Да,Java,,,,Java,"Java, 1C",10+,4,37,Да,Не помню,,,
1/5/2016 10:50:18,C++,Да,PHP,"JavaScript, Python, Go",,,PHP,Go,3,3,26,Да,Да,,,
1/5/2016 10:50:19,Basic,Нет,,,"Objective-C, Swift","Python, C++",Swift,"Objective-C, Swift",7,2,25,Да,Да,,,
1/5/2016 10:50:21,C,Да,PHP,JavaScript,,,PHP,PHP,5,4,24,Да,Да,,,
1/5/2016 10:50:24,Pascal/Delphi,Да,Java,"Java, JavaScript, T-SQL",,,Java,"Java, JavaScript, Go",6,4,24,Да,Да,,,
1/5/2016 10:50:42,C++,Нет,,,"C#, Python","Java, C#, Python, C++, T-SQL",Java,Java,4,2,,Да,Нет,,,
1/5/2016 10:51:05,JavaScript,Нет,,,JavaScript,Java,JavaScript,Java,<1,<1,26,Да,Нет,,,
1/5/2016 10:51:08,C#,Да,JavaScript,"JavaScript, CoffeeScript",,,CoffeeScript,CoffeeScript,2,2,23,Да,Нет,,,
1/5/2016 10:51:12,Basic,Нет,,,"Python, C++",JavaScript,Python,"Python, C++",<1,<1,28,Да,Нет,,,
1/5/2016 10:51:18,Pascal/Delphi,Да,C#,JavaScript,,,C#,,8,7,36,Нет,Да,,,
1/5/2016 10:51:28,Pascal/Delphi,Да,Java,"JavaScript, Python, C++",,,Python,"JavaScript, Python, C++",,,,Да,Нет,,,
1/5/2016 10:51:30,Pascal/Delphi,Да,Python,JavaScript,,,Python,"JavaScript, Python",<1,1,18,Да,Нет,,,
1/5/2016 10:51:33,Python,Нет,,,Python,Python,JavaScript,,<1,<1,28,Да,Нет,,,
1/5/2016 10:51:38,PHP,Да,Objective-C,"C++, C, Swift",,,Swift,,2,2,23,Да,Да,,,
1/5/2016 10:51:41,Pascal/Delphi,Да,Java,"JavaScript, Groovy",,,Java,Java,3,3,23,Да,Да,,,
1/5/2016 10:51:46,JavaScript,Да,PHP,JavaScript,,,PHP,PHP,<1,<1,25,Да,Нет,,,
1/5/2016 10:51:57,Python,Да,Python,"PHP, JavaScript, Go",,,Python,"Python, Go",2,1,30,Да,Нет,,,
1/5/2016 10:52:05,Pascal/Delphi,Да,PHP,"JavaScript, Python",,,PHP,"PHP, JavaScript, PL-SQL",4,4,,Да,Да,,,
1/5/2016 10:52:27,Pascal/Delphi,Да,JavaScript,Java,,,JavaScript,JavaScript,3,3,28,Да,Да,,,
1/5/2016 10:52:28,Java,Да,PHP,JavaScript,,,PHP,,<1,<1,22,Да,Нет,,,
1/5/2016 10:52:35,Java,Да,Java,JavaScript,,,Java,"Java, JavaScript",1,1,20,Да,Не помню,,,
1/5/2016 10:52:52,Pascal/Delphi,Да,JavaScript,PHP,,,JavaScript,"PHP, JavaScript",,<1,17,Да,Нет,,,
1/5/2016 10:53:09,1C,Да,1C,JavaScript,,,1C,JavaScript,,,29,Да,Нет,,,
1/5/2016 10:53:20,QBasic,Нет,,,JavaScript,"Java, Objective-C",Go,,10+,3,,Да,Не помню,,,
1/5/2016 10:53:23,Java,Да,JavaScript,PHP,,,Python,JavaScript,1,1,27,Да,Нет,,,
1/5/2016 10:53:33,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",10+,10+,33,Да,Не помню,,,
1/5/2016 10:53:36,Java,Да,Java,JavaScript,,,Java,"Java, C#, JavaScript, Ruby",<1,2,25,Да,Не помню,,,
1/5/2016 10:53:37,C++,Да,Java,,,,Java,,2,2,25,Да,Не помню,,,
1/5/2016 10:53:54,Pascal/Delphi,Нет,,,"C#, JavaScript","PHP, T-SQL",C#,"C#, JavaScript, T-SQL",10+,10+,28,Нет,Да,,,
1/5/2016 10:53:55,Pascal/Delphi,Да,PHP,JavaScript,,,Python,"PHP, Python, C",5,5,26,Да,Не помню,,,
1/5/2016 10:53:57,Pascal/Delphi,Да,Objective-C,"C#, PHP, C++, C, PL-SQL, Swift",,,Swift,Swift,5,4,26,Да,Нет,,,
1/5/2016 10:54:03,PHP,Да,Python,JavaScript,,,Python,"PHP, JavaScript, Python",5,3,26,Да,Да,,,
1/5/2016 10:54:06,Java,Да,Java,JavaScript,,,Java,Java,<1,<1,31,Да,Не помню,,,
1/5/2016 10:54:13,Pascal/Delphi,Да,Java,"C#, C++",,,Scala,,4,3,26,Да,Да,,,
1/5/2016 10:54:14,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,C#,10+,8,29,Да,Нет,,,
1/5/2016 10:54:18,Java,Да,C#,,,,C#,C#,3,3,22,Нет,Нет,,,
1/5/2016 10:54:25,Pascal/Delphi,Да,C++,Python,,,C++,"C++, Swift",2,2,26,Да,Нет,,,
1/5/2016 10:54:43,Java,Да,Java,"JavaScript, C++, C",,,Java,"Java, JavaScript, C++, C",3,3,16,Да,Да,,,
1/5/2016 10:54:52,Pascal/Delphi,Да,Java,"JavaScript, Python, bash",,,Java,,4,4,25,Да,Да,,,
1/5/2016 10:54:56,ActionScript,Да,JavaScript,"Java, Objective-C",,,Java,"Java, Objective-C",4,1,31,Да,Да,,,
1/5/2016 10:55:14,Pascal/Delphi,Да,Ruby,JavaScript,,,Rust,Ruby,,,,Да,Нет,,,
1/5/2016 10:55:16,Pascal/Delphi,Да,C#,JavaScript,,,C#,F#,5,4,28,Нет,Не помню,,,
1/5/2016 10:55:22,Basic,Да,JavaScript,"CoffeeScript, Elm",,,Elixir,"JavaScript, Python, Go",10+,5,29,Да,Да,,,
1/5/2016 10:55:24,C,Да,JavaScript,"C#, Objective-C",,,Objective-C,"C#, JavaScript, Objective-C",2,2,26,Да,Нет,,,
1/5/2016 10:55:49,Pascal/Delphi,Да,Ruby,"JavaScript, CoffeeScript",,,Ruby,"JavaScript, Ruby, CoffeeScript",9,8,30,Да,Нет,,,
1/5/2016 10:56:01,Basic,Нет,,,JavaScript,Java,JavaScript,JavaScript,<1,<1,29,Да,Нет,,,
1/5/2016 10:56:25,Basic,Да,JavaScript,"Java, CoffeeScript",,,JavaScript,"Java, JavaScript",4,3,26,Нет,Да,,,
1/5/2016 10:56:32,Java,Нет,,,"Java, Scala",Python,Java,Java,9,9,30,Нет,Да,,,
1/5/2016 10:56:37,Pascal/Delphi,Да,PHP,JavaScript,,,JavaScript,,8,8,29,Нет,Не помню,,,
1/5/2016 10:56:41,C#,Да,C#,"JavaScript, PL-SQL, T-SQL",,,C#,PL-SQL,<1,<1,,Да,Нет,,,
1/5/2016 10:56:41,Python,Да,Python,Python,,,Python,Python,2,<1,23,Да,Не помню,,,
1/5/2016 10:56:50,Basic,Да,JavaScript,Java,,,JavaScript,"Java, PHP, JavaScript, CoffeeScript",7,4,24,Да,Да,,,
1/5/2016 10:56:52,Basic,Да,Java,VBA,,,Java,Java,<1,<1,25,Да,Да,,,
1/5/2016 10:56:54,Pascal/Delphi,Да,C#,C++,,,C#,,2,2,21,Да,Да,,,
