Timestamp,FirstLanguage,FirstLanguage1,Q2,MainLanguage,Q2I1,NowLanguage,AdditionalLanguages1,NowLanguages2,NextLanguage,AdditionalLanguages3,PetProjectsLanguages,Choosing,ExperienceInProgramming,ExperienceInLanguage,InUA,Age,InPrev 
09.04.2012 14:14:46,Basic,,,Да,,С#,,,F#,,"С#, C++, F#",Заказчиком,9,8,Нет,"[30,40)",Да
09.04.2012 14:14:52,Java,,,Да,,С#,Objective-C,,Objective-C,,,Исполнителем,5,4,Да,"[20,30)",Нет
09.04.2012 14:15:12,Basic,,,Да,,PHP,"Java, Ruby",,Ruby,,PHP,Совместным решением,<1,2,Да,"[20,30)",Да
09.04.2012 14:15:24,Pascal/Delphi,,,Да,,Scala,"JavaScript, PL/SQL",,Scala,,Scala,Заказчиком,4,1,Да,"[20,30)",Нет
09.04.2012 14:15:24,Basic,,,Да,,С#,JavaScript,,C++,,С#,Совместным решением,4,4,Нет,"[20,30)",Нет
09.04.2012 14:15:28,C#,,,Да,,С#,,,С#,,,Совместным решением,2,2,Да,"[20,30)",Да
09.04.2012 14:15:28,C++,,,Да,,PHP,"Java, Python, JavaScript",,Python,,,Заказчиком,7,5,Да,"[20,30)",Нет
09.04.2012 14:15:34,Python,,,Нет,,,,"Java, C++, Python, Objective-C, JavaScript, C, Action Script, Erlang, Shell",Erlang,"Ruby, Perl, Haskell, ASM","Python, JavaScript, C, Erlang",Совместным решением,3,2,Да,<20,Нет
09.04.2012 14:15:51,Pascal/Delphi,,,Нет,,,,PL/SQL,Java,"Java, Delphi",,Не знаю,6,<1,Да,"[20,30)",Нет
09.04.2012 14:15:55,Pascal/Delphi,,,Нет,,,,JavaScript,Ruby,,,Не знаю,4,3,Да,"[20,30)",Да
09.04.2012 14:15:57,Pascal/Delphi,,,Да,,Action Script,JavaScript,,Action Script,,"Java, Action Script",Заказчиком,8,7,Да,"[20,30)",Да
09.04.2012 14:16:14,Pascal/Delphi,,,Да,,Java,"С#, Java, C++",,С#,,"С#, Java, C++",Совместным решением,5,2,Да,"[20,30)",Да
09.04.2012 14:16:17,Basic,,,Да,,APEX,"Python, JavaScript",,Python,,Python,Моя организация разрабатывает только на этом языке,6,3,Нет,"[20,30)",Нет
09.04.2012 14:16:19,C++,,,Да,,С#,"С#, PL/SQL",,С#,,,Исполнителем,<1,1,Да,"[20,30)",Да
09.04.2012 14:16:24,Basic,,,Да,,С#,"С#, PHP, JavaScript, PL/SQL",,С#,,"С#, PHP",Исполнителем,5,4,Да,"[30,40)",Нет
09.04.2012 14:16:28,Dbase,,,Да,,Java,"JavaScript, Delphi, PL/SQL",,Java,,"Java, JavaScript, Delphi",Заказчиком,8,7,Да,"[30,40)",Да
09.04.2012 14:16:30,Pascal/Delphi,,,Да,,Scala,"Java, JavaScript, Haskell",,Haskell,,"Scala, Haskell",Заказчиком,5,1,Да,"[20,30)",Нет
09.04.2012 14:16:43,Basic,,,Нет,,,,"PHP, JavaScript",JavaScript,,,Заказчиком,<1,<1,Да,"[20,30)",Нет
09.04.2012 14:16:43,Pascal/Delphi,,,Нет,,,,"С#, C++, Delphi",С#,,"С#, C++",Заказчиком,10+,8,Да,"[30,40)",Нет
09.04.2012 14:16:44,Pascal/Delphi,,,Да,,Delphi,С#,,С#,,,Совместным решением,10+,10+,Да,"[30,40)",Да
09.04.2012 14:16:49,JavaScript,,,Да,,С#,JavaScript,,С#,,"С#, Ruby",Совместным решением,4,4,Да,"[20,30)",Да
09.04.2012 14:17:02,Pascal/Delphi,,,Нет,,,,"Java, C++",С#,"С#, Python","С#, Java, C++",Моя организация разрабатывает только на этом языке,1,3,Да,"[20,30)",Нет
09.04.2012 14:17:03,Pascal/Delphi,,,Да,,Python,"Python, JavaScript",,Python,,"Python, C",Совместным решением,2,2,Да,"[20,30)",Да
09.04.2012 14:17:06,Pascal/Delphi,,,Да,,Java,,,Scala,,"Java, JavaScript, Scala, Haskell, Clojure, CoffeeScript, Go",Заказчиком,6,6,Да,"[20,30)",Нет
09.04.2012 14:17:17,Basic,,,Да,,Java,"JavaScript, Action Script",,Java,,,Совместным решением,9,8,Да,"[30,40)",Нет
09.04.2012 14:17:34,Basic,,,Да,,С#,JavaScript,,С#,,С#,Исполнителем,6,4,Да,"[20,30)",Нет
09.04.2012 14:17:35,Pascal/Delphi,,,Да,,Ruby,"Java, JavaScript",,Ruby,,Ruby,Моя организация разрабатывает только на этом языке,5,<1,Да,"[20,30)",Нет
09.04.2012 14:17:38,C#,,,Да,,С#,,,С#,,,Заказчиком,8,5,Да,"[30,40)",Нет
09.04.2012 14:17:38,C#,,,Да,,С#,"Java, PHP, C++, Python, JavaScript",,С#,,"С#, PHP, JavaScript",Исполнителем,<1,<1,Да,<20,Нет
09.04.2012 14:17:49,machine code,,,Да,,Python,"C, Lisp",,Python,,"Python, Lisp",Совместным решением,10+,7,Да,"[30,40)",Да
09.04.2012 14:17:55,Pascal/Delphi,,,Да,,С#,"Objective-C, JavaScript",,С#,,"С#, PHP",Совместным решением,10+,5,Да,"[30,40)",Да
09.04.2012 14:18:05,Pascal/Delphi,,,Да,,PHP,JavaScript,,PHP,,"С#, PHP, JavaScript",Заказчиком,4,3,Да,"[20,30)",Нет
09.04.2012 14:18:06,Pascal/Delphi,,,Да,,С#,JavaScript,,С#,,,Моя организация разрабатывает только на этом языке,2,2,Да,"[20,30)",Да
09.04.2012 14:18:09,Pascal/Delphi,,,Да,,Java,JavaScript,,Java,,"Java, Scala",Не знаю,<1,<1,Да,<20,Нет
09.04.2012 14:18:33,Pascal/Delphi,,,Да,,Java,"С#, Java, Objective-C, JavaScript, PL/SQL",,Java,,Java,Исполнителем,5,1,Да,"[20,30)",Нет
09.04.2012 14:18:36,Basic,,,Да,,С#,"С#, JavaScript",,С#,,,Моя организация разрабатывает только на этом языке,10+,7,Да,"[30,40)",Да
09.04.2012 14:18:50,Pascal/Delphi,,,Да,,PHP,JavaScript,,Ruby,,"PHP, JavaScript",Исполнителем,4,4,Да,"[20,30)",Да
09.04.2012 14:18:56,Pascal/Delphi,,,Да,,Lua,"JavaScript, C",,C++,,,Заказчиком,5,4,Да,"[20,30)",Да
09.04.2012 14:19:01,Fortran,,,Да,,Java,"JavaScript, PL/SQL, Groovy",,Java,,Java,Заказчиком,10+,6,Да,"[40,50)",Нет
09.04.2012 14:19:02,C,,,Да,,PL/SQL,,,PL/SQL,,,Моя организация разрабатывает только на этом языке,10+,10+,Да,"[40,50)",Нет
09.04.2012 14:19:17,Basic,,,Да,,Qt C++,QML,,Qt C++,,,Совместным решением,3,2,Да,"[20,30)",Нет
09.04.2012 14:19:23,C++,,,Нет,,,,"С#, Java, PHP",Java,"С#, Java",,Заказчиком,2,2,Да,"[20,30)",Нет
09.04.2012 14:19:27,Pascal/Delphi,,,Да,,PHP,"PHP, Python, JavaScript",,Python,,"PHP, Python",Совместным решением,4,3,Да,"[20,30)",Да
09.04.2012 14:19:29,JavaScript,,,Да,,JavaScript,С#,,С#,,,Совместным решением,<1,<1,Да,"[20,30)",Нет
09.04.2012 14:19:36,Fortran,,,Да,,С#,,,С#,,С#,Заказчиком,10+,9,Да,"[30,40)",Да
09.04.2012 14:19:42,Basic,,,Да,,Java,"С#, Groovy",,Scala,,"Groovy, Haskell",Заказчиком,8,5,Да,"[20,30)",Да
09.04.2012 14:20:02,Pascal/Delphi,,,Да,,Objective-C,"Groovy, Lisp",,Objective-C,,"Objective-C, Lisp",Исполнителем,4,<1,Да,"[20,30)",Нет
09.04.2012 14:20:05,Basic,,,Да,,Java,,,Java,,"Java, PHP",Не знаю,4,<1,Да,"[20,30)",Да
09.04.2012 14:20:11,Fortran,,,Да,,Java,JavaScript,,Java,,"Java, Objective-C",Совместным решением,10+,4,Да,"[40,50)",Нет
09.04.2012 14:20:11,Basic,,,Да,,Java,"Java, Ruby, JavaScript, C, PL/SQL",,Scala,,Ruby,Совместным решением,6,5,Да,"[20,30)",Нет
09.04.2012 14:20:27,Basic,,,Да,,С#,PL/SQL,,С#,,"С#, ksh",Моя организация разрабатывает только на этом языке,<1,<1,Да,"[20,30)",Нет
09.04.2012 14:20:33,Pascal/Delphi,,,Да,,Groovy,"Java, JavaScript",,Java,,Groovy,Совместным решением,1,<1,Да,"[20,30)",Нет
09.04.2012 14:20:42,C#,,,Да,,С#,"С#, JavaScript",,С#,,"С#, JavaScript",Заказчиком,3,2,Да,"[20,30)",Да
09.04.2012 14:20:52,Pascal/Delphi,,,Да,,Ruby,"Python, JavaScript, Erlang, Lisp",,Ruby,,"Python, Ruby, Erlang",Совместным решением,10+,4,Да,"[20,30)",Да
09.04.2012 14:20:53,Pascal/Delphi,,,Да,,PHP,JavaScript,,Ruby,,Ruby,Моя организация разрабатывает только на этом языке,6,6,Да,"[20,30)",Да
09.04.2012 14:21:02,Pascal/Delphi,,,Да,,PHP,C++,,PHP,,"Java, PHP, C++",Не знаю,1,1,Да,"[20,30)",Да
09.04.2012 14:21:06,Pascal/Delphi,,,Да,,С#,"С#, C++, Python, C, Haskell",,С#,,"С#, Python, C, Haskell",Моя организация разрабатывает только на этом языке,4,3,Да,<20,Да
09.04.2012 14:21:09,C#,,,Да,,С#,"JavaScript, PL/SQL",,С#,,,Не знаю,1,2,Да,"[20,30)",Нет
09.04.2012 14:21:14,Pascal/Delphi,,,Да,,Ruby,JavaScript,,Ruby,,,Не знаю,4,<1,Да,"[20,30)",Нет
09.04.2012 14:21:16,Pascal/Delphi,,,Да,,Python,JavaScript,,Python,,"Python, JavaScript",Моя организация разрабатывает только на этом языке,2,1,Да,"[20,30)",Нет
09.04.2012 14:21:21,C,,,Да,,Python,Python,,Python,,Python,Совместным решением,<1,<1,Да,"[20,30)",Нет
09.04.2012 14:21:25,C,,,Да,,JavaScript,"PHP, Python, Ruby, JavaScript, Perl",,JavaScript,,"JavaScript, Groovy",Исполнителем,8,6,Да,"[20,30)",Да
09.04.2012 14:21:51,Pascal/Delphi,,,Да,,PHP,"Python, JavaScript, Shell",,Python,,PHP,Моя организация разрабатывает только на этом языке,10+,5,Да,"[20,30)",Да
09.04.2012 14:22:00,Fortran,,,Да,,Erlang,"Objective-C, JavaScript, C, Lisp",,Erlang,,"Erlang, Lisp",Совместным решением,10+,10+,Да,"[30,40)",Нет
09.04.2012 14:22:19,Pascal/Delphi,,,Да,,Scala,"JavaScript, Lisp",,Scala,,,Заказчиком,4,1,Да,"[20,30)",Да
09.04.2012 14:22:23,Basic,,,Да,,OCaml,"JavaScript, C, PL/SQL",,OCaml,,"C, OCaml, Coq",Исполнителем,10+,10+,Нет,"[20,30)",Нет
09.04.2012 14:22:29,PHP,,,Да,,PHP,"Java, PL/SQL",,PHP,,PHP,Заказчиком,2,2,Да,"[20,30)",Нет
09.04.2012 14:22:39,Pascal/Delphi,,,Да,,PHP,JavaScript,,PHP,,"PHP, JavaScript",Моя организация разрабатывает только на этом языке,5,4,Да,"[20,30)",Да
09.04.2012 14:22:43,Basic,,,Да,,Java,"Python, Ruby, JavaScript",,Java,,Java,Совместным решением,6,6,Да,"[20,30)",Да
09.04.2012 14:22:43,Basic,,,Да,,С#,"PHP, JavaScript, PL/SQL",,С#,,"С#, PHP, JavaScript",Моя организация разрабатывает только на этом языке,<1,5,Нет,"[30,40)",Нет
09.04.2012 14:22:46,Pascal/Delphi,,,Да,,Java,"C++, Python",,Python,,"Java, Python",Заказчиком,3,2,Да,"[20,30)",Да
09.04.2012 14:22:47,C++,,,Да,,Java,Python,,Java,,"Java, Python",Заказчиком,5,4,Да,"[20,30)",Нет
09.04.2012 14:22:49,C,,,Да,,Groovy,"Java, Groovy",,Groovy,,"Java, Objective-C",Исполнителем,10+,3,Да,"[30,40)",Да
09.04.2012 14:22:59,Pascal/Delphi,,,Да,,Python,"Python, JavaScript, PL/SQL",,Python,,"Python, JavaScript",Совместным решением,5,3,Нет,"[20,30)",Да
09.04.2012 14:23:03,Basic,,,Да,,Java,"JavaScript, PL/SQL, Groovy",,Java,,"Java, Python",Исполнителем,10+,7,Нет,"[30,40)",Да
09.04.2012 14:23:06,Fortran,,,Да,,С#,JavaScript,,С#,,"С#, Delphi",Заказчиком,10+,5,Да,"[30,40)",Нет
09.04.2012 14:23:15,C,,,Да,,Java,"Java, JavaScript",,Java,,Java,Заказчиком,<1,1,Да,"[20,30)",Нет
09.04.2012 14:23:30,Pascal/Delphi,,,Нет,,,,"Java, JavaScript",Groovy,XSL,,Заказчиком,5,5,Да,"[20,30)",Да
09.04.2012 14:23:41,Pascal/Delphi,,,Да,,Python,,,Python,,,Не знаю,<1,<1,Да,"[20,30)",Нет
09.04.2012 14:23:41,Fortran,,,Да,,Java,"JavaScript, PL/SQL",,Java,,,Заказчиком,10+,10+,Да,>50,Нет
09.04.2012 14:23:53,Asm,,,Да,,Scala,"Java, PHP, JavaScript, C",,Scala,,"Java, JavaScript, C, Scala",Совместным решением,10+,3,Да,"[30,40)",Да
09.04.2012 14:23:56,Pascal/Delphi,,,Да,,Python,"Java, PHP, Python, JavaScript",,Python,,"Java, Python",Заказчиком,5,2,Нет,"[20,30)",Нет
09.04.2012 14:23:57,Pascal/Delphi,,,Да,,Objective-C,"Python, Ruby, JavaScript, C",,Objective-C,,"Python, Ruby, Objective-C, JavaScript, Lua",Исполнителем,6,4,Да,"[20,30)",Нет
09.04.2012 14:23:59,Pascal/Delphi,,,Да,,С#,"C++, JavaScript",,Ruby,,,Заказчиком,5,4,Да,"[20,30)",Нет
09.04.2012 14:24:06,Basic,,,Да,,PHP,JavaScript,,PHP,,"PHP, JavaScript",Совместным решением,3,3,Да,"[20,30)",Нет
09.04.2012 14:24:12,Basic,,,Да,,С#,JavaScript,,С#,,"С#, JavaScript",Исполнителем,8,6,Да,"[20,30)",Да
09.04.2012 14:24:29,Basic,,,Да,,Java,JavaScript,,Java,,Java,Исполнителем,2,2,Да,"[20,30)",Нет
09.04.2012 14:24:30,Pascal/Delphi,,,Да,,C,"C++, Python, Shell",,C,,"Python, C, D",Совместным решением,4,4,Да,"[20,30)",Да
09.04.2012 14:24:47,Pascal/Delphi,,,Да,,С#,"Java, PHP, JavaScript",,С#,,,Совместным решением,6,4,Да,"[30,40)",Да
09.04.2012 14:24:53,Pascal/Delphi,,,Да,,Java,JavaScript,,Python,,"С#, Python",Заказчиком,5,3,Да,"[20,30)",Нет
09.04.2012 14:25:19,Basic,,,Нет,,,,"PHP, JavaScript",JavaScript,PL/SQL,"PHP, JavaScript",Совместным решением,8,6,Да,"[20,30)",Нет
09.04.2012 14:25:21,Pascal/Delphi,,,Да,,Ruby,JavaScript,,Ruby,,"Ruby, JavaScript",Совместным решением,7,4,Да,"[20,30)",Нет
09.04.2012 14:25:25,Pascal/Delphi,,,Да,,Java,"JavaScript, PL/SQL, Groovy",,Java,,,Совместным решением,10+,10+,Да,"[30,40)",Нет
09.04.2012 14:25:27,Dbase,,,Да,,Java,"Python, JavaScript",,Erlang,,Java,Исполнителем,10+,7,Да,"[40,50)",Да
09.04.2012 14:25:27,Pascal/Delphi,,,Нет,,,,"Java, PHP, Python, JavaScript, Action Script",Java,"Scala, Groovy","Lisp, ASM",Совместным решением,10+,10+,Нет,"[30,40)",Нет
09.04.2012 14:25:50,C,,,Да,,С#,,,С#,,,Моя организация разрабатывает только на этом языке,2,2,Нет,"[20,30)",Нет
09.04.2012 14:26:00,PHP,,,Нет,,,,PHP,PHP,JavaScript,"PHP, JavaScript",Совместным решением,3,3,Да,"[20,30)",Нет
09.04.2012 14:26:16,Pascal/Delphi,,,Нет,,,,"Java, PHP, JavaScript",PHP,"С#, C++","Java, PHP",Заказчиком,10+,7,Да,"[20,30)",Да
09.04.2012 14:26:18,Scala,,,Да,,Scala,"Java, JavaScript",,Scala,,"Java, Scala",Совместным решением,10+,1,Да,"[30,40)",Нет
09.04.2012 14:26:22,Python,,,Да,,Python,JavaScript,,Python,,Python,Исполнителем,2,2,Нет,"[20,30)",Да
09.04.2012 14:26:27,Basic,,,Да,,С#,"JavaScript, PL/SQL",,С#,,С#,Моя организация разрабатывает только на этом языке,7,5,Да,"[30,40)",Нет
09.04.2012 14:26:38,Basic,,,Нет,,,,"Java, PL/SQL",Java,,Java,Не знаю,<1,1,Да,"[30,40)",Нет
09.04.2012 14:26:55,Basic,,,Да,,Java,JavaScript,,Scala,,"С#, Java, JavaScript, Scala",Моя организация разрабатывает только на этом языке,10+,6,Да,"[30,40)",Да
09.04.2012 14:26:57,Pascal/Delphi,,,Да,,Java,"С#, Objective-C, JavaScript, PL/SQL, Scala",,Java,,Java,Заказчиком,10+,7,Да,"[30,40)",Нет
09.04.2012 14:27:03,Basic,,,Да,,Objective-C,Ruby,,Objective-C,,"Ruby, Objective-C",Моя организация разрабатывает только на этом языке,2,2,Да,"[20,30)",Да
09.04.2012 14:27:08,Pascal/Delphi,,,Да,,Java,JavaScript,,Java,,,Моя организация разрабатывает только на этом языке,<1,1,Да,"[20,30)",Да
09.04.2012 14:27:18,Pascal/Delphi,,,Да,,Objective-C,"С#, Objective-C, JavaScript, C, PL/SQL",,Objective-C,,"Objective-C, JavaScript, C, 1C",Совместным решением,<1,8,Да,"[20,30)",Да
09.04.2012 14:27:21,JavaScript,,,Да,,JavaScript,"Python, Ruby, Perl",,Python,,"Python, Ruby, JavaScript, Perl",Исполнителем,1,1,Да,"[20,30)",Нет
09.04.2012 14:27:29,Pascal/Delphi,,,Да,,Java,JavaScript,,Java,,"Java, JavaScript",Исполнителем,6,6,Да,"[20,30)",Нет
09.04.2012 14:27:43,Basic,,,Да,,Java,"С#, Java, C++, Python, JavaScript",,С#,,"C++, Python",Заказчиком,10+,10+,Да,"[30,40)",Да
09.04.2012 14:27:56,C++,,,Да,,C++,"Java, C++",,C++,,"Java, C++",Заказчиком,10+,10+,Да,"[30,40)",Нет
09.04.2012 14:28:34,PHP,,,Да,,PHP,PHP,,PHP,,PHP,Не знаю,5,5,Да,"[20,30)",Нет
09.04.2012 14:28:44,Pascal/Delphi,,,Да,,PHP,"Java, JavaScript",,Java,,"Java, PHP, JavaScript",Моя организация разрабатывает только на этом языке,3,2,Нет,"[20,30)",Да
09.04.2012 14:28:57,PHP,,,Да,,С#,JavaScript,,С#,,С#,Исполнителем,<1,4,Да,"[20,30)",Нет
09.04.2012 14:29:06,Pascal/Delphi,,,Да,,PHP,"Ruby, JavaScript",,Ruby,,"PHP, Ruby, JavaScript",Совместным решением,5,3,Да,"[20,30)",Нет
09.04.2012 14:29:18,Pascal/Delphi,,,Да,,Python,,,Python,,,Исполнителем,2,2,Да,"[20,30)",Нет
09.04.2012 14:29:23,Pascal/Delphi,,,Да,,С#,"JavaScript, PL/SQL",,С#,,,Совместным решением,3,<1,Да,"[20,30)",Да
09.04.2012 14:29:24,C,,,Нет,,,,"Java, Python",Python,,,Заказчиком,<1,<1,Да,"[20,30)",Нет
09.04.2012 14:29:33,Pascal/Delphi,,,Да,,Objective-C,"С#, PHP, C++",,Objective-C,,Objective-C,Моя организация разрабатывает только на этом языке,<1,<1,Да,"[20,30)",Нет
09.04.2012 14:29:35,PHP,,,Да,,Objective-C,C,,Objective-C,,Objective-C,Моя организация разрабатывает только на этом языке,5,2,Нет,"[20,30)",Да
09.04.2012 14:29:38,Basic,,,Да,,Ruby,"JavaScript, PL/SQL",,Clojure,,"Ruby, Lisp",Моя организация разрабатывает только на этом языке,3,3,Да,"[20,30)",Нет
09.04.2012 14:29:39,C,,,Да,,С#,"JavaScript, PL/SQL",,С#,,"С#, Java, C++",Заказчиком,7,6,Да,"[20,30)",Нет
09.04.2012 14:29:46,Pascal/Delphi,,,Да,,Java,JavaScript,,Java,,Java,Исполнителем,6,5,Да,"[20,30)",Нет
09.04.2012 14:29:49,C++,,,Да,,Objective-C,C,,Objective-C,,,Моя организация разрабатывает только на этом языке,<1,<1,Да,"[20,30)",Нет
09.04.2012 14:29:57,Pascal/Delphi,,,Да,,Python,Haskell,,Python,,Python,Исполнителем,<1,<1,Да,"[20,30)",Нет
09.04.2012 14:30:03,Pascal/Delphi,,,Да,,Java,JavaScript,,Java,,"Java, PHP, C, Go",Заказчиком,1,3,Да,"[20,30)",Да
09.04.2012 14:30:06,JavaScript,,,Да,,Ruby,"JavaScript, Scala",,Ruby,,"Java, Ruby",Исполнителем,3,2,Нет,"[20,30)",Нет
09.04.2012 14:30:16,Basic,,,Да,,PHP,JavaScript,,PHP,,JavaScript,Моя организация разрабатывает только на этом языке,1,1,Да,"[20,30)",Нет
09.04.2012 14:30:32,Basic,,,Да,,PHP,Groovy,,PHP,,PHP,Заказчиком,9,6,Да,"[30,40)",Да
09.04.2012 14:30:44,Pascal/Delphi,,,Да,,Perl,,,Java,,,Исполнителем,3,3,Да,"[30,40)",Да
09.04.2012 14:30:44,C,,,Да,,PHP,JavaScript,,PHP,,PHP,Моя организация разрабатывает только на этом языке,4,<1,Да,"[30,40)",Нет
09.04.2012 14:30:45,C++,,,Да,,Objective-C,C,,С#,,,Моя организация разрабатывает только на этом языке,1,<1,Да,"[20,30)",Нет
09.04.2012 14:30:47,C,,,Да,,Objective-C,"C++, Objective-C, C",,Objective-C,,,Моя организация разрабатывает только на этом языке,7,2,Да,"[20,30)",Да
09.04.2012 14:30:49,1C,,,Нет,,,,Ruby,Ruby,1C,Ruby,Не знаю,<1,<1,Да,"[20,30)",Нет
