Timestamp,FirstLanguage ,e1,NowLanguage,AdditionalLanguages,NextLanguage,PetProjectsLanguages,Choosing,Change,otherFirst,otherNow,Experience,inUA,Comment,n
,(другой),,Scala,"Java, C/C++, PHP, JavaScript, groovy, ",Scala,"Java, C/C++, Scala, m4",заказчиком,Нет,,,10 и больше
11/15/2010 11:38:18,C#,,C#,,C#,,заказчиком,Да,,,3,да
11/15/2010 11:38:39,другой,,Objective-C,"C/C++, Perl",Haskell,"Perl, Haskell",зависит от проекта,Да,,,10 и больше,да
11/15/2010 11:38:44,другой,,Pascal/Delphi,"C/C++, Pascal/Delphi",Pascal/Delphi,Pascal/Delphi,зависит от проекта,Нет,,,10 и больше,да
11/15/2010 11:38:47,C/C++,,PHP,"C/C++, Python, Pascal/Delphi",Python,"C/C++, Python",моя организация разрабатывает только на этом языке,Нет,,,10 и больше,да
11/15/2010 11:38:49,Java,,другой,"Java, ActionScript",Python,Python,зависит от проекта,Да,,,5,да
11/15/2010 11:38:51,JavaScript,,PHP,"PHP, Python, JavaScript",Python,,моя организация разрабатывает только на этом языке,Нет,,,4,нет
11/15/2010 11:38:52,C/C++,,PHP,JavaScript,PHP,,зависит от проекта,Нет,,,1,да
11/15/2010 11:38:57,C/C++,,Python,"Java, C/C++, Perl, JavaScript",Python,Python,исполнителем,Нет,,,10 и больше,нет
11/15/2010 11:38:57,Java,,Java,Java,Java,Java,заказчиком,Нет,,,3,да
11/15/2010 11:39:09,другой,,другой,"Java, PowerScript",Java,Java,заказчиком,Нет,,,9,да
11/15/2010 11:39:09,C/C++,,C/C++,Lua,C/C++,C/C++,моя организация разрабатывает только на этом языке,Да,,,10 и больше,нет
11/15/2010 11:39:10,Java,,Java,JavaScript,Java,,исполнителем,Нет,,,1,да
11/15/2010 11:39:23,PHP,,PHP,"PHP, C#, JavaScript",C#,,зависит от проекта,Нет,,,4,да
11/15/2010 11:39:38,Java,,Java,"Java, JavaScript",Java,Java,зависит от проекта,Да,,,3,да
11/15/2010 11:39:48,C/C++,,C#,C#,C#,C#,исполнителем,Да,,,5,да
11/15/2010 11:39:49,C/C++,,Objective-C,"Java, C/C++, Objective-C",Java,,зависит от проекта,Нет,,,10 и больше,да
11/15/2010 11:40:24,Pascal/Delphi,,PHP,"PHP, JavaScript, Pascal/Delphi",Pascal/Delphi,"PHP, JavaScript",моя организация разрабатывает только на этом языке,Нет,,,6,да
11/15/2010 11:40:30,PHP,,PHP,JavaScript,Python,,моя организация разрабатывает только на этом языке,Да,,,6,да
11/15/2010 11:40:38,PHP,,PHP,,Ruby,,совместным решением,Да,,,4,да
11/15/2010 11:40:46,другой,,Java,Python,(выберите из списка),"Python, Ruby",совместным решением,Нет,,,7,да
11/15/2010 11:40:46,C#,,Objective-C,"C/C++, JavaScript",Objective-C,C#,зависит от проекта,Да,,,1,да
11/15/2010 11:40:47,PHP,,PHP,"PHP, JavaScript",Java,PHP,совместным решением,Да,,,4,да
11/15/2010 11:40:51,PHP,,PHP,Python,Python,"PHP, Python",моя организация разрабатывает только на этом языке,Да,,,4,да
11/15/2010 11:40:53,Perl,,Perl,"JavaScript, Lisp",Lisp,,совместным решением,Нет,,,5,нет
11/15/2010 11:40:54,Java,,C#,JavaScript,Lisp,,моя организация разрабатывает только на этом языке,Нет,,,3,да
11/15/2010 11:41:24,(выберите из списка),,(выберите из списка),"Java, C/C++, PHP, Python, Perl",(выберите из списка),,заказчиком,Да,,,0,да
11/15/2010 11:41:32,Pascal/Delphi,,Java,JavaScript,Python,Java,заказчиком,Нет,,,9,да
11/15/2010 11:41:59,C/C++,,Java,,Java,Java,зависит от проекта,Нет,,,10 и больше,да
11/15/2010 11:42:00,C/C++,,C#,,C#,"C#, Objective-C",моя организация разрабатывает только на этом языке,Нет,,,10 и больше,да
11/15/2010 11:42:22,Pascal/Delphi,,Ruby,"Java, C/C++, Python",Ruby,,совместным решением,Нет,,,2,да
11/15/2010 11:42:30,Asm,,C/C++,Perl,Perl,Perl,совместным решением,Нет,,,10 и больше,да
11/15/2010 11:43:08,PHP,,Java,"Java, PHP, Python, JavaScript, Scala",Scala,JavaScript,зависит от проекта,Да,,,4,нет
11/15/2010 11:43:50,Pascal/Delphi,,другой,ActionScript 3.0,другой,,заказчиком,Нет,,,0,да
11/15/2010 11:43:51,C/C++,,Java,PHP,PHP,PHP,моя организация разрабатывает только на этом языке,Нет,,,5,да
11/15/2010 11:44:17,PHP,,Java,"Java, JavaScript",Java,,совместным решением,Нет,,,4,да
11/15/2010 11:44:21,C#,,PHP,,PHP,PHP,совместным решением,Да,,,4,да
11/15/2010 11:44:27,Java,,Java,JavaScript,Java,,заказчиком,Нет,,,5,да
11/15/2010 11:44:43,C#,,C#,"C#, JavaScript",Objective-C,"C#, JavaScript",зависит от проекта,Нет,,,6,да
11/15/2010 11:44:48,Basic,,Fortran,Python,Python,,зависит от проекта,Да,,,3,да
11/15/2010 11:44:53,Basic,,Pascal/Delphi,"Pascal/Delphi, Asm, DBase-подобные",Java,"Pascal/Delphi, DBase-подобные",зависит от проекта,Да,,,10 и больше,да
11/15/2010 11:44:55,Java,,Java,"Python, Perl",Java,"Java, Python",зависит от проекта,Нет,,,3,да
11/15/2010 11:45:03,DBase-подобные ,,C#,"C/C++, JavaScript",C#,,исполнителем,Нет,,,7,да
11/15/2010 11:45:24,Java,,Java,"Python, Perl",Java,"Java, Python",зависит от проекта,Нет,,,3,да
11/15/2010 11:45:35,другой,,C#,,C#,"C#, Pascal/Delphi",зависит от проекта,Нет,,,3,да
11/15/2010 11:45:59,Asm,,Java,"Java, JavaScript",Java,"Java, JavaScript",зависит от проекта,Нет,,,10 и больше,да
11/15/2010 11:46:04,другой,,C#,"Java, Python, Ruby, JavaScript",Ruby,"Ruby, Pascal/Delphi",заказчиком,Да,,,10 и больше,да
11/15/2010 11:46:13,Pascal/Delphi,,C#,"Java, JavaScript",C#,C#,зависит от проекта,Нет,,,8,да
11/15/2010 11:46:37,PHP,,PHP,,PHP,PHP,зависит от проекта,Нет,,,2,да
11/15/2010 11:46:44,PHP,,Java,"Ruby, JavaScript",Java,Ruby,совместным решением,Нет,,,9,да
11/15/2010 11:47:02,PHP,,C#,JavaScript,C#,,совместным решением,Нет,,,5,нет
11/15/2010 11:47:29,Basic,,Java,"Ruby, JavaScript",Ruby,Ruby,моя организация разрабатывает только на этом языке,Да,,,3,нет
11/15/2010 11:47:35,PHP,,Python,"Python, JavaScript",Python,"Python, JavaScript",совместным решением,Нет,,,5,да
11/15/2010 11:47:41,Java,,C/C++,,C/C++,C/C++,заказчиком,Нет,,,6,да
11/15/2010 11:47:43,PHP,,C#,"PHP, C#, JavaScript",1C,PHP,моя организация разрабатывает только на этом языке,Да,,,5,нет
11/15/2010 11:48:09,PHP,,Python,"C/C++, C#, Objective-C, JavaScript",Python,,исполнителем,Да,,,5,да
11/15/2010 11:48:10,DBase-подобные ,,Java,"C/C++, Python",Java,"Java, Python, Groovy",зависит от проекта,Нет,,,10 и больше,нет
11/15/2010 11:48:22,Pascal/Delphi,,Objective-C,"PHP, C#, Python, Objective-C, JavaScript",Objective-C,Python,зависит от проекта,Нет,,,8,да
11/15/2010 11:48:34,C/C++,,C#,,C#,,совместным решением,Нет,,,2,нет
11/15/2010 11:48:37,Pascal/Delphi,,C/C++,C#,C/C++,C/C++,совместным решением,Нет,,,10 и больше,да
11/15/2010 11:48:44,Python,,Python,,Python,,совместным решением,Да,,,6,да
11/15/2010 11:48:57,другой,,другой,Asm,Ruby,,моя организация разрабатывает только на этом языке,Да,,,1,да
11/15/2010 11:50:08,C/C++,,Java,"Java, JavaScript",Java,"Java, Ruby, JavaScript, Scala",моя организация разрабатывает только на этом языке,Нет,,,3,да
11/15/2010 11:50:11,Pascal/Delphi,,C#,"JavaScript, DBase-подобные",C#,C#,заказчиком,Нет,,,7,да
11/15/2010 11:50:12,C/C++,,Objective-C,"C/C++, Perl, Ruby",Objective-C,"C/C++, Objective-C",заказчиком,Нет,,,4,да
11/15/2010 11:50:27,Java,,Java,,Java,Java,моя организация разрабатывает только на этом языке,Нет,,,4,да
11/15/2010 11:50:39,Pascal/Delphi,,C#,"Java, C#, JavaScript, Pascal/Delphi",Pascal/Delphi,"Java, C#, Python, JavaScript, Pascal/Delphi",заказчиком,Да,,,5,да
11/15/2010 11:50:42,Java,,Java,,Java,Java,совместным решением,Нет,,,5,да
11/15/2010 11:50:55,Perl,,Perl,"JavaScript, Lisp, DBase-подобные",Perl,Perl,зависит от проекта,Нет,,,3,да
11/15/2010 11:51:03,C/C++,,C/C++,"Java, C/C++, JavaScript",Java,Java,совместным решением,Да,,,3,да
11/15/2010 11:51:05,Asm,,Java,Perl,Java,"Java, Ruby",исполнителем,Нет,,,10 и больше,да
11/15/2010 11:51:05,C/C++,,C#,"Python, Ruby",Ruby,Ruby,зависит от проекта,Да,,,10 и больше,нет
11/15/2010 11:51:16,Pascal/Delphi,,Java,"JavaScript, Lisp",Java,,зависит от проекта,Нет,,,4,да
11/15/2010 11:51:24,(выберите из списка),,C#,"C#, JavaScript",C#,C#,совместным решением,Нет,,,4,да
11/15/2010 11:51:33,Pascal/Delphi,,Java,"JavaScript, ActionScript",Java,Java,заказчиком,Нет,,,5,да
11/15/2010 11:51:33,PHP,,C#,,C#,"PHP, C#",исполнителем,Нет,,,8,нет
11/15/2010 11:51:50,PHP,,C#,"C#, JavaScript",C#,"C#, JavaScript",исполнителем,Нет,,,1,да
11/15/2010 11:52:02,PHP,,Python,"C/C++, PHP, JavaScript",Python,"C/C++, Python, JavaScript",совместным решением,Нет,,,5,да
11/15/2010 11:52:07,C/C++,,C/C++,"Lisp, Asm, DBase-подобные",C/C++,"C/C++, Lisp",зависит от проекта,Нет,,,1,да
11/15/2010 11:52:12,PHP,,PHP,JavaScript,PHP,"PHP, JavaScript",совместным решением,Нет,,,5,да
11/15/2010 11:52:19,Pascal/Delphi,,C/C++,"Pascal/Delphi, Asm, TCL",Java,"C/C++, Pascal/Delphi",моя организация разрабатывает только на этом языке,Нет,,,10 и больше,да
11/15/2010 11:52:28,C/C++,,Ruby,JavaScript,Ruby,Ruby,моя организация разрабатывает только на этом языке,Нет,,,8,да
11/15/2010 11:52:49,C#,,другой,"JavaScript, AS",другой,,зависит от проекта,Нет,,,2,да
11/15/2010 11:52:57,C/C++,,C/C++,"Python, Perl, Shell",C/C++,"C/C++, Python, Haskell",моя организация разрабатывает только на этом языке,Нет,,,7,да
11/15/2010 11:53:20,C#,,Objective-C,"C/C++, Objective-C",Objective-C,,заказчиком,Нет,,,10 и больше,да
11/15/2010 11:53:39,C/C++,,C/C++,"Java, Python",C/C++,"C/C++, Python",зависит от проекта,Нет,,,5,да
11/15/2010 11:53:50,Java,,Java,,Java,,совместным решением,Нет,,,3,да
11/15/2010 11:54:17,C#,,C#,C#,C#,,совместным решением,Нет,,,3,да
11/15/2010 11:55:33,Pascal/Delphi,,другой,"PHP, JavaScript, PL/SQL",Java,PHP,совместным решением,Нет,,,3,да
11/15/2010 11:55:49,Pascal/Delphi,,Java,"C/C++, C#, Python, Pascal/Delphi",Java,"Java, C/C++, C#, Python, Perl, Pascal/Delphi",совместным решением,Нет,,,5,нет
11/15/2010 11:55:55,Java,,Java,Scala,Java,Java,исполнителем,Да,,,10 и больше,да
11/15/2010 11:56:03,PHP,,PHP,"C/C++, Perl, JavaScript, Lua",Lua,"PHP, JavaScript, Lua, c",исполнителем,Да,,,3,нет
11/15/2010 11:56:10,1C,,1С,,Java,,заказчиком,Да,,,3,да
11/15/2010 11:56:40,Java,,Java,"Python, JavaScript",Java,,заказчиком,Нет,,,2,да
11/15/2010 11:56:50,Basic,,C#,JavaScript,C#,"C#, JavaScript",совместным решением,Нет,,,5,да
11/15/2010 11:56:52,Basic,,Perl,"Perl, JavaScript",Ruby,"Perl, Ruby",заказчиком,Да,,,10 и больше,да
11/15/2010 11:57:35,PHP,,PHP,"Ruby, JavaScript",Ruby,Ruby,исполнителем,Да,,,2,да
11/15/2010 11:58:03,C/C++,,Java,"PHP, Python, Objective-C, JavaScript",Java,"Java, PHP",совместным решением,Нет,,,10 и больше,да
11/15/2010 11:58:05,C/C++,,Python,"C/C++, Python, JavaScript",Python,,моя организация разрабатывает только на этом языке,Нет,,,2,да
11/15/2010 11:58:27,Pascal/Delphi,,PHP,"PHP, JavaScript",C#,JavaScript,моя организация разрабатывает только на этом языке,Да,,,6,да
11/15/2010 11:58:31,Basic,,C#,,C#,C#,совместным решением,Нет,,,6,да
11/15/2010 11:58:40,C/C++,,C/C++,"C/C++, PHP, Python, JavaScript",Python,Python,зависит от проекта,Да,,,5,да
11/15/2010 11:59:17,другой,,Python,"Java, Python, Ruby, Lisp",Python,"Java, Python",зависит от проекта,Нет,,,10 и больше,нет,В списке начальных языков нет Turbo Pascal.
11/15/2010 11:59:19,другой,,PHP,"Java, Python",Python,,зависит от проекта,Да,,,5,да
11/15/2010 11:59:45,1C,,1С,Basic ,1C,1С,моя организация разрабатывает только на этом языке,Нет,,,7,да
11/15/2010 11:59:53,Java,,Java,Java,Java,,заказчиком,Нет,,,4,да
11/15/2010 11:59:56,Basic,,C/C++,"Basic , Asm",C/C++,"C/C++, Asm",заказчиком,Нет,,,7,да
11/15/2010 12:00:56,C#,,C#,C#,C#,C#,моя организация разрабатывает только на этом языке,Нет,,,4,да
11/15/2010 12:01:22,C/C++,,C#,"PHP, Python, Perl",C#,C#,совместным решением,Нет,,,2,да
11/15/2010 12:01:25,PHP,,JavaScript,Java,Ruby,PHP,заказчиком,Нет,,,5,да
11/15/2010 12:01:26,Basic,,C#,"Objective-C, JavaScript, DBase-подобные",C#,Objective-C,зависит от проекта,Нет,,,8,да
11/15/2010 12:01:52,Perl,,PHP,JavaScript,PHP,,исполнителем,Да,,,5,нет
11/15/2010 12:01:53,Basic,,Asm,C/C++,C/C++,,исполнителем,Нет,,,5,да
11/15/2010 12:01:53,Pascal/Delphi,,Lisp,"Java, C/C++, Python, Asm",Java,"Python, Lisp",исполнителем,Нет,,,9,да
11/15/2010 12:01:59,C/C++,,Java,"Java, C/C++, PHP, JavaScript",Objective-C,"Java, Objective-C",совместным решением,Нет,,,10 и больше,да
11/15/2010 12:02:03,C/C++,,C/C++,"C/C++, Ruby, Pascal/Delphi, Asm",C/C++,,зависит от проекта,Нет,,,10 и больше,да,"Опрос неверный в принципе. Дело не в языке, а в инструментах. язык  это всего лишь один из многих инструментов"
11/15/2010 12:02:17,Pascal/Delphi,,PHP,"Java, Perl",Python,"Java, C/C++, Python",зависит от проекта,Да,,,7,да
11/15/2010 12:02:20,PHP,,Python,JavaScript,Python,"Python, JavaScript",совместным решением,Нет,,,6,нет
11/15/2010 12:02:25,Basic,,Java,"Ruby, JavaScript",другой,Groovy,заказчиком,Да,,,6,да
11/15/2010 12:02:35,C/C++,,C#,,C#,,зависит от проекта,Да,,,9,да
11/15/2010 12:02:40,C/C++,,Java,"Java, C/C++, C#, Pascal/Delphi",Java,,исполнителем,Нет,,,4,да
11/15/2010 12:02:54,C/C++,,C#,"JavaScript, DBase-подобные",C#,"C#, JavaScript",заказчиком,Нет,,,4,нет
11/15/2010 12:03:36,PHP,,PHP,"C/C++, PHP, C#, Python, JavaScript",Python,,зависит от проекта,Нет,,,7,да
11/15/2010 12:03:44,C/C++,,C/C++,"C#, Python",C/C++,"C#, Python",зависит от проекта,Нет,,,3,да
11/15/2010 12:03:44,DBase-подобные ,,Perl,PHP,Perl,Perl,исполнителем,Нет,,,10 и больше,да
