"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Пол","Возраст","Образование","Уровень.английского","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"87",NA,"Software Engineer","PHP","","3","0.75",1800,0,"Киев","до 50 человек","мужской",25,"Высшее","средний","18/12/2012 12:40:23","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",3,0.75,"Киев",1800,NA,"DEV"
"88",NA,"Бизнес-аналитик","","","4.5","2.5",1500,500,"Харьков","до 200 человек","мужской",27,"Два высших","средний","18/12/2012 12:40:49","Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.11",4.5,2.5,"Харьков",1500,NA,""
"89",NA,"QA engineer","","General QA","4","4",1600,150,"Одесса","до 1000 человек","мужской",28,"Высшее","средний","18/12/2012 12:40:55","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; InfoPath.3; .NET4.0E)",4,4,"other",1600,NA,"QA"
"90",NA,"Senior Software Engineer","Java","","10 и более лет","6",950,0,"Киев","до 50 человек","мужской",41,"Высшее","элементарный","18/12/2012 12:42:06","Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0",10,6,"Киев",950,NA,"DEV"
"91",NA,"Junior Software Engineer","Java","","1.25","0.75",700,500,"Одесса","до 200 человек","мужской",25,"Высшее","средний","18/12/2012 12:42:31","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.3) Gecko/20121202 Firefox/15.3.2 PaleMoon/15.3.2",1.25,0.75,"other",700,NA,"DEV"
"92",NA,"Senior Software Engineer","C#/.NET","","7.5","5.5",2100,400,"Львов","до 200 человек","мужской",27,"Высшее","средний","18/12/2012 12:42:35","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",7.5,5.5,"Львов",2100,NA,"DEV"
"93",NA,"Software Engineer","Java","","2","1.5",1650,900,"Харьков","свыше 1000 человек","мужской",28,"Высшее","средний","18/12/2012 12:42:49","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2,1.5,"Харьков",1650,NA,"DEV"
"94",NA,"Junior Software Engineer","C#/.NET","","1.75","0.75",1200,400,"Киев","до 200 человек","мужской",22,"Незаконченное высшее","средний","18/12/2012 12:42:49","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",1.75,0.75,"Киев",1200,NA,"DEV"
"95",NA,"Software Engineer","C++","","2","2",1000,400,"Львов","до 50 человек","мужской",20,"Незаконченное высшее","выше среднего","18/12/2012 12:42:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2,2,"Львов",1000,NA,"DEV"
"96",NA,"Junior QA engineer","","Manual QA","1","0.25",300,0,"Симферополь","до 50 человек","мужской",22,"Высшее","средний","18/12/2012 12:42:52","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",1,0.25,"other",300,NA,"QA"
"97",NA,"Software Engineer","JavaScript","","2","0.75",1000,0,"Киев","до 200 человек","мужской",21,"Незаконченное высшее","средний","18/12/2012 12:43:36","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2,0.75,"Киев",1000,NA,"DEV"
"98",NA,"Software Engineer","Ruby/Rails","","1.5","меньше 3 месяцев",1500,600,"Харьков","до 200 человек","мужской",24,"Незаконченное высшее","выше среднего","18/12/2012 12:43:43","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.5,0,"Харьков",1500,NA,"DEV"
"99",NA,"Senior Software Engineer","Java","","5","0.5",4000,800,"Киев","до 50 человек","мужской",26,"Высшее","выше среднего","18/12/2012 12:44:03","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0",5,0.5,"Киев",4000,NA,"DEV"
"100",NA,"Technical Lead","Ruby/Rails","","4.5","0.25",3000,800,"Киев","до 200 человек","мужской",26,"Высшее","средний","18/12/2012 12:44:21","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:17.0) Gecko/20100101 Firefox/17.0",4.5,0.25,"Киев",3000,NA,"SDEV"
"101",NA,"Technical Lead","C#/.NET","","8","3",3100,500,"Киев","свыше 1000 человек","мужской",31,"Высшее","выше среднего","18/12/2012 12:45:21","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",8,3,"Киев",3100,NA,"SDEV"
"102",NA,"Senior Software Engineer","C#/.NET","","6","0.75",2000,0,"Харьков","до 200 человек","мужской",26,"Высшее","средний","18/12/2012 12:45:34","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",6,0.75,"Харьков",2000,NA,"DEV"
"103",NA,"Junior Software Engineer","Ruby/Rails","","1.25","меньше 3 месяцев",1000,660,"Запорожье","до 10 человек","мужской",23,"Высшее","средний","18/12/2012 12:45:59","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0",1.25,0,"other",1000,NA,"DEV"
"104",NA,"Senior QA engineer","","Automation QA","5.5","2.5",2400,600,"Львов","до 10 человек","мужской",28,"Два высших","выше среднего","18/12/2012 12:46:00","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:17.0) Gecko/20100101 Firefox/17.0",5.5,2.5,"Львов",2400,NA,"QA"
"105",NA,"Senior Software Engineer","Other","","1.5","1",740,123,"Харьков","до 10 человек","мужской",33,"Высшее","элементарный","18/12/2012 12:46:12","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.5,1,"Харьков",740,NA,"DEV"
"106",NA,"Junior Software Engineer","Java","","1.25","1.25",1200,0,"Днепр.","до 1000 человек","мужской",31,"Высшее","средний","18/12/2012 12:46:31","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4",1.25,1.25,"Днепр.",1200,NA,"DEV"
"107",NA,"Software Engineer","PHP","","5","2",1572,0,"Киев","до 200 человек","мужской",31,"Незаконченное высшее","средний","18/12/2012 12:46:37","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5,2,"Киев",1572,NA,"DEV"
"108",NA,"Software Engineer","JavaScript","","4.5","меньше 3 месяцев",1650,750,"Харьков","до 200 человек","мужской",22,"Незаконченное высшее","средний","18/12/2012 12:46:41","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",4.5,0,"Харьков",1650,NA,"DEV"
"109",NA,"Senior Software Engineer","C#/.NET","","6.5","0.75",2700,500,"Харьков","до 200 человек","мужской",28,"Высшее","выше среднего","18/12/2012 12:47:05","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",6.5,0.75,"Харьков",2700,NA,"DEV"
"110",NA,"Software Engineer","JavaScript","","4","3.5",1000,0,"Харьков","до 1000 человек","мужской",24,"Высшее","ниже среднего","18/12/2012 12:47:32","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:17.0) Gecko/20100101 Firefox/17.0",4,3.5,"Харьков",1000,NA,"DEV"
"111",NA,"Team lead","","","4","1",2800,300,"Киев","до 10 человек","мужской",30,"Высшее","выше среднего","18/12/2012 12:47:43","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",4,1,"Киев",2800,NA,"PM"
"112",NA,"Software Engineer","Objective-C","","1","0.25",900,1500,"Днепр.","до 10 человек","женский",29,"Два высших","средний","18/12/2012 12:47:48","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",1,0.25,"Днепр.",900,NA,"DEV"
"113",NA,"Project manager","","","1.25","1.25",350,160,"Донецк","до 10 человек","мужской",24,"Незаконченное высшее","ниже среднего","18/12/2012 12:47:52","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.25,1.25,"other",350,NA,"PM"
"114",NA,"Senior Software Engineer","PHP","","5","1.5",1600,0,"Киев","до 50 человек","мужской",27,"Высшее","средний","18/12/2012 12:48:04","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",5,1.5,"Киев",1600,NA,"DEV"
"115",NA,"Senior QA engineer","","Automation QA","3.5","2.5",2900,400,"Киев","свыше 1000 человек","мужской",26,"Высшее","средний","18/12/2012 12:48:08","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",3.5,2.5,"Киев",2900,NA,"QA"
"116",NA,"Software Engineer","Objective-C","","3","2.5",2000,500,"Симферополь","до 50 человек","мужской",24,"Высшее","выше среднего","18/12/2012 12:48:18","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17",3,2.5,"other",2000,NA,"DEV"
"117",NA,"Software Engineer","C#/.NET","","4","1",2000,0,"Харьков","свыше 1000 человек","мужской",26,"Высшее","выше среднего","18/12/2012 12:48:25","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",4,1,"Харьков",2000,NA,"DEV"
"118",NA,"Software Engineer","PHP","","2.5","1",1300,300,"Киев","до 50 человек","женский",22,"Незаконченное высшее","выше среднего","18/12/2012 12:48:25","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0",2.5,1,"Киев",1300,NA,"DEV"
"119",NA,"Senior Software Engineer","Java","","6","0.5",4000,1000,"Киев","до 200 человек","мужской",26,"Высшее","выше среднего","18/12/2012 12:48:37","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",6,0.5,"Киев",4000,NA,"DEV"
"120",NA,"Team lead","","","6","3.5",3500,500,"Киев","до 50 человек","мужской",25,"Высшее","средний","18/12/2012 12:49:03","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",6,3.5,"Киев",3500,NA,"PM"
"121",NA,"Senior Software Engineer","PHP","","10 и более лет","3.5",2280,280,"Киев","свыше 1000 человек","мужской",33,"Высшее","выше среднего","18/12/2012 12:49:04","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",10,3.5,"Киев",2280,NA,"DEV"
"122",NA,"Team lead","","","7","5",1100,100,"Киев","до 50 человек","женский",30,"Высшее","выше среднего","18/12/2012 12:49:22","Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0",7,5,"Киев",1100,NA,"PM"
"123",NA,"Team lead","","","10 и более лет","4",3400,600,"Одесса","до 200 человек","мужской",37,"Два высших","продвинутый","18/12/2012 12:49:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/25.0.1359.3 Safari/537.21",10,4,"other",3400,NA,"PM"
"124",NA,"Technical Lead","C#/.NET","","7","3.5",2700,700,"Донецк","до 50 человек","мужской",28,"Высшее","продвинутый","18/12/2012 12:49:40","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.11",7,3.5,"other",2700,NA,"SDEV"
"125",NA,"Senior Software Engineer","Objective-C","","8","0.5",2500,300,"Харьков","до 50 человек","мужской",34,"Высшее","средний","18/12/2012 12:49:52","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",8,0.5,"Харьков",2500,NA,"DEV"
"126",NA,"Software Engineer","PHP","","3","0.5",2000,600,"Киев","до 1000 человек","мужской",25,"Высшее","выше среднего","18/12/2012 12:50:14","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3,0.5,"Киев",2000,NA,"DEV"
"127",NA,"Software Engineer","C++","","2.5","2.5",1045,500,"Харьков","до 200 человек","мужской",24,"Высшее","средний","18/12/2012 12:50:16","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2.5,2.5,"Харьков",1045,NA,"DEV"
"128",NA,"Junior Software Engineer","Java","","1","1",800,800,"Запорожье","до 200 человек","мужской",28,"Высшее","продвинутый","18/12/2012 12:50:26","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1,1,"other",800,NA,"DEV"
"129",NA,"Team lead","","","8.5","6",3500,600,"Львов","до 1000 человек","мужской",30,"Высшее","выше среднего","18/12/2012 12:50:44","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0",8.5,6,"Львов",3500,NA,"PM"
"130",NA,"Senior Software Engineer","SQL","","7","1",2600,200,"Львов","свыше 1000 человек","мужской",25,"Незаконченное высшее","продвинутый","18/12/2012 12:50:47","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17",7,1,"Львов",2600,NA,"DEV"
"131",NA,"Software Engineer","C#/.NET","","3","0.75",1500,200,"Одесса","до 50 человек","мужской",24,"Высшее","выше среднего","18/12/2012 12:50:53","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3,0.75,"other",1500,NA,"DEV"
"132",NA,"Software Engineer","C#/.NET","","1.5","меньше 3 месяцев",1000,500,"Харьков","до 200 человек","мужской",23,"Высшее","ниже среднего","18/12/2012 12:50:53","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)",1.5,0,"Харьков",1000,NA,"DEV"
"133",NA,"Software Engineer","C#/.NET","","2.5","2.5",1600,500,"Киев","до 10 человек","мужской",23,"Высшее","элементарный","18/12/2012 12:51:26","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",2.5,2.5,"Киев",1600,NA,"DEV"
"134",NA,"Junior Software Engineer","PHP","","6","3",1900,100,"Харьков","до 10 человек","мужской",27,"Высшее","средний","18/12/2012 12:51:27","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",6,3,"Харьков",1900,NA,"DEV"
"135",NA,"Senior Software Engineer","Objective-C","","2.5","1",2100,600,"Харьков","до 200 человек","мужской",24,"Высшее","средний","18/12/2012 12:51:35","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:17.0) Gecko/20100101 Firefox/17.0",2.5,1,"Харьков",2100,NA,"DEV"
"136",NA,"Senior Software Engineer","JavaScript","","2","1.75",2650,1150,"Киев","свыше 1000 человек","мужской",29,"Незаконченное высшее","средний","18/12/2012 12:51:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2,1.75,"Киев",2650,NA,"DEV"
"137",NA,"Software Engineer","Delphi","","6","0.5",1200,400,"Киев","до 10 человек","мужской",34,"Незаконченное высшее","ниже среднего","18/12/2012 12:51:47","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/25.0.1359.3 Safari/537.21",6,0.5,"Киев",1200,NA,"DEV"
"138",NA,"Senior Software Engineer","PHP","","5","4",5000,500,"Киев","до 10 человек","мужской",26,"Незаконченное высшее","элементарный","18/12/2012 12:51:54","Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0",5,4,"Киев",5000,NA,"DEV"
"139",NA,"Software Engineer","Delphi","","8","1.25",1200,0,"Харьков","до 1000 человек","мужской",33,"Высшее","ниже среднего","18/12/2012 12:52:19","Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.12",8,1.25,"Харьков",1200,NA,"DEV"
"140",NA,"Системный администратор","","","7","7",800,0,"Харьков","до 1000 человек","мужской",30,"Высшее","средний","18/12/2012 12:52:19","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",7,7,"Харьков",800,NA,"ADM"
"141",NA,"Software Engineer","C#/.NET","","4.5","4",1163,150,"Донецк","до 50 человек","мужской",27,"Высшее","средний","18/12/2012 12:52:39","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",4.5,4,"other",1163,NA,"DEV"
"142",NA,"Junior Software Engineer","Java","","7","4",2500,200,"Харьков","до 200 человек","мужской",28,"Высшее","средний","18/12/2012 12:52:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",7,4,"Харьков",2500,NA,"DEV"
