Отметка времени,Ви працюєте зараз в ІТ?,Де ви мешкаєте?,Де ви працюєте?,Ваша стать,Ваш вік,Яка у вас освіта?,Вкажіть заклад вищої освіти,Знання англійської мови,Оберіть вашу посаду,Ваш тайтл,Вкажіть вашу спеціалізацію,Основна мова програмування,Інші мови програмування,"Фреймворки, бібліотеки та платформи","Платформи, для яких розробляєте на поточному місці роботи?",Ваш тайтл_1,Вкажіть вашу спеціалізацію_2,Яку мову програмування використовуєте у роботі?,Оберіть вашу посаду_3,Ваш тайтл_4,Ваша посада,Ваш тайтл_5,Оберіть вашу посаду_6,Ваш тайтл_7,Ваша посада_8,Ваш тайтл_9,Ваша посада_10,Ваш тайтл_11,Ваша посада_12,Ваш тайтл_13,Ваша посада_14,Ваш тайтл_15,Ваша посада_16,В якій сфері працюєте?,Тип компанії,Кількість спеціалістів у вашій компанії (в Україні),Загальний стаж роботи за спеціальністю,Стаж на поточному місці роботи,У скількох компаніях встигли попрацювати за час ІТ-кар'єри?,"Зарплата у $$$ за місяць, лише ставка після сплати податків",Наскільки змінилась ваша зарплата за останні 12 місяців?,Чи отримуєте ви грошові бонуси до зарплати?,Вкажіть суму цього бонуса у $$$ після податків
21/12/2020 11:19,"Так, працюю full-time",Чернівці,Віддалено,Чоловік,39,Вища,ЧНУ ім. Федьковича,Elementary,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,C#/.NET,SQL,DevExpress,Інша,,,,,,,,,,,,,,,,,,,Big Data,Аутсорсингова,до 200,10 і більше років,3 місяці,5-7,700,300,"Ні, не отримую",
29/12/2020 12:07,"Так, працюю full-time",Харків,Віддалено,Чоловік,35,Вища,Інший виш,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Mobile,Dart,"Dart, Kotlin, Swift",Flutter,"Desktop, Mobile Android, Mobile iOS, Mobile cross-platform",,,,,,,,,,,,,,,,,,,"Media, Mobile",Стартап,Лише я,1 рік,1 рік,1,700,350,Отримую бонус щокварталу,50
07/12/2020 10:19,"Так, працюю full-time",Київ,Віддалено,Чоловік,25,Вища,НТУУ «КПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Rust,"JavaScript, TypeScript","React.js, Ruby on Rails",Web,,,,,,,,,,,,,,,,,,,Edtech,Продуктова,до 50,7 років,1 рік,3-4,7000,1500,"Отримую бонус за гарні показники роботи, але нерегулярно",
07/12/2020 10:38,"Так, я фрилансер",Київ,Віддалено,Чоловік,35,Вища,Інший виш,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Front-end,JavaScript,PHP,"Symfony, Vue.js","Web, Mobile Android, Mobile iOS",,,,,,,,,,,,,,,,,,,Інша,Продуктова,понад 1000,10 і більше років,Пів року,8 і більше,7000,900,"Ні, не отримую",
15/12/2020 22:13,"Так, працюю full-time",Харків,Віддалено,Жінка,38,Середня,ХНУРЕ,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Data Pipeline,R,"Scala, SQL",,Web,,,,,,,,,,,,,,,,,,,"Cloud Computing, ERP, High Load Systems",Продуктова,до 1000,5 років,4 роки,2,1800,0,Отримую бонус щороку,
31/12/2020 13:36,"Так, я фрилансер",Київ,Віддалено,Чоловік,49,Вища,НТУУ «КПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Perl,Go,"Plack/PSGI, Mojolicious",Web,,,,,,,,,,,,,,,,,,,E-commerce,Продуктова,Лише я,10 і більше років,2 роки,3-4,700,0,Отримую бонус щороку,
03/01/2021 17:49,"Так, працюю full-time",Інше,"Частково віддалено, частково в офісі",Чоловік,28,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,C#/.NET,"C++, Delphi, SQL",".NET, Flutter, Unity 3D","Web, Desktop, Mobile Android",,,,,,,,,,,,,,,,,,,Big Data,Інша,до 10 спеціалістів,2 роки,2 роки,1,700,0,"Ні, не отримую",700
03/01/2021 02:04,"Так, працюю full-time",Луцьк,"Частково віддалено, частково в офісі",Жінка,22,Вища,Інший виш,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,PHP,"JavaScript, SQL","jQuery, WordPress",Web,,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 50,Пів року,Пів року,1,210,0,"Ні, не отримую",
04/01/2021 10:15,"Так, працюю full-time",Дніпро,Віддалено,Чоловік,30,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,JavaScript,Не використовую,,Web,,,,,,,,,,,,,,,,,,,"Automotive, Insurance, Mobile",Продуктова,до 50,4 роки,Менше як 3 місяці,3-4,700,-100,"Ні, не отримую",
08/12/2020 18:33,"Так, працюю full-time",Харків,В офісі,Чоловік,31,Вища,Інший виш,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,PHP,"JavaScript, PHP, SQL",jQuery,Web,,,,,,,,,,,,,,,,,,,E-commerce,Продуктова,Лише я,8 років,8 років,2,730,0,"Ні, не отримую",0
07/12/2020 14:28,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,25,Вища,НТУУ «КПІ»,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Java,"JavaScript, TypeScript","Hadoop, Spring, Vert.x",Web,,,,,,,,,,,,,,,,,,,Adtech,Продуктова,до 10 спеціалістів,5 років,3 місяці,3-4,7000,1000,Отримую бонус щороку,3000
14/12/2020 15:16,"Так, працюю full-time",Запоріжжя,В офісі,Чоловік,33,Середня,,Elementary,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,PHP,"JavaScript, PHP","Laravel, React.js",Web,,,,,,,,,,,,,,,,,,,Big Data,Продуктова,до 200,5 років,1 рік,2,750,250,"Ні, не отримую",
07/12/2020 16:54,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,31,Дві вищих,КНУ ім. Шевченка,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,TypeScript,SQL,Node.js,Web,,,,,,,,,,,,,,,,,,,Інша,Продуктова,до 10 спеціалістів,9 років,Менше як 3 місяці,8 і більше,7000,1000,"Ні, не отримую",
12/12/2020 18:49,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,25,Вища,ХНУ ім. Каразіна,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Go,Не використовую,,Web,,,,,,,,,,,,,,,,,,,Cloud Computing,Стартап,до 50,5 років,1 рік,5-7,7000,0,Отримую бонус щомісяця,
07/12/2020 14:35,"Так, працюю full-time",Хмельницький,В офісі,Чоловік,18,Ще студент,Інший виш,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Mobile,TypeScript,"JavaScript, Kotlin, Swift","React.js, React Native","Web, Mobile cross-platform",,,,,,,,,,,,,,,,,,,"Mobile, Інша",Аутсорсингова,до 50,Пів року,Пів року,1,220,220,"Ні, не отримую",
23/12/2020 14:31,"Так, працюю part-time",Київ,Віддалено,Чоловік,20,Ще студент,НАУ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Rust,"C++, JavaScript, TypeScript","Node.js, React.js, Substrate",Web,,,,,,,,,,,,,,,,,,,"Blockchain, Internet of Things",Стартап,до 10 спеціалістів,2 роки,1 рік,2,750,100,Отримую бонус щомісяця,5000
21/12/2020 10:49,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,35,Вища,ВНУ ім. Даля,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Scala,Java,"Apache Spark, Hadoop",Web,,,,,,,,,,,,,,,,,,,"Adtech, Big Data, High Load Systems",Стартап,до 50,10 і більше років,2 роки,8 і більше,7000,1300,"Ні, не отримую",
09/12/2020 17:05,"Так, працюю full-time",Тернопіль,Віддалено,Чоловік,25,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Full-stack,PHP,"Java, JavaScript, PHP","Laravel, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,Інша,Продуктова,до 200,4 роки,4 роки,1,1900,300,"Ні, не отримую",
07/12/2020 10:29,"Так, працюю full-time",Київ,Віддалено,Чоловік,33,Вища,НТУУ «КПІ»,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Back-end,C#/.NET,JavaScript,.NET Core,Web,,,,,,,,,,,,,,,,,,,Інша,Продуктова,до 10 спеціалістів,10 і більше років,3 роки,5-7,8770,1300,"Ні, не отримую",
02/01/2021 18:45,"Так, працюю full-time",Харків,,Чоловік,32,Вища,ХНУРЕ,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,JavaScript,"JavaScript, Інше",jQuery,Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 200,3 роки,Пів року,3-4,750,200,"Ні, не отримую",
08/12/2020 16:21,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,25,Вища,НТУУ «КПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,C++,"Python, Інше","CryEngine, Amazon Lumberyard","Desktop, Xbox, PlayStation",,,,,,,,,,,,,,,,,,,GameDev,Продуктова,до 200,3 роки,2 роки,3-4,760,60,Отримую бонус щороку,350
07/12/2020 20:04,"Так, працюю full-time",Вінниця,В офісі,Чоловік,20,Ще студент,ВНТУ,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,C#/.NET,C#/.NET,".NET, .NET Core, ASP.NET",Web,,,,,,,,,,,,,,,,,,,"E-commerce, Media",Аутсорсингова,до 200,Пів року,Пів року,1,250,0,"Ні, не отримую",
22/12/2020 19:05,"Так, працюю full-time",Вінниця,Віддалено,Чоловік,30,Середня,,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Full-stack,JavaScript,"Go, SQL, TypeScript","Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,"E-commerce, ERP",Аутсорсингова,до 1000,7 років,Менше як 3 місяці,3-4,7000,3500,"Ні, не отримую",
07/12/2020 10:29,"Так, працюю full-time",Київ,В офісі,Чоловік,36,Вища,НТУУ «КПІ»,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Full-stack,JavaScript,"C#/.NET, TypeScript",".NET Core, Angular/Angular.js, React.js","Web, Desktop",,,,,,,,,,,,,,,,,,,Manufacturing,Аутсорсингова,до 1000,10 і більше років,6 років,5-7,4900,300,"Отримую бонус за гарні показники роботи, але нерегулярно",300
10/12/2020 12:31,"Так, працюю full-time",Львів,Віддалено,Жінка,22,Ще студент,НУ «Львівська політехніка»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Python,"Groovy, JavaScript, SQL","Django, Flask",Web,,,,,,,,,,,,,,,,,,,"Security, Telecom",Аутсорсингова,понад 1000,2 роки,2 роки,1,760,350,"Отримую бонус за гарні показники роботи, але нерегулярно",277
21/12/2020 15:07,"Так, працюю full-time",Вінниця,Віддалено,Чоловік,21,Середня,,Elementary,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,C#/.NET,C#/.NET,".NET, .NET Core","Desktop, Інша",,,,,,,,,,,,,,,,,,,AR/VR,Аутсорсингова,до 1000,2 роки,2 роки,1,760,380,"Ні, не отримую",
08/12/2020 19:30,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,31,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Mobile,Swift,C,,Mobile iOS,,,,,,,,,,,,,,,,,,,"Media, Mobile, Інша",Продуктова,до 50,2 роки,2 роки,3-4,1980,950,"Ні, не отримую",
29/12/2020 15:37,"Так, працюю full-time",Одеса,Віддалено,Чоловік,26,Вища,ОНПУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,JavaScript,"TypeScript, Інше","Node.js, React.js","Web, Microcontrollers/Embedded/IoT",,,,,,,,,,,,,,,,,,,"Agriculture, Internet of Things, Manufacturing",Продуктова,до 50,3 роки,1 рік,5-7,760,-50,"Ні, не отримую",
07/12/2020 11:25,"Так, працюю full-time",Львів,В офісі,Чоловік,22,Вища,НУ «Львівська політехніка»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,JavaScript,TypeScript,"Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 200,2 роки,2 роки,1,780,100,"Отримую бонус за гарні показники роботи, але нерегулярно",
07/12/2020 12:22,"Так, працюю full-time",Дніпро,В офісі,Чоловік,24,Вища,ДНУ ім. Гончара,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Back-end,Python,Не використовую,Django,Web,,,,,,,,,,,,,,,,,,,"Adtech, Data Science, Media",Аутсорсингова,до 50,3 роки,3 роки,1,2000,500,"Отримую бонус за гарні показники роботи, але нерегулярно",500
07/12/2020 11:49,"Так, працюю full-time",Миколаїв,В офісі,Чоловік,24,Вища,ЧНУ ім. Петра Могили,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,WordPress,PHP,"JavaScript, Python","jQuery, WordPress",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 200,3 роки,Пів року,2,780,250,"Ні, не отримую",
15/12/2020 16:25,"Так, працюю full-time",Київ,В офісі,Чоловік,18,Ще студент,ДУТ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Front-end,JavaScript,"PHP, TypeScript","Angular/Angular.js, Symfony",Web,,,,,,,,,,,,,,,,,,,"Big Data, ERP, Travel",Аутсорсингова,до 50,Пів року,Пів року,1,250,0,"Ні, не отримую",0
07/12/2020 10:42,"Так, працюю full-time",Запоріжжя,Віддалено,Жінка,27,Дві вищих,ЗНТУ,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,JavaScript,Не використовую,Vue.js,Web,,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 50,2 роки,2 роки,1,800,200,"Отримую бонус за гарні показники роботи, але нерегулярно",50
07/12/2020 13:26,"Так, працюю full-time",Київ,В офісі,Чоловік,31,Вища,ВНУ ім. Даля,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Full-stack,PHP,"C#/.NET, JavaScript, SQL","ASP.NET, jQuery, Vue.js",Web,,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 50,8 років,5 років,3-4,2000,-200,"Ні, не отримую",
