"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Пол","Возраст","Образование","Уровень.английского","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"84",NA,"Team lead","","","10 и более лет","5",3400,300,"Одесса","до 50 человек","мужской",37,"Два высших","продвинутый","20/05/2013 13:34:10","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.11 Safari/537.36",10,5,"other",3400,NA,"PM"
"85",NA,"Software Engineer","Java","","1.5","1.5",1450,400,"Киев","свыше 1000 человек","мужской",24,"Высшее","выше среднего","20/05/2013 13:34:13","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.5,1.5,"Киев",1450,NA,"DEV"
"86",NA,"Project manager","","","3","1.25",4000,0,"Одесса","до 200 человек","мужской",34,"Два высших","выше среднего","20/05/2013 13:34:15","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:21.0) Gecko/20100101 Firefox/21.0",3,1.25,"other",4000,NA,"PM"
"88",NA,"Junior QA engineer","","Manual QA","0.75","0.75",700,400,"Киев","свыше 1000 человек","мужской",22,"Высшее","средний","20/05/2013 13:34:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",0.75,0.75,"Киев",700,NA,"QA"
"89",NA,"Senior Software Engineer","Java","","6","1.5",2900,200,"Киев","до 1000 человек","мужской",28,"Высшее","продвинутый","20/05/2013 13:34:47","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0",6,1.5,"Киев",2900,NA,"DEV"
"90",NA,"Senior Software Engineer","Flex/Flash/AIR","","1.75","1",3000,1000,"Киев","до 50 человек","мужской",22,"Незаконченное высшее","выше среднего","20/05/2013 13:34:49","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.75,1,"Киев",3000,NA,"DEV"
"91",NA,"Senior Software Engineer","JavaScript","","6.5","0.5",2700,1700,"Львов","до 10 человек","мужской",25,"Незаконченное высшее","выше среднего","20/05/2013 13:34:50","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",6.5,0.5,"Львов",2700,NA,"DEV"
"92",NA,"Senior Software Engineer","JavaScript","","7","5.5",2500,0,"Киев","до 50 человек","мужской",32,"Высшее","средний","20/05/2013 13:35:01","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",7,5.5,"Киев",2500,NA,"DEV"
"93",NA,"Senior Project Manager / Program Manager","","","10 и более лет","7",4100,0,"Киев","свыше 1000 человек","мужской",40,"Высшее","выше среднего","20/05/2013 13:35:01","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; ASU2JS)",10,7,"Киев",4100,NA,"SPM"
"94",NA,"QA Tech Lead","","General QA","9","5",1200,0,"Николаев","свыше 1000 человек","мужской",29,"Высшее","выше среднего","20/05/2013 13:35:02","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",9,5,"other",1200,NA,"QA"
"95",NA,"Software Engineer","C#/.NET","","2.5","2.5",1500,700,"Харьков","до 200 человек","мужской",24,"Высшее","средний","20/05/2013 13:35:03","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2.5,2.5,"Харьков",1500,NA,"DEV"
"96",NA,"Senior Software Engineer","Python","","7","0.25",2500,0,"Львов","свыше 1000 человек","мужской",28,"Кандидат","выше среднего","20/05/2013 13:35:05","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31",7,0.25,"Львов",2500,NA,"DEV"
"97",NA,"Senior Software Engineer","JavaScript","","5","0.5",3000,1500,"Одесса","до 50 человек","мужской",27,"Высшее","элементарный","20/05/2013 13:35:10","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",5,0.5,"other",3000,NA,"DEV"
"98",NA,"Software Engineer","Java","","2","0.25",2000,600,"Киев","до 1000 человек","мужской",22,"Незаконченное высшее","средний","20/05/2013 13:35:22","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2,0.25,"Киев",2000,NA,"DEV"
"99",NA,"Software Engineer","PHP","","5","3",1600,0,"Харьков","до 10 человек","мужской",23,"Среднее","средний","20/05/2013 13:35:39","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",5,3,"Харьков",1600,NA,"DEV"
"100",NA,"Senior Software Engineer","Java","","3","1",2800,0,"Одесса","до 200 человек","мужской",25,"Высшее","выше среднего","20/05/2013 13:35:39","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13",3,1,"other",2800,NA,"DEV"
"101",NA,"Senior Software Engineer","JavaScript","","2.5","1.75",3300,1500,"Киев","до 1000 человек","мужской",27,"Высшее","выше среднего","20/05/2013 13:35:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2.5,1.75,"Киев",3300,NA,"DEV"
"102",NA,"Senior Software Engineer","Java","","7","1.5",3325,500,"Киев","до 200 человек","мужской",25,"Высшее","выше среднего","20/05/2013 13:35:45","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",7,1.5,"Киев",3325,NA,"DEV"
"103",NA,"Software Engineer","C#/.NET","","6","2",1700,400,"Киев","свыше 1000 человек","мужской",26,"Незаконченное высшее","средний","20/05/2013 13:35:46","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",6,2,"Киев",1700,NA,"DEV"
"104",NA,"Junior Software Engineer","Objective-C","","2","1",2500,1,"Киев","до 50 человек","мужской",24,"Высшее","средний","20/05/2013 13:35:57","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",2,1,"Киев",2500,NA,"DEV"
"105",NA,"Junior Software Engineer","JavaScript","","2","1",1400,0,"Киев","до 50 человек","мужской",21,"Незаконченное высшее","средний","20/05/2013 13:36:00","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2,1,"Киев",1400,NA,"DEV"
"106",NA,"Software Engineer","Java (Android)","","2.5","0.75",1300,200,"Одесса","до 10 человек","мужской",24,"Высшее","выше среднего","20/05/2013 13:36:21","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:21.0) Gecko/20100101 Firefox/21.0",2.5,0.75,"other",1300,NA,"DEV"
"107",NA,"Software Engineer","PHP","","3","2",1000,500,"Харьков","до 10 человек","мужской",21,"Незаконченное высшее","средний","20/05/2013 13:36:22","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.19 (KHTML, like Gecko) Ubuntu/12.04 Chromium/18.0.1025.151 Chrome/18.0.1025.151 Safari/535.19",3,2,"Харьков",1000,NA,"DEV"
"108",NA,"Junior QA engineer","","General QA","1","1",500,0,"Киев","до 50 человек","мужской",21,"Незаконченное высшее","выше среднего","20/05/2013 13:36:24","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1,1,"Киев",500,NA,"QA"
"109",NA,"Junior Software Engineer","C#/.NET","","3","1",1000,0,"Киев","до 10 человек","мужской",20,"Незаконченное высшее","ниже среднего","20/05/2013 13:36:33","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",3,1,"Киев",1000,NA,"DEV"
"110",NA,"Technical Lead","C#/.NET","","5","0.25",3500,1000,"Киев","до 10 человек","мужской",24,"Незаконченное высшее","выше среднего","20/05/2013 13:36:54","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",5,0.25,"Киев",3500,NA,"SDEV"
"111",NA,"Junior Software Engineer","Objective-C","","меньше 3 месяцев","меньше 3 месяцев",500,0,"Харьков","до 50 человек","мужской",20,"Незаконченное высшее","выше среднего","20/05/2013 13:37:24","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",0,0,"Харьков",500,NA,"DEV"
"112",NA,"Senior Software Engineer","C#/.NET","","10 и более лет","1",3000,300,"Харьков","до 50 человек","мужской",32,"Кандидат","средний","20/05/2013 13:37:27","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",10,1,"Харьков",3000,NA,"DEV"
"113",NA,"QA engineer","","General QA","2.5","0.25",1000,500,"Николаев","до 10 человек","женский",24,"Высшее","выше среднего","20/05/2013 13:37:41","Mozilla/5.0 (Windows NT 5.1; rv:20.0) Gecko/20100101 Firefox/20.0",2.5,0.25,"other",1000,NA,"QA"
"114",NA,"Дизайнер","","","2.5","1.5",500,0,"Запорожье","до 50 человек","мужской",26,"Высшее","средний","20/05/2013 13:37:44","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",2.5,1.5,"other",500,NA,""
"115",NA,"Senior Software Engineer","Java (Android)","","3.5","1.5",3500,0,"Киев","до 1000 человек","мужской",28,"Два высших","ниже среднего","20/05/2013 13:37:45","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",3.5,1.5,"Киев",3500,NA,"DEV"
"116",NA,"Project manager","","","3","3",2000,700,"Днепр.","до 200 человек","женский",23,"Высшее","средний","20/05/2013 13:37:51","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:19.0) Gecko/20100101 Firefox/19.0",3,3,"Днепр.",2000,NA,"PM"
"117",NA,"Системный администратор","","","1.5","1.5",280,25,"Винница","до 10 человек","мужской",23,"Высшее","средний","20/05/2013 13:38:08","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.5,1.5,"other",280,NA,"ADM"
"118",NA,"Senior Software Engineer","JavaScript","","4","1",1900,475,"Киев","до 1000 человек","мужской",24,"Высшее","выше среднего","20/05/2013 13:38:15","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:21.0) Gecko/20100101 Firefox/21.0",4,1,"Киев",1900,NA,"DEV"
"119",NA,"Senior Software Engineer","C#/.NET","","5","0.5",2800,800,"Харьков","до 50 человек","мужской",24,"Высшее","средний","20/05/2013 13:38:31","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",5,0.5,"Харьков",2800,NA,"DEV"
"120",NA,"Системный администратор","","","0.25","0.5",260,0,"Киев","до 10 человек","мужской",26,"Высшее","ниже среднего","20/05/2013 13:38:34","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 YaBrowser/1.7.1364.12390 Safari/537.22",0.25,0.5,"Киев",260,NA,"ADM"
"121",NA,"Software Engineer","C#/.NET","","2.5","2.5",1400,600,"Харьков","до 1000 человек","мужской",21,"Незаконченное высшее","средний","20/05/2013 13:38:41","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2.5,2.5,"Харьков",1400,NA,"DEV"
"122",NA,"Software Engineer","JavaScript","","2","0.5",2000,1000,"Киев","до 50 человек","мужской",24,"Высшее","выше среднего","20/05/2013 13:38:54","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",2,0.5,"Киев",2000,NA,"DEV"
"123",NA,"Software Engineer","C#/.NET","","1.75","меньше 3 месяцев",1400,900,"Львов","до 50 человек","мужской",24,"Высшее","средний","20/05/2013 13:38:54","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.75,0,"Львов",1400,NA,"DEV"
"124",NA,"Software Engineer","Java","","3","1.5",2000,500,"Ужгород","до 10 человек","мужской",25,"Высшее","средний","20/05/2013 13:38:55","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:20.0) Gecko/20100101 Firefox/20.0",3,1.5,"other",2000,NA,"DEV"
"125",NA,"Senior Software Engineer","PHP","","6","2.5",2600,350,"Днепр.","до 200 человек","мужской",28,"Кандидат","выше среднего","20/05/2013 13:38:55","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",6,2.5,"Днепр.",2600,NA,"DEV"
"126",NA,"Senior QA engineer","","Automation QA","2.5","2.5",2200,600,"Одесса","до 1000 человек","мужской",26,"Высшее","средний","20/05/2013 13:39:13","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",2.5,2.5,"other",2200,NA,"QA"
"127",NA,"Software Engineer","Java (Android)","","3","0.75",1200,100,"Одесса","до 200 человек","мужской",24,"Высшее","средний","20/05/2013 13:39:15","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:20.0) Gecko/20100101 Firefox/20.0",3,0.75,"other",1200,NA,"DEV"
"128",NA,"Software Engineer","PHP","","4","2",1470,300,"Днепр.","до 50 человек","мужской",24,"Высшее","ниже среднего","20/05/2013 13:39:19","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",4,2,"Днепр.",1470,NA,"DEV"
"129",NA,"Technical Lead","C#/.NET","","8","2",3300,1,"Одесса","до 1000 человек","мужской",27,"Высшее","выше среднего","20/05/2013 13:39:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",8,2,"other",3300,NA,"SDEV"
"130",NA,"Junior Software Engineer","Objective-C","","0.5","0.5",400,100,"Харьков","до 50 человек","мужской",21,"Незаконченное высшее","ниже среднего","20/05/2013 13:39:43","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:20.0) Gecko/20100101 Firefox/20.0",0.5,0.5,"Харьков",400,NA,"DEV"
"131",NA,"Software Engineer","Python","","3","меньше 3 месяцев",3135,800,"Львов","до 200 человек","мужской",24,"Высшее","средний","20/05/2013 13:39:53","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0",3,0,"Львов",3135,NA,"DEV"
"132",NA,"Software Engineer","C#/.NET","","2.5","0.5",1100,100,"Одесса","до 200 человек","мужской",26,"Высшее","выше среднего","20/05/2013 13:40:08","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2.5,0.5,"other",1100,NA,"DEV"
"133",NA,"QA engineer","","Manual QA","4","4",1600,100,"Одесса","до 1000 человек","мужской",31,"Высшее","средний","20/05/2013 13:40:10","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",4,4,"other",1600,NA,"QA"
"134",NA,"Senior Project Manager / Program Manager","","","меньше 3 месяцев","меньше 3 месяцев",2500,0,"Харьков","до 200 человек","мужской",30,"Высшее","выше среднего","20/05/2013 13:40:34","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",0,0,"Харьков",2500,NA,"SPM"
"135",NA,"Senior Software Engineer","Python","","6","2",3500,500,"Киев","до 50 человек","мужской",25,"Незаконченное высшее","выше среднего","20/05/2013 13:40:48","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31",6,2,"Киев",3500,NA,"DEV"
"136",NA,"Технический писатель","","","5","3",550,0,"Киев","до 10 человек","женский",33,"Высшее","выше среднего","20/05/2013 13:40:53","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",5,3,"Киев",550,NA,""
"137",NA,"Senior Software Engineer","JavaScript","","10 и более лет","2.5",3000,400,"Одесса","до 1000 человек","женский",30,"Высшее","продвинутый","20/05/2013 13:40:55","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",10,2.5,"other",3000,NA,"DEV"
"138",NA,"Junior Software Engineer","JavaScript","","0.75","0.75",900,400,"Киев","до 200 человек","мужской",21,"Незаконченное высшее","средний","20/05/2013 13:40:57","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",0.75,0.75,"Киев",900,NA,"DEV"
"139",NA,"Junior QA engineer","","Automation QA","1","0.5",800,250,"Киев","свыше 1000 человек","женский",22,"Высшее","средний","20/05/2013 13:40:59","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1,0.5,"Киев",800,NA,"QA"
