,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Пол,Возраст,Образование,Уровень английского,Дата заполнения,User-Agent
,Junior Software Engineer,Objective-C,,2,1,2500,1,Киев,до 50 человек,m,24,Высшее,средний,20/05/2013 13:35:57,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Junior Software Engineer,JavaScript,,2,1,1400,0,Киев,до 50 человек,m,21,Незаконченное высшее,средний,20/05/2013 13:36:00,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,Java (Android),,2.5,0.75,1300,200,Одесса,до 10 человек,m,24,Высшее,выше среднего,20/05/2013 13:36:21,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:21.0) Gecko/20100101 Firefox/21.0
,Software Engineer,PHP,,3,2,1000,500,Харьков,до 10 человек,m,21,Незаконченное высшее,средний,20/05/2013 13:36:22,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.19 (KHTML, like Gecko) Ubuntu/12.04 Chromium/18.0.1025.151 Chrome/18.0.1025.151 Safari/535.19"
,Junior QA engineer,,General QA,1,1,500,0,Киев,до 50 человек,m,21,Незаконченное высшее,выше среднего,20/05/2013 13:36:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Junior Software Engineer,C#/.NET,,3,1,1000,0,Киев,до 10 человек,m,20,Незаконченное высшее,ниже среднего,20/05/2013 13:36:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Technical Lead,C#/.NET,,5,0.25,3500,1000,Киев,до 10 человек,m,24,Незаконченное высшее,выше среднего,20/05/2013 13:36:54,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0
,Junior Software Engineer,Objective-C,,меньше 3 месяцев,меньше 3 месяцев,500,0,Харьков,до 50 человек,m,20,Незаконченное высшее,выше среднего,20/05/2013 13:37:24,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Senior Software Engineer,C#/.NET,,10 и более лет,1,3000,300,Харьков,до 50 человек,m,32,Кандидат,средний,20/05/2013 13:37:27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,QA engineer,,General QA,2.5,0.25,1000,500,Николаев,до 10 человек,f,24,Высшее,выше среднего,20/05/2013 13:37:41,Mozilla/5.0 (Windows NT 5.1; rv:20.0) Gecko/20100101 Firefox/20.0
,Дизайнер,,,2.5,1.5,500,0,Запорожье,до 50 человек,m,26,Высшее,средний,20/05/2013 13:37:44,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0
,Senior Software Engineer,Java (Android),,3.5,1.5,3500,0,Киев,до 1000 человек,m,28,Два высших,ниже среднего,20/05/2013 13:37:45,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Project manager,,,3,3,2000,700,Днепропетровск,до 200 человек,f,23,Высшее,средний,20/05/2013 13:37:51,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:19.0) Gecko/20100101 Firefox/19.0
,Системный администратор,,,1.5,1.5,280,25,Винница,до 10 человек,m,23,Высшее,средний,20/05/2013 13:38:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Senior Software Engineer,JavaScript,,4,1,1900,475,Киев,до 1000 человек,m,24,Высшее,выше среднего,20/05/2013 13:38:15,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:21.0) Gecko/20100101 Firefox/21.0
,Senior Software Engineer,C#/.NET,,5,0.5,2800,800,Харьков,до 50 человек,m,24,Высшее,средний,20/05/2013 13:38:31,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Системный администратор,,,0.25,0.5,260,0,Киев,до 10 человек,m,26,Высшее,ниже среднего,20/05/2013 13:38:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 YaBrowser/1.7.1364.12390 Safari/537.22"
,Software Engineer,C#/.NET,,2.5,2.5,1400,600,Харьков,до 1000 человек,m,21,Незаконченное высшее,средний,20/05/2013 13:38:41,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,JavaScript,,2,0.5,2000,1000,Киев,до 50 человек,m,24,Высшее,выше среднего,20/05/2013 13:38:54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Software Engineer,C#/.NET,,1.75,меньше 3 месяцев,1400,900,Львов,до 50 человек,m,24,Высшее,средний,20/05/2013 13:38:54,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,Java,,3,1.5,2000,500,Ужгород,до 10 человек,m,25,Высшее,средний,20/05/2013 13:38:55,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:20.0) Gecko/20100101 Firefox/20.0
,Senior Software Engineer,PHP,,6,2.5,2600,350,Днепропетровск,до 200 человек,m,28,Кандидат,выше среднего,20/05/2013 13:38:55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Senior QA engineer,,Automation QA,2.5,2.5,2200,600,Одесса,до 1000 человек,m,26,Высшее,средний,20/05/2013 13:39:13,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0
,Software Engineer,Java (Android),,3,0.75,1200,100,Одесса,до 200 человек,m,24,Высшее,средний,20/05/2013 13:39:15,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:20.0) Gecko/20100101 Firefox/20.0
,Software Engineer,PHP,,4,2,1470,300,Днепропетровск,до 50 человек,m,24,Высшее,ниже среднего,20/05/2013 13:39:19,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0
,Technical Lead,C#/.NET,,8,2,3300,1,Одесса,до 1000 человек,m,27,Высшее,выше среднего,20/05/2013 13:39:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Junior Software Engineer,Objective-C,,0.5,0.5,400,100,Харьков,до 50 человек,m,21,Незаконченное высшее,ниже среднего,20/05/2013 13:39:43,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:20.0) Gecko/20100101 Firefox/20.0
,Software Engineer,Python,,3,меньше 3 месяцев,3135,800,Львов,до 200 человек,m,24,Высшее,средний,20/05/2013 13:39:53,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0
,Software Engineer,C#/.NET,,2.5,0.5,1100,100,Одесса,до 200 человек,m,26,Высшее,выше среднего,20/05/2013 13:40:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,QA engineer,,Manual QA,4,4,1600,100,Одесса,до 1000 человек,m,31,Высшее,средний,20/05/2013 13:40:10,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Senior Project Manager / Program Manager,,,меньше 3 месяцев,меньше 3 месяцев,2500,0,Харьков,до 200 человек,m,30,Высшее,выше среднего,20/05/2013 13:40:34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Senior Software Engineer,Python,,6,2,3500,500,Киев,до 50 человек,m,25,Незаконченное высшее,выше среднего,20/05/2013 13:40:48,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31"
,Технический писатель,,,5,3,550,0,Киев,до 10 человек,f,33,Высшее,выше среднего,20/05/2013 13:40:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Senior Software Engineer,JavaScript,,10 и более лет,2.5,3000,400,Одесса,до 1000 человек,f,30,Высшее,продвинутый,20/05/2013 13:40:55,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Junior Software Engineer,JavaScript,,0.75,0.75,900,400,Киев,до 200 человек,m,21,Незаконченное высшее,средний,20/05/2013 13:40:57,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Junior QA engineer,,Automation QA,1,0.5,800,250,Киев,свыше 1000 человек,f,22,Высшее,средний,20/05/2013 13:40:59,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Junior Software Engineer,Java,,0.75,0.75,600,0,Харьков,до 1000 человек,m,25,Высшее,средний,20/05/2013 13:41:01,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Junior Software Engineer,Java,,0.25,0.25,400,0,Черкассы,до 200 человек,m,26,Незаконченное высшее,ниже среднего,20/05/2013 13:41:23,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Верстальщик,,,6,5,1800,100,Харьков,до 200 человек,m,28,Высшее,ниже среднего,20/05/2013 13:41:23,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:22.0) Gecko/20100101 Firefox/22.0
,Junior Software Engineer,Java,,1,1,950,150,Одесса,свыше 1000 человек,m,22,Незаконченное высшее,выше среднего,20/05/2013 13:41:24,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0
,Technical Lead,JavaScript,,8,0.25,4500,1100,Одесса,до 50 человек,m,27,Незаконченное высшее,выше среднего,20/05/2013 13:41:29,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Software Engineer,Java,,2.5,2.5,1500,600,Киев,свыше 1000 человек,m,24,Высшее,средний,20/05/2013 13:42:37,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0
,Software Engineer,C#/.NET,,1.5,0.25,1500,1000,Одесса,до 200 человек,m,20,Незаконченное высшее,выше среднего,20/05/2013 13:42:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Senior Software Engineer,PHP,,6,0.5,3000,0,Киев,до 200 человек,m,28,Высшее,средний,20/05/2013 13:43:01,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22"
,Software Engineer,C#/.NET,,5,меньше 3 месяцев,2300,1100,Киев,до 200 человек,m,26,Высшее,средний,20/05/2013 13:43:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,JavaScript,,6,2,2700,0,Киев,до 50 человек,m,29,Высшее,выше среднего,20/05/2013 13:43:16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Senior Software Engineer,C#/.NET,,6.5,0.75,3200,1600,Харьков,до 50 человек,m,28,Высшее,продвинутый,20/05/2013 13:43:57,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Senior Software Engineer,C#/.NET,,3,3,1700,500,Харьков,до 200 человек,m,25,Высшее,средний,20/05/2013 13:43:59,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,PHP,,1.5,1.5,700,100,Кировоград,до 50 человек,m,20,Незаконченное высшее,ниже среднего,20/05/2013 13:44:03,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31"
,Верстальщик,,,9,0.5,1500,300,Одесса,до 50 человек,m,30,Среднее,средний,20/05/2013 13:44:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Senior Software Engineer,Java,,7,3,3000,600,Одесса,до 10 человек,m,41,Незаконченное высшее,средний,20/05/2013 13:44:20,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31"
,Software Engineer,Java,,2,0.75,1375,375,Киев,до 50 человек,m,24,Высшее,выше среднего,20/05/2013 13:44:28,Mozilla/5.0 (X11; Linux i686; rv:20.0) Gecko/20100101 Firefox/20.0
,Software Engineer,PHP,,3.5,0.5,2000,700,Харьков,до 50 человек,m,29,Высшее,средний,20/05/2013 13:44:34,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:18.0) Gecko/20100101 Firefox/18.0
,Software Engineer,Java,,3.5,1,2000,500,Днепропетровск,до 200 человек,m,25,Высшее,средний,20/05/2013 13:45:03,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Director of Engineering / Program Director,,,3,3,800,400,Харьков,до 10 человек,m,25,Высшее,элементарный,20/05/2013 13:45:06,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,QA engineer,,Automation QA,7,2,1600,300,Харьков,до 1000 человек,f,29,Высшее,ниже среднего,20/05/2013 13:45:09,Mozilla/5.0 (Windows NT 6.1; rv:20.0) Gecko/20100101 Firefox/20.0
,Software Engineer,PHP,,5,2,1500,500,Одесса,до 1000 человек,m,24,Высшее,выше среднего,20/05/2013 13:45:27,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Objective-C,,2,0.75,2000,800,Киев,свыше 1000 человек,m,27,Высшее,выше среднего,20/05/2013 13:45:29,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Software Engineer,C#/.NET,,2.5,меньше 3 месяцев,1100,250,Львов,до 50 человек,m,20,Незаконченное высшее,ниже среднего,20/05/2013 13:45:29,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0
,Software Engineer,Ruby/Rails,,1,0.75,1500,200,Киев,до 10 человек,m,26,Высшее,средний,20/05/2013 13:45:36,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31"
,Senior Software Engineer,C++,,7.5,меньше 3 месяцев,3000,-300,Киев,до 50 человек,m,27,Высшее,средний,20/05/2013 13:45:51,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31"
,Системный администратор,,,5,1.5,3500,800,Киев,до 200 человек,m,26,Высшее,выше среднего,20/05/2013 13:45:54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Системный администратор,,,5,1,2000,400,Харьков,до 1000 человек,m,26,Высшее,продвинутый,20/05/2013 13:46:01,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31"
,Technical Lead,PHP,,10 и более лет,5,3100,0,Днепропетровск,до 200 человек,m,31,Два высших,средний,20/05/2013 13:46:12,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Technical Lead,C#/.NET,,4,3.5,3000,0,Киев,до 50 человек,m,27,Высшее,продвинутый,20/05/2013 13:46:13,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,Objective-C,,3,3,1500,700,Львов,до 50 человек,m,24,Высшее,выше среднего,20/05/2013 13:46:15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Software Engineer,C#/.NET,,1.75,0.25,1000,600,Харьков,до 200 человек,m,24,Высшее,средний,20/05/2013 13:46:39,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15
,Software Engineer,C#/.NET,,1.75,1.75,1000,500,Харьков,до 1000 человек,m,22,Незаконченное высшее,ниже среднего,20/05/2013 13:46:43,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,PHP,,2.5,0.75,1500,150,Киев,до 10 человек,m,25,Высшее,средний,20/05/2013 13:46:45,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0
,Верстальщик,,,5,1,1300,0,Львов,до 50 человек,m,28,Высшее,выше среднего,20/05/2013 13:46:48,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,QA engineer,,Manual QA,3,1.5,1200,200,Харьков,до 200 человек,f,25,Высшее,средний,20/05/2013 13:47:03,Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.15
,Software Engineer,Java,,3,1.75,1600,600,Киев,до 50 человек,m,23,Высшее,выше среднего,20/05/2013 13:47:07,Mozilla/5.0 (X11; Linux i686; rv:17.0) Gecko/17.0 Firefox/17.0
,Software Engineer,Java,,1,1,600,300,Черкассы,до 50 человек,m,24,Незаконченное высшее,средний,20/05/2013 13:47:19,Opera/9.80 (X11; Linux x86_64) Presto/2.12.388 Version/12.15
,Senior Software Engineer,C#/.NET,,6,5,3000,300,Киев,до 200 человек,m,33,Высшее,продвинутый,20/05/2013 13:47:28,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,Java,,1.75,0.25,2000,1000,Харьков,свыше 1000 человек,m,19,Незаконченное высшее,средний,20/05/2013 13:47:59,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
