Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,"Зарплата в месяц",Изменение зарплаты,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
Data Scientist / Data Analyst,,,2,2,360,100,Киев,до 1000 человек,Другая,f,24,Два высших,False,выше среднего,Телекоммуникации,18/05/2015 10:04:39,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)
Software Engineer,C#/.NET,,2,1.5,1650,650,Киев,до 50 человек,Продуктовая,m,20,Незаконченное высшее,True,продвинутый,"Веб-разработка,Корпоративные системы",18/05/2015 10:05:01,"Mozilla/5.0 (Linux; Android 4.2.1; Lenovo K900_ROW Build/JOP40D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36"
Senior Software Engineer,Java,,9,4,3200,100,Харьков,до 1000 человек,Аутстаффинговая,m,33,Два высших,False,выше среднего,Веб-разработка,18/05/2015 10:05:11,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Senior Software Engineer,JavaScript,,4,меньше 3 месяцев,3000,1500,Киев,до 50 человек,Продуктовая,m,31,Техникум / Колледж,False,ниже среднего,Телекоммуникации,18/05/2015 10:05:15,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 YaBrowser/15.4.2272.3429 Safari/537.36"
Project manager,,,3,2,2500,500,Киев,до 50 человек,Аутсорсинговая,f,27,Высшее,False,продвинутый,"Веб-разработка,Мультимедиа",18/05/2015 10:05:15,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,PHP,,5,0.5,2000,1000,Киев,до 200 человек,Продуктовая,m,27,Незаконченное высшее,False,средний,"Веб-разработка,eCommerce",18/05/2015 10:05:35,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:36.0) Gecko/20100101 Firefox/36.0
QA engineer,,General QA,3,1,1450,450,Киев,до 50 человек,Продуктовая,m,25,Высшее,False,средний,"Android,Веб-разработка",18/05/2015 10:05:42,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36"
Senior QA engineer,,Automation QA,5,5,3250,600,Киев,свыше 1000 человек,Аутсорсинговая,m,29,Два высших,False,выше среднего,"Desktop Applications,Веб-разработка",18/05/2015 10:06:12,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,Ruby/Rails,,5,1,2050,350,Черкассы,до 200 человек,Аутсорсинговая,m,27,Высшее,False,средний,Веб-разработка,18/05/2015 10:06:16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,PHP,,4,2,2000,200,Киев,до 200 человек,Продуктовая,m,25,Высшее,False,ниже среднего,Веб-разработка,18/05/2015 10:06:21,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.52 Safari/537.36"
Technical Lead,PHP,,7,2,3800,100,Киев,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,False,выше среднего,"Веб-разработка,eCommerce",18/05/2015 10:06:24,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Junior Software Engineer,C++,,1.5,0.25,800,500,Одесса,до 50 человек,Продуктовая,m,21,Незаконченное высшее,True,средний,Desktop Applications,18/05/2015 10:06:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,Python,,7,1,1800,0,Харьков,до 10 человек,Продуктовая,m,31,Высшее,False,ниже среднего,"Веб-разработка,Другое",18/05/2015 10:06:56,"Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F69 Safari/600.1.4"
Бизнес-аналитик,,,5,0.5,1160,-340,Киев,свыше 1000 человек,Аутстаффинговая,m,28,Высшее,False,выше среднего,"Телекоммуникации,Финансы и банки",18/05/2015 10:07:26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 YaBrowser/15.2.2214.3645 Safari/537.36"
Software Engineer,C++,,10 и более лет,3,1400,0,Киев,до 1000 человек,Продуктовая,m,33,Высшее,False,ниже среднего,"Desktop Applications,Другое",18/05/2015 10:07:35,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Project manager,,,1,0.25,975,0,Киев,до 200 человек,Продуктовая,f,31,Высшее,False,выше среднего,Другое,18/05/2015 10:07:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36"
Technical Lead,Objective-C,,7,2,4000,300,Киев,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,False,выше среднего,iOS,18/05/2015 10:07:45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/600.5.17 (KHTML, like Gecko) Version/8.0.5 Safari/600.5.17"
Software Engineer,Java,,1,1,1800,850,Киев,до 50 человек,Стартап,m,22,Высшее,False,выше среднего,Android,18/05/2015 10:07:49,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Senior Software Engineer,JavaScript,,10 и более лет,1,1400,-1600,Киев,до 200 человек,Аутсорсинговая,m,30,Высшее,False,средний,Финансы и банки,18/05/2015 10:07:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Project manager,,,3,1,3700,200,Киев,до 1000 человек,Аутсорсинговая,m,33,Техникум / Колледж,False,выше среднего,Веб-разработка,18/05/2015 10:07:55,"Mozilla/5.0 (Linux; Android 5.1; Nexus 5 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36"
Junior Software Engineer,C++,,меньше 3 месяцев,меньше 3 месяцев,100,0,Киев,до 50 человек,Стартап,m,23,Незаконченное высшее,True,ниже среднего,Финансы и банки,18/05/2015 10:08:13,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
QA engineer,,General QA,4,4,730,110,Житомир,до 200 человек,Продуктовая,m,30,Два высших,False,средний,"Android,iOS",18/05/2015 10:08:26,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0
Junior QA engineer,,General QA,1.5,1.5,1000,200,Харьков,свыше 1000 человек,Аутсорсинговая,m,24,Высшее,False,средний,"Веб-разработка,Другое",18/05/2015 10:08:32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0
Software Engineer,C#/.NET,,4,2,2300,500,Харьков,до 200 человек,Аутсорсинговая,m,24,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",18/05/2015 10:08:34,"Mozilla/5.0 (Linux; Android 5.1; Nexus 5 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/42.0.2311.138 Mobile Safari/537.36"
Junior Software Engineer,Java,,8,1.5,1400,300,Винница,до 10 человек,Аутсорсинговая,m,31,Высшее,False,средний,Телекоммуникации,18/05/2015 10:08:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36 OPR/29.0.1795.47"
Software Engineer,JavaScript,,7,0.5,1500,400,Львов,до 1000 человек,Аутсорсинговая,m,29,Высшее,False,ниже среднего,Веб-разработка,18/05/2015 10:08:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Senior Software Engineer,Java,,8,2,3100,100,Одесса,до 50 человек,Аутсорсинговая,m,43,Незаконченное высшее,False,средний,"Веб-разработка,Корпоративные системы",18/05/2015 10:08:43,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Senior Software Engineer,PHP,,4,1,2600,300,Киев,до 200 человек,Продуктовая,m,22,Среднее,False,ниже среднего,"Веб-разработка,eCommerce",18/05/2015 10:09:02,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Верстальщик,,,3,1,1500,200,Киев,до 10 человек,Аутсорсинговая,m,25,Высшее,False,средний,"Веб-разработка,eCommerce",18/05/2015 10:09:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Senior Software Engineer,Scala,,4,4,3200,0,Киев,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,Финансы и банки,18/05/2015 10:09:44,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,Objective-C,,3,меньше 3 месяцев,2800,300,Одесса,до 200 человек,Продуктовая,m,24,Высшее,False,средний,iOS,18/05/2015 10:09:47,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3"
HR,,,4,0.5,730,0,Днепропетровск,свыше 1000 человек,Продуктовая,f,31,Два высших,False,продвинутый,"Gamedev,eCommerce",18/05/2015 10:10:01,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Team lead,,,6,1,5000,400,Киев,до 1000 человек,Аутсорсинговая,m,28,Высшее,False,выше среднего,"Веб-разработка,Другое",18/05/2015 10:10:03,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Senior Software Engineer,PHP,,8,7,1600,100,Черновцы,до 10 человек,Аутсорсинговая,m,28,Высшее,False,выше среднего,Веб-разработка,18/05/2015 10:10:09,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0
Senior Software Engineer,PHP,,4,1,2500,700,Киев,до 10 человек,Продуктовая,m,22,Незаконченное высшее,False,средний,"iOS,Финансы и банки",18/05/2015 10:10:11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,Ruby/Rails,,6,0.5,1500,1100,Львов,до 50 человек,Аутсорсинговая,m,26,Высшее,False,выше среднего,Веб-разработка,18/05/2015 10:10:19,Mozilla/5.0 (X11; Linux x86_64; rv:37.0) Gecko/20100101 Firefox/37.0
Junior Software Engineer,Java,,1.5,1.5,750,150,Днепропетровск,свыше 1000 человек,Продуктовая,m,22,Незаконченное высшее,True,средний,eCommerce,18/05/2015 10:10:24,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.95 Safari/537.36"
Senior Software Engineer,C#/.NET,,10 и более лет,0.5,5000,1500,Киев,до 10 человек,Аутсорсинговая,m,34,Высшее,False,средний,"Веб-разработка,Финансы и банки",18/05/2015 10:10:26,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0
Technical Lead,PHP,,9,2,3500,500,Днепропетровск,до 50 человек,Аутсорсинговая,m,32,Высшее,False,выше среднего,eCommerce,18/05/2015 10:10:44,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0
Senior QA engineer,,Automation QA,5,3,2500,500,Харьков,до 1000 человек,Аутсорсинговая,m,30,Высшее,True,ниже среднего,"Android,Веб-разработка",18/05/2015 10:10:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36 OPR/29.0.1795.47"
Junior QA engineer,,Automation QA,0.5,0.5,600,0,Киев,до 1000 человек,Аутсорсинговая,m,25,Высшее,False,средний,Финансы и банки,18/05/2015 10:11:03,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
Junior Software Engineer,C#/.NET,,1.5,1.5,340,-75,Киев,до 50 человек,Другая,f,28,Высшее,False,выше среднего,"Desktop Applications,Телекоммуникации",18/05/2015 10:11:05,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0
Software Engineer,C#/.NET,,3,3,2300,300,Киев,до 200 человек,Аутсорсинговая,m,23,Незаконченное высшее,True,средний,"Desktop Applications,Корпоративные системы",18/05/2015 10:11:06,Mozilla/5.0 (Windows NT 6.2; ARM; Trident/7.0; Touch; rv:11.0; WPDesktop; Lumia 920) like Gecko
Дизайнер,,,3,3,715,-285,Хмельницкий,до 10 человек,Продуктовая,f,26,Высшее,False,средний,"Веб-разработка,Корпоративные системы",18/05/2015 10:11:18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Senior Software Engineer,JavaScript,,8,2,4200,700,Киев,до 10 человек,Стартап,m,28,Высшее,False,средний,Веб-разработка,18/05/2015 10:11:18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Дизайнер,,,6,1,2000,0,Харьков,до 1000 человек,Продуктовая,m,25,Незаконченное высшее,False,выше среднего,Gamedev,18/05/2015 10:11:25,"Mozilla/5.0 (iPad; CPU OS 8_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B435 Twitter for iPhone"
Senior Software Engineer,C#/.NET,,4,0.25,3000,1000,Киев,до 200 человек,Аутсорсинговая,m,24,Высшее,False,средний,"Android,iOS",18/05/2015 10:11:31,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Junior Software Engineer,JavaScript,,3,0.5,850,100,Киев,до 200 человек,Аутсорсинговая,m,23,Высшее,False,средний,Веб-разработка,18/05/2015 10:11:37,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Верстальщик,,,1,1,1000,500,Киев,до 200 человек,Продуктовая,m,23,Высшее,True,средний,"Веб-разработка,eCommerce",18/05/2015 10:11:50,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Senior QA engineer,,Manual QA,4,1,1600,200,Харьков,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,False,средний,"iOS,Веб-разработка",18/05/2015 10:11:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
QA engineer,,General QA,3,0.5,1500,800,Львов,до 50 человек,Продуктовая,f,28,Высшее,False,продвинутый,"Веб-разработка,Корпоративные системы",18/05/2015 10:11:52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
Senior Software Engineer,C#/.NET,,8,3,3950,300,Харьков,свыше 1000 человек,Аутстаффинговая,m,26,Высшее,False,средний,"Веб-разработка,Корпоративные системы",18/05/2015 10:11:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
