Submitted at,Ваша основна зайнятість в ІТ зараз...,"ЗАРПЛАТА / СУМАРНИЙ ДОХІД в IT у $$$ за місяць, лише ставка 
ЧИСТИМИ - після сплати податків",Всі бонуси (на місяць),Тайтл,Категорія,Почніть вводити і оберіть вашу ОСНОВНУ посаду зі списку,"У якій сфері проєкт, в якому ви зараз працюєте?",Вкажіть вашу основну спеціалізацію,Чи використовуєте ви у своїй роботі мови програмування (одну чи декілька)?,Основна мова програмування,"Основний напрям роботи компанії, в якій працюєте",Кількість спеціалістів у вашій компанії в Україні,Загальний стаж роботи за нинішньою ІТ-спеціальністю,Знання англійської мови,Де ви зараз живете?,За яким напрямом ви навчалися / навчаєтеся у виші?,Ваш вік
2025-05-26 07:39:43,Працюю в IT-компанії / ІТ-департаменті,2100,0,Middle,QA,Automation QA / AQA,E-commerce,,"Так, використовую",TypeScript,Продуктова,до 200,3,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",24
2025-05-26 07:40:41,Працюю в IT-компанії / ІТ-департаменті,1480,466.666666666667,Senior,Rcrt,Recruiter / Recruitment Specialist / Technical Recruiter,"Blockchain, Fintech / Banking / Capital Management",,"Ні, не використовую",,Сервісна (аутсорсингова),до 200,6,Intermediate,В Україні,Інші гуманітарні та суспільні науки,27
2025-05-26 07:40:55,Працюю в IT-компанії / ІТ-департаменті,2000,83.3333333333333,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Automotive, Telecom, Domains / Hosting",Front-end розробка,,TypeScript,Продуктова,до 200,3,Intermediate,В Україні,"Суспільно-економічні науки (економіка, соціологія)",27
2025-05-26 07:41:09,Працюю в IT-компанії / ІТ-департаменті,4950,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Energy / Oil / Gas, Logistics / Supply Chain",Mobile розробка,,Swift,Продуктова,до 200,8,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",28
2025-05-26 07:41:16,Працюю в IT-компанії / ІТ-департаменті,850,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Retail / marketplace,Full Stack розробка,,Go,Сервісна (аутсорсингова),до 200,3,Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",30
2025-05-26 07:41:18,Працюю в IT-компанії / ІТ-департаменті,5500,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Insurance,Front-end розробка,,JavaScript,Продуктова,до 200,5,Upper-Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",33
2025-05-26 07:41:32,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),700,450,Junior,QA,General QA,"AI / ML, Edtech / Education",,"Так, використовую",TypeScript,Продуктова,до 10 спеціалістів,1.5,Upper-Intermediate,В Україні,"Суспільно-економічні науки (економіка, соціологія)",25
2025-05-26 07:42:33,Працюю в IT-компанії / ІТ-департаменті,1200,125,Lead / Team Lead,Product Mgmt,Technical Product Manager,networking,,"Ні, не використовую",,Продуктова,до 200,4,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",25
2025-05-26 07:42:40,Працюю в IT-компанії / ІТ-департаменті,3100,0,Senior,QA,Manual QA,Logistics / Supply Chain,,"Ні, не використовую",,Продуктова,до 1000,8,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",31
2025-05-26 07:42:49,Працюю в IT-компанії / ІТ-департаменті,2256,0,Manager,Project Mgmt,Project Manager (PM),Real estate,,"Ні, не використовую",,Сервісна (аутсорсингова),до 200,4,Advanced,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",26
2025-05-26 07:42:48,Працюю в IT-компанії / ІТ-департаменті,3000,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","ERP, Enterprise",Back-end розробка,,C# / .NET,Продуктова,до 1000,6,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",27
2025-05-26 07:43:05,Працюю в IT-компанії / ІТ-департаменті,3615,0,Lead / Team Lead,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Mobile, E-commerce",Mobile розробка,,Swift,Продуктова,до 1000,6,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",39
2025-05-26 07:43:12,Працюю в IT-компанії / ІТ-департаменті,5000,0,Architect,SE,Solution Architect,"AI / ML, Medtech / Healthcare, SaaS",,"Так, використовую",TypeScript,Продуктова,до 1000,0.1,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",33
2025-05-26 07:43:43,Працюю в IT-компанії / ІТ-департаменті,4000,333.333333333333,Head,Analyst,Head of Analytics,Retail / marketplace,,"Так, використовую",SQL,Продуктова,до 10 спеціалістів,5,Advanced,В Україні,"Суспільно-економічні науки (економіка, соціологія)",36
2025-05-26 07:43:56,Працюю в IT-компанії / ІТ-департаменті,1400,0,Junior,Artist/Animator,2D Artist,Gambling,,"Ні, не використовую",,Продуктова,до 1000,2,Pre-Intermediate,В Україні,Не вступав у виш,23
2025-05-26 07:44:28,Працюю в IT-компанії / ІТ-департаменті,2300,433.333333333333,Middle,QA,Manual QA,"Різнопланові проєкти, немає одного основного (HR etc)",,"Ні, не використовую",,Продуктова,до 1000,6,Upper-Intermediate,В Україні,"Суспільно-економічні науки (економіка, соціологія)",31
2025-05-26 07:45:20,Працюю в IT-компанії / ІТ-департаменті,2700,0,Middle,DS,Data Engineer / Big Data Engineer,Hardware,,"Так, використовую",Python,Продуктова,понад 1000,3,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",27
2025-05-26 07:45:34,Працюю в IT-компанії / ІТ-департаменті,3500,0,Senior,QA,General QA,"Edtech / Education, E-commerce",,"Так, використовую",TypeScript,Продуктова,до 200,6,Upper-Intermediate,В Україні,Інші гуманітарні та суспільні науки,34
2025-05-26 07:45:38,Працюю в IT-компанії / ІТ-департаменті,2400,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Medtech / Healthcare,Full Stack розробка,,TypeScript,Сервісна (аутсорсингова),понад 1000,6,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",30
2025-05-26 07:45:50,Я контрактор(-ка) в IT (прямий контракт з іноземним замовником),2200,0,Middle,QA,Manual QA,AI / ML,,"Ні, не використовую",,Стартап,"працюю на іноземного роботодавця, в Україні він не має сформованої команди",10,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",30
2025-05-26 07:45:59,Працюю в IT-компанії / ІТ-департаменті,750,0,Middle,Office manager / Admin / Assistant,Office Manager / Office Administrator / Office Coordinator,Other,,"Ні, не використовую",,Сервісна (аутсорсингова),понад 1000,2,Pre-Intermediate,В Україні,"Точні науки (математика, інформатика)",34
2025-05-26 07:46:11,Працюю в IT-компанії / ІТ-департаменті,800,0,Junior,QA,General QA,Agriculture,,"Так, використовую",Python,Продуктова,до 50,3,Pre-Intermediate,В Україні,Не вступав у виш,33
