,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Пол,Возраст,Образование,Уровень английского,Дата заполнения,User-Agent
,Junior Software Engineer,Ruby/Rails,,1.25,меньше 3 месяцев,1000,660,Запорожье,до 10 человек,m,23,Высшее,средний,18/12/2012 12:45:59,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior QA engineer,,Automation QA,5.5,2.5,2400,600,Львов,до 10 человек,m,28,Два высших,выше среднего,18/12/2012 12:46:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,Other,,1.5,1,740,123,Харьков,до 10 человек,m,33,Высшее,элементарный,18/12/2012 12:46:12,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,Java,,1.25,1.25,1200,0,Днепропетровск,до 1000 человек,m,31,Высшее,средний,18/12/2012 12:46:31,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4"
,Software Engineer,PHP,,5,2,1572,0,Киев,до 200 человек,m,31,Незаконченное высшее,средний,18/12/2012 12:46:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,JavaScript,,4.5,меньше 3 месяцев,1650,750,Харьков,до 200 человек,m,22,Незаконченное высшее,средний,18/12/2012 12:46:41,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11"
,Senior Software Engineer,C#/.NET,,6.5,0.75,2700,500,Харьков,до 200 человек,m,28,Высшее,выше среднего,18/12/2012 12:47:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,JavaScript,,4,3.5,1000,0,Харьков,до 1000 человек,m,24,Высшее,ниже среднего,18/12/2012 12:47:32,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:17.0) Gecko/20100101 Firefox/17.0
,Team lead,,,4,1,2800,300,Киев,до 10 человек,m,30,Высшее,выше среднего,18/12/2012 12:47:43,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,Objective-C,,1,0.25,900,1500,Днепропетровск,до 10 человек,f,29,Два высших,средний,18/12/2012 12:47:48,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Project manager,,,1.25,1.25,350,160,Донецк,до 10 человек,m,24,Незаконченное высшее,ниже среднего,18/12/2012 12:47:52,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,PHP,,5,1.5,1600,0,Киев,до 50 человек,m,27,Высшее,средний,18/12/2012 12:48:04,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior QA engineer,,Automation QA,3.5,2.5,2900,400,Киев,свыше 1000 человек,m,26,Высшее,средний,18/12/2012 12:48:08,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,Objective-C,,3,2.5,2000,500,Симферополь,до 50 человек,m,24,Высшее,выше среднего,18/12/2012 12:48:18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17"
,Software Engineer,C#/.NET,,4,1,2000,0,Харьков,свыше 1000 человек,m,26,Высшее,выше среднего,18/12/2012 12:48:25,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,PHP,,2.5,1,1300,300,Киев,до 50 человек,f,22,Незаконченное высшее,выше среднего,18/12/2012 12:48:25,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0
,Senior Software Engineer,Java,,6,0.5,4000,1000,Киев,до 200 человек,m,26,Высшее,выше среднего,18/12/2012 12:48:37,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Team lead,,,6,3.5,3500,500,Киев,до 50 человек,m,25,Высшее,средний,18/12/2012 12:49:03,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11"
,Senior Software Engineer,PHP,,10 и более лет,3.5,2280,280,Киев,свыше 1000 человек,m,33,Высшее,выше среднего,18/12/2012 12:49:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Team lead,,,7,5,1100,100,Киев,до 50 человек,f,30,Высшее,выше среднего,18/12/2012 12:49:22,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0
,Team lead,,,10 и более лет,4,3400,600,Одесса,до 200 человек,m,37,Два высших,продвинутый,18/12/2012 12:49:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/25.0.1359.3 Safari/537.21"
,Technical Lead,C#/.NET,,7,3.5,2700,700,Донецк,до 50 человек,m,28,Высшее,продвинутый,18/12/2012 12:49:40,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.11
,Senior Software Engineer,Objective-C,,8,0.5,2500,300,Харьков,до 50 человек,m,34,Высшее,средний,18/12/2012 12:49:52,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Software Engineer,PHP,,3,0.5,2000,600,Киев,до 1000 человек,m,25,Высшее,выше среднего,18/12/2012 12:50:14,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C++,,2.5,2.5,1045,500,Харьков,до 200 человек,m,24,Высшее,средний,18/12/2012 12:50:16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,Java,,1,1,800,800,Запорожье,до 200 человек,m,28,Высшее,продвинутый,18/12/2012 12:50:26,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Team lead,,,8.5,6,3500,600,Львов,до 1000 человек,m,30,Высшее,выше среднего,18/12/2012 12:50:44,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,SQL,,7,1,2600,200,Львов,свыше 1000 человек,m,25,Незаконченное высшее,продвинутый,18/12/2012 12:50:47,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17"
,Software Engineer,C#/.NET,,3,0.75,1500,200,Одесса,до 50 человек,m,24,Высшее,выше среднего,18/12/2012 12:50:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,1.5,меньше 3 месяцев,1000,500,Харьков,до 200 человек,m,23,Высшее,ниже среднего,18/12/2012 12:50:53,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
,Software Engineer,C#/.NET,,2.5,2.5,1600,500,Киев,до 10 человек,m,23,Высшее,элементарный,18/12/2012 12:51:26,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Junior Software Engineer,PHP,,6,3,1900,100,Харьков,до 10 человек,m,27,Высшее,средний,18/12/2012 12:51:27,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,Objective-C,,2.5,1,2100,600,Харьков,до 200 человек,m,24,Высшее,средний,18/12/2012 12:51:35,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,JavaScript,,2,1.75,2650,1150,Киев,свыше 1000 человек,m,29,Незаконченное высшее,средний,18/12/2012 12:51:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Delphi,,6,0.5,1200,400,Киев,до 10 человек,m,34,Незаконченное высшее,ниже среднего,18/12/2012 12:51:47,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/25.0.1359.3 Safari/537.21"
,Senior Software Engineer,PHP,,5,4,5000,500,Киев,до 10 человек,m,26,Незаконченное высшее,элементарный,18/12/2012 12:51:54,Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,Delphi,,8,1.25,1200,0,Харьков,до 1000 человек,m,33,Высшее,ниже среднего,18/12/2012 12:52:19,Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.12
,Системный администратор,,,7,7,800,0,Харьков,до 1000 человек,m,30,Высшее,средний,18/12/2012 12:52:19,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,4.5,4,1163,150,Донецк,до 50 человек,m,27,Высшее,средний,18/12/2012 12:52:39,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,Java,,7,4,2500,200,Харьков,до 200 человек,m,28,Высшее,средний,18/12/2012 12:52:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,2,2,1800,800,Харьков,до 1000 человек,m,21,Незаконченное высшее,средний,18/12/2012 12:52:43,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.11
,System Architect,JavaScript,,8,меньше 3 месяцев,5700,2000,Киев,до 50 человек,m,29,Высшее,продвинутый,18/12/2012 12:53:10,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Дизайнер,,,3,1,1700,300,Харьков,до 50 человек,m,24,Высшее,выше среднего,18/12/2012 12:53:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C#/.NET,,10 и более лет,0.5,3400,300,Киев,до 10 человек,m,39,Незаконченное высшее,выше среднего,18/12/2012 12:53:48,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:17.0) Gecko/20100101 Firefox/17.0
,Technical Lead,C#/.NET,,8,3,2900,0,Харьков,до 200 человек,m,29,Высшее,выше среднего,18/12/2012 12:53:56,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,C#/.NET,,4.5,2.5,2091,400,Харьков,свыше 1000 человек,m,26,Высшее,выше среднего,18/12/2012 12:54:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/25.0.1359.3 Safari/537.21"
,Software Engineer,C#/.NET,,1.5,0.25,1700,800,Харьков,до 50 человек,m,22,Высшее,ниже среднего,18/12/2012 12:54:09,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Project manager,,,3,5,3200,0,Киев,свыше 1000 человек,m,27,Кандидат,выше среднего,18/12/2012 12:54:35,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,2,0.5,1800,1000,Харьков,до 200 человек,m,21,Незаконченное высшее,средний,18/12/2012 12:54:39,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,Java,,6,0.25,3000,500,Киев,до 1000 человек,m,30,Высшее,выше среднего,18/12/2012 12:54:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.96 Safari/537.4"
,Technical Lead,PHP,,6.5,6.5,2600,400,Харьков,до 1000 человек,m,29,Высшее,ниже среднего,18/12/2012 12:55:02,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior QA engineer,,Manual QA,5.5,4,2500,300,Киев,до 200 человек,m,30,Высшее,выше среднего,18/12/2012 12:55:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,PHP,,1.5,0.5,600,150,Николаев,до 10 человек,m,26,Высшее,ниже среднего,18/12/2012 12:55:14,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.11
,Software Engineer,PHP,,5,1.25,1300,500,Днепропетровск,до 10 человек,m,24,Высшее,ниже среднего,18/12/2012 12:55:15,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Python,,2,2,1500,150,Киев,до 10 человек,m,24,Незаконченное высшее,средний,18/12/2012 12:55:18,Opera/9.80 (X11; Linux i686) Presto/2.12.388 Version/12.11
,Senior Software Engineer,Java,,10 и более лет,1,3000,0,Одесса,свыше 1000 человек,m,30,Высшее,средний,18/12/2012 12:55:33,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Junior Software Engineer,C++,,2,2,1000,200,Харьков,до 200 человек,m,21,Незаконченное высшее,элементарный,18/12/2012 12:55:38,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.11
,Junior Software Engineer,C#/.NET,,4.5,1.5,1500,500,Киев,до 50 человек,m,24,Незаконченное высшее,ниже среднего,18/12/2012 12:55:42,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
,Junior Software Engineer,Objective-C,,1,1,300,0,Киев,до 50 человек,m,23,Высшее,средний,18/12/2012 12:55:52,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17"
,QA engineer,,Manual QA,2,2,1000,0,Харьков,до 200 человек,f,24,Высшее,средний,18/12/2012 12:55:55,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENGB)
,Technical Lead,C++,,9,5.5,3500,0,Киев,до 50 человек,m,30,Высшее,продвинутый,18/12/2012 12:56:02,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Java,,2,2,1600,600,Днепропетровск,до 1000 человек,m,31,Кандидат,средний,18/12/2012 12:56:06,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,Java,,4,0.5,3000,1000,Киев,до 10 человек,m,26,Высшее,средний,18/12/2012 12:56:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior QA engineer,,Manual QA,4,1.5,1800,500,Киев,до 50 человек,f,27,Высшее,средний,18/12/2012 12:56:28,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,DBA / Администратор баз данных,,,10 и более лет,5,1785,-138,Киев,до 10 человек,m,36,Высшее,средний,18/12/2012 12:56:43,Mozilla/5.0 (Windows NT 5.2; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,Java,,1.75,1.25,2200,700,Киев,до 50 человек,m,22,Незаконченное высшее,средний,18/12/2012 12:57:20,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:16.0) Gecko/20100101 Firefox/16.0
,Senior QA engineer,,Automation QA,2,0.75,2500,1300,Киев,до 200 человек,m,23,Высшее,выше среднего,18/12/2012 12:57:29,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,Java,,7,0.75,2000,0,Киев,до 50 человек,m,25,Высшее,ниже среднего,18/12/2012 12:57:34,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
,Senior Software Engineer,PHP,,5,0.5,2500,1000,Харьков,до 1000 человек,m,25,Высшее,средний,18/12/2012 12:57:58,Mozilla/5.0 (X11; Linux x86_64; rv:16.0) Gecko/20100101 Firefox/16.0
,Системный администратор,,,10 и более лет,меньше 3 месяцев,3500,1000,Киев,до 1000 человек,m,32,Высшее,средний,18/12/2012 12:58:00,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Гейм-дизайнер,,,5.5,1.25,1800,0,Киев,до 10 человек,m,31,Высшее,средний,18/12/2012 12:58:32,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,SQL,,6,0.25,2200,700,Киев,до 200 человек,m,28,Высшее,средний,18/12/2012 12:58:36,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,C#/.NET,,1.75,меньше 3 месяцев,1500,1000,Харьков,до 50 человек,f,21,Незаконченное высшее,средний,18/12/2012 12:58:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,PHP,,10 и более лет,меньше 3 месяцев,2800,1000,Днепропетровск,до 50 человек,m,28,Высшее,выше среднего,18/12/2012 12:59:11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.40 Safari/537.17"
,Junior QA engineer,,Manual QA,0.75,0.75,450,50,Харьков,до 1000 человек,m,23,Высшее,выше среднего,18/12/2012 12:59:44,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C,,5,1,3600,1200,Киев,до 1000 человек,m,26,Высшее,продвинутый,18/12/2012 12:59:45,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11"
,Junior Software Engineer,Java,,1.5,0.5,1600,900,Киев,до 200 человек,m,22,Высшее,ниже среднего,18/12/2012 12:59:46,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,Java,,4.5,1,3100,100,Киев,до 200 человек,m,23,Высшее,средний,18/12/2012 13:00:02,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
