Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
Team lead,,,3,3,1150,200,Днепропетровск,до 1000 человек,Аутстаффинговая,m,26,Высшее,False,средний,"Android,iOS",19/05/2014 11:48:18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14"
Junior Software Engineer,Python,,1,0.5,300,0,Львов,свыше 1000 человек,Аутсорсинговая,m,19,Незаконченное высшее,True,средний,"Финансы и банки,Другое",19/05/2014 11:48:19,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,Perl,,10 и более лет,1,3500,0,Киев,свыше 1000 человек,Аутсорсинговая,m,33,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",19/05/2014 11:48:35,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0
Technical Lead,Java,,7.5,2,4000,0,Киев,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,False,выше среднего,"Телекоммуникации,Корпоративные системы",19/05/2014 11:48:42,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36"
Software Engineer,JavaScript,,1.5,1.5,1300,600,Харьков,до 200 человек,Продуктовая,m,21,Незаконченное высшее,True,средний,Веб-разработка,19/05/2014 11:48:51,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Senior Software Engineer,C++,,6.5,1.25,4400,600,Киев,до 50 человек,Продуктовая,m,27,Незаконченное высшее,True,ниже среднего,Системное программирование,19/05/2014 11:48:58,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Junior Software Engineer,Java,,1.5,1.5,1050,600,Харьков,до 1000 человек,Аутсорсинговая,m,22,Незаконченное высшее,True,средний,"Веб-разработка,Корпоративные системы",19/05/2014 11:49:03,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
HR,,,1.5,0.5,700,100,Киев,до 200 человек,Аутсорсинговая,f,26,Высшее,False,средний,Другое,19/05/2014 11:49:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,Scala,,4,0.75,2650,0,Киев,до 200 человек,Аутстаффинговая,f,23,Высшее,False,продвинутый,Веб-разработка,19/05/2014 11:49:29,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Technical Lead,JavaScript,,1,1,1100,500,Мариуполь,до 200 человек,Аутсорсинговая,m,28,Среднее,False,ниже среднего,"Android,iOS",19/05/2014 11:49:40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0
Software Engineer,Java,,3.5,2.5,2700,100,Одесса,до 1000 человек,Аутстаффинговая,m,27,Высшее,False,выше среднего,Корпоративные системы,19/05/2014 11:49:45,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.114 Safari/537.36"
Senior Software Engineer,PHP,,7,меньше 3 месяцев,3750,1250,Киев,до 10 человек,Продуктовая,m,33,Незаконченное высшее,False,средний,eCommerce,19/05/2014 11:49:47,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Системный администратор,,,10 и более лет,0.25,2320,600,Львов,свыше 1000 человек,Аутсорсинговая,m,33,Высшее,False,средний,,19/05/2014 11:50:06,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
QA engineer,,Manual QA,2,меньше 3 месяцев,1500,400,Киев,до 10 человек,Аутсорсинговая,f,24,Незаконченное высшее,False,выше среднего,Веб-разработка,19/05/2014 11:50:07,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Software Engineer,C#/.NET,,4,2,1700,1000,Одесса,до 1000 человек,Аутсорсинговая,m,23,Незаконченное высшее,True,средний,"Веб-разработка,eCommerce",19/05/2014 11:50:11,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
QA engineer,,Manual QA,1.5,0.5,460,460,Киев,до 50 человек,Продуктовая,m,29,Высшее,False,ниже среднего,"Веб-разработка,Финансы и банки",19/05/2014 11:50:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,C#/.NET,,2,0.5,1900,400,Харьков,до 10 человек,Стартап,m,33,Высшее,False,средний,Веб-разработка,19/05/2014 11:50:23,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,PHP,,5.5,1.5,1700,400,Днепропетровск,до 10 человек,Продуктовая,m,29,Высшее,False,элементарный,"Веб-разработка,Корпоративные системы",19/05/2014 11:50:31,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36"
Senior Software Engineer,Objective-C,,7.5,меньше 3 месяцев,4000,500,Киев,до 1000 человек,Аутсорсинговая,m,29,Высшее,False,выше среднего,iOS,19/05/2014 11:50:43,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior QA engineer,,Automation QA,8,0.5,3000,500,Киев,до 50 человек,Аутстаффинговая,f,29,Кандидат,False,выше среднего,Веб-разработка,19/05/2014 11:50:52,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14"
Junior QA engineer,,Manual QA,1.5,1.5,1300,600,Киев,свыше 1000 человек,Аутсорсинговая,m,29,Высшее,False,средний,Embedded,19/05/2014 11:50:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Software Engineer,Other,,4.5,0.5,2800,-1400,Киев,до 1000 человек,Продуктовая,m,30,Высшее,False,выше среднего,Веб-разработка,19/05/2014 11:50:55,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:29.0) Gecko/20100101 Firefox/29.0
Senior Software Engineer,Java,,8,меньше 3 месяцев,4400,0,Киев,до 50 человек,Аутсорсинговая,m,30,Высшее,False,продвинутый,eCommerce,19/05/2014 11:51:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Team lead,,,10 и более лет,8,3300,200,Одесса,до 200 человек,Аутстаффинговая,m,33,Высшее,False,продвинутый,Embedded,19/05/2014 11:51:15,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.66 Safari/537.36"
Senior Software Engineer,PHP,,7,меньше 3 месяцев,3200,200,Киев,до 200 человек,Продуктовая,m,26,Высшее,False,выше среднего,Веб-разработка,19/05/2014 11:51:21,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,JavaScript,,10 и более лет,3,1900,-500,Киев,до 50 человек,Аутсорсинговая,m,35,Высшее,False,средний,"Веб-разработка,Телекоммуникации",19/05/2014 11:51:29,Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0
HR,,,меньше 3 месяцев,меньше 3 месяцев,425,85,Киев,до 10 человек,Аутсорсинговая,m,24,Два высших,False,продвинутый,Другое,19/05/2014 11:51:30,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Project Manager / Program Manager,,,6.5,6.5,5000,1000,Львов,до 1000 человек,Аутсорсинговая,m,27,Высшее,False,выше среднего,,19/05/2014 11:51:48,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,Java,,3,1,3300,0,Киев,до 50 человек,Аутстаффинговая,m,24,Высшее,False,средний,Финансы и банки,19/05/2014 11:51:53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,PHP,,2.5,меньше 3 месяцев,1330,800,Харьков,свыше 1000 человек,Аутсорсинговая,m,19,Незаконченное высшее,True,средний,"Веб-разработка,eCommerce",19/05/2014 11:51:57,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Дизайнер,,,10 и более лет,1.5,2000,-300,Киев,до 1000 человек,Продуктовая,m,28,Незаконченное высшее,False,выше среднего,"Веб-разработка,Мультимедиа",19/05/2014 11:52:01,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,Flex/Flash/AIR,,5,5,1700,150,Донецк,до 10 человек,Продуктовая,m,35,Высшее,False,ниже среднего,"Desktop Applications,Финансы и банки",19/05/2014 11:52:10,"Mozilla/5.0 (Linux; U; Android 4.0.3; ru-ru; LG-P880 Build/IML74K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
Software Engineer,C#/.NET,,4,меньше 3 месяцев,1200,500,Львов,до 50 человек,Аутсорсинговая,m,28,Высшее,False,средний,Веб-разработка,19/05/2014 11:52:24,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Senior Software Engineer,Java,,4,2,2600,500,Харьков,до 1000 человек,Аутсорсинговая,m,25,Высшее,False,средний,"Телекоммуникации,Корпоративные системы",19/05/2014 11:52:24,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Software Engineer,C#/.NET,,3,1.75,2220,390,Днепропетровск,до 1000 человек,Продуктовая,m,24,Высшее,False,средний,Веб-разработка,19/05/2014 11:52:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,C#/.NET,,4,1.5,2500,0,Одесса,до 200 человек,Аутсорсинговая,m,25,Высшее,False,продвинутый,Веб-разработка,19/05/2014 11:52:44,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Дизайнер,,,7,1,2000,300,Харьков,до 1000 человек,Продуктовая,m,24,Незаконченное высшее,False,выше среднего,"Gamedev,Мультимедиа",19/05/2014 11:52:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
DBA / Администратор баз данных,,,4,меньше 3 месяцев,2000,0,Киев,до 200 человек,Аутсорсинговая,f,26,Высшее,False,ниже среднего,Финансы и банки,19/05/2014 11:52:55,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,Objective-C,,5,0.5,3000,0,Киев,до 10 человек,Стартап,m,27,Незаконченное высшее,False,ниже среднего,iOS,19/05/2014 11:53:08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Project Manager / Program Manager,,,6.5,9.5,5000,0,Харьков,до 1000 человек,Аутсорсинговая,m,30,Высшее,False,выше среднего,Другое,19/05/2014 11:53:13,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36"
Software Engineer,Java,,2,2,875,175,Киев,свыше 1000 человек,Продуктовая,m,26,Высшее,False,средний,Android,19/05/2014 11:53:18,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0
Software Engineer,Java,,7,5,3075,300,Киев,до 10 человек,Продуктовая,m,28,Высшее,False,продвинутый,"Корпоративные системы,Другое",19/05/2014 11:53:23,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.1(2.0b5) Safari(ReederForMac)"
Project manager,,,1,1,3500,0,Киев,до 200 человек,Продуктовая,f,27,Высшее,False,продвинутый,"iOS,Корпоративные системы",19/05/2014 11:53:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Senior Software Engineer,C#/.NET,,7,меньше 3 месяцев,3900,900,Харьков,до 10 человек,Другая,m,27,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",19/05/2014 11:53:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Technical Lead,C#/.NET,,8.5,2.5,4000,0,Киев,до 50 человек,Продуктовая,m,29,Высшее,False,продвинутый,Desktop Applications,19/05/2014 11:53:44,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
Technical Lead,Objective-C,,3,3,1500,400,Львов,до 1000 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,iOS,19/05/2014 11:53:56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Project manager,,,7,1.5,3500,500,Одесса,до 200 человек,Аутсорсинговая,m,36,Кандидат,False,средний,"Android,iOS",19/05/2014 11:54:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Project manager,,,3.5,3.5,3500,750,Киев,до 1000 человек,Аутсорсинговая,m,26,Высшее,False,выше среднего,"iOS,Веб-разработка",19/05/2014 11:54:06,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Senior QA engineer,,Automation QA,10 и более лет,2,3950,400,Киев,до 200 человек,Аутсорсинговая,m,39,Высшее,False,выше среднего,"Embedded,Другое",19/05/2014 11:54:13,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36"
Software Engineer,C#/.NET,,3,1,2300,0,Харьков,до 1000 человек,Аутсорсинговая,m,24,Высшее,False,средний,Веб-разработка,19/05/2014 11:54:19,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
