"N","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Университет","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","salary","Валюта","cls"
"70","Software Engineer","C#/.NET","","3","3",1875,400,"Львов","до 200 человек","Аутсорсинговая","мужской",25,"Высшее","КНУ им. Шевченко","False","выше среднего","Веб-разработка","12/06/2017 13:11:26","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",3,3,1875,NA,"DEV"
"71","QA engineer","","Performance QA","3","1.5",1100,0,"Днепр","до 1000 человек","Аутсорсинговая","мужской",25,"Высшее","ДНУ им. Гончара","False","средний","Финансы и банки","12/06/2017 13:11:27","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3,1.5,1100,NA,"QA"
"72","Senior Software Engineer","JavaScript","","3","2",2300,500,"Киев","до 50 человек","Продуктовая","мужской",27,"Высшее","КНЭУ","False","средний","Веб-разработка","12/06/2017 13:11:28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",3,2,2300,NA,"DEV"
"73","HTML coder","","","меньше 3 месяцев","меньше 3 месяцев",250,0,"Киев","до 10 человек","Аутсорсинговая","мужской",25,"Высшее","ДонНУ","False","ниже среднего","Веб-разработка","12/06/2017 13:11:29","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",0,0,250,NA,""
"74","Software Engineer","C++","","2","0.5",1700,950,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","НТУУ «КПИ»","False","средний","Мультимедиа","12/06/2017 13:11:36","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",2,0.5,1700,NA,"DEV"
"75","Junior Software Engineer","PHP","","0.25","меньше 3 месяцев",230,58,"Полтава","до 10 человек","Продуктовая","мужской",27,"Техникум / Колледж","","False","ниже среднего","Веб-разработка,Системное программирование","12/06/2017 13:11:42","Mozilla/5.0 (Linux; Android 6.0.1; Redmi Note 3 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",0.25,0,230,NA,"DEV"
"76","Senior Software Engineer","Swift","","6","0.25",4000,0,"Львов","до 10 человек","Продуктовая","мужской",25,"Высшее","Львовская Политехника","False","выше среднего","iOS","12/06/2017 13:11:44","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",6,0.25,4000,NA,"DEV"
"77","Senior Software Engineer","JavaScript","","5","3",4400,800,"Киев","до 10 человек","Аутстаффинговая","мужской",26,"Высшее","НТУУ «КПИ»","False","выше среднего","Веб-разработка","12/06/2017 13:11:51","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",5,3,4400,NA,"DEV"
"78","Senior QA engineer","","Automation QA","6","5",2400,200,"Киев","до 200 человек","Продуктовая","мужской",32,"Высшее","Другой вуз","False","средний","Desktop Applications,Веб-разработка","12/06/2017 13:11:52","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6,5,2400,NA,"QA"
"79","Software Engineer","JavaScript","","2","1.5",500,100,"Киев","до 10 человек","Стартап","мужской",25,"Высшее","КНУТД","False","средний","Веб-разработка","12/06/2017 13:11:55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",2,1.5,500,NA,"DEV"
"80","Senior Software Engineer","JavaScript","","6","1",3800,300,"Удаленно","до 10 человек","Стартап","мужской",25,"Незаконченное высшее","НТУУ «КПИ»","False","выше среднего","Веб-разработка","12/06/2017 13:12:00","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6,1,3800,NA,"DEV"
"81","Junior QA engineer","","Manual QA","0.5","0.5",350,0,"Киев","до 10 человек","Продуктовая","мужской",28,"Высшее","НТУУ «КПИ»","False","выше среднего","Веб-разработка","12/06/2017 13:12:00","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,350,NA,"QA"
"82","QA engineer","","General QA","4","3",1800,200,"Харьков","до 200 человек","Аутсорсинговая","женский",27,"Высшее","Другой вуз","False","выше среднего","Desktop Applications","12/06/2017 13:12:01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",4,3,1800,NA,"QA"
"83","Junior Software Engineer","JavaScript","","0.5","0.5",300,100,"Львов","до 10 человек","Аутсорсинговая","мужской",17,"Среднее","","False","средний","Веб-разработка","12/06/2017 13:12:05","Mozilla/5.0 (Linux; Android 7.0; SM-G925F Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36",0.5,0.5,300,NA,"DEV"
"84","Senior Software Engineer","Java","","8","1",3000,500,"Одесса","до 10 человек","Продуктовая","мужской",30,"Высшее","Другой вуз","False","средний","Другое","12/06/2017 13:12:06","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",8,1,3000,NA,"DEV"
"85","Junior Software Engineer","C","","2","1",400,0,"Харьков","до 10 человек","Аутсорсинговая","мужской",26,"Высшее","ХНУРЭ","False","средний","Embedded","12/06/2017 13:12:16","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,1,400,NA,"DEV"
"86","Senior Software Engineer","JavaScript","","6","0.5",4500,1200,"Киев","до 50 человек","Продуктовая","мужской",27,"Высшее","КНУ им. Шевченко","False","выше среднего","Веб-разработка","12/06/2017 13:12:20","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/95.0.0.54.70;FBBV/59901094;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/10.3.2;FBSS/2;FBCR/Carrier;FBID/phone;FBLC/ru_RU;FBOP/5;FBRV/0]",6,0.5,4500,NA,"DEV"
"87","Project manager","","","0.5","0.5",500,500,"Харьков","до 10 человек","Аутсорсинговая","женский",24,"Высшее","НТУ «ХПИ»","False","выше среднего","Веб-разработка,eCommerce","12/06/2017 13:12:21","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,500,NA,"PM"
"88","Junior Software Engineer","Python","","0.5","0.5",600,0,"Киев","до 10 человек","Аутсорсинговая","мужской",19,"Незаконченное высшее","НТУУ «КПИ»","True","выше среднего","Веб-разработка,eCommerce","12/06/2017 13:12:25","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",0.5,0.5,600,NA,"DEV"
"89","Software Engineer","Swift","","2","1",1600,200,"Львов","до 200 человек","Аутсорсинговая","мужской",22,"Высшее","Львовская Политехника","True","средний","iOS","12/06/2017 13:12:26","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,1,1600,NA,"DEV"
"90","Designer","","","2","1.5",850,300,"Харьков","до 50 человек","Аутсорсинговая","мужской",21,"Высшее","ХНУ им. Каразина","True","средний","Android,iOS","12/06/2017 13:12:26","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",2,1.5,850,NA,""
"91","Senior Software Engineer","Ruby/Rails","","4","4",2800,400,"Днепр","до 50 человек","Аутсорсинговая","мужской",35,"Высшее","Другой вуз","False","средний","Веб-разработка,Финансы и банки","12/06/2017 13:12:35","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4,4,2800,NA,"DEV"
"92","Junior Software Engineer","C#/.NET","","1","1",1000,400,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",33,"Высшее","ЗНТУ","False","продвинутый","Веб-разработка","12/06/2017 13:12:37","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1,1,1000,NA,"DEV"
"93","Software Engineer","PHP","","3","2",1500,600,"Днепр","до 200 человек","Аутсорсинговая","женский",29,"Высшее","Другой вуз","False","выше среднего","eCommerce","12/06/2017 13:12:40","Mozilla/5.0 (Linux; Android 7.0; Nexus 6 Build/NBD92G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36",3,2,1500,NA,"DEV"
"94","Senior Software Engineer","Ruby/Rails","","10 и более лет","0.5",4200,1800,"Киев","до 1000 человек","Аутстаффинговая","мужской",32,"Высшее","Другой вуз","False","средний","Веб-разработка,Корпоративные системы","12/06/2017 13:12:41","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10,0.5,4200,NA,"DEV"
"95","Software Engineer","JavaScript","","4","0.5",1700,300,"Харьков","до 1000 человек","Аутсорсинговая","мужской",27,"Техникум / Колледж","","False","средний","Веб-разработка","12/06/2017 13:12:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",4,0.5,1700,NA,"DEV"
"96","Junior Software Engineer","JavaScript","","0.5","0.5",640,0,"Киев","до 50 человек","Аутсорсинговая","мужской",29,"Высшее","НТУ «ХПИ»","False","выше среднего","Веб-разработка,Корпоративные системы","12/06/2017 13:12:53","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",0.5,0.5,640,NA,"DEV"
"97","Project manager","","","2","1",1000,250,"Киев","до 10 человек","Продуктовая","мужской",23,"Высшее","НАУ","False","средний","Веб-разработка","12/06/2017 13:12:54","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",2,1,1000,NA,"PM"
"98","Software Engineer","Java","","2","1",1200,400,"Киев","до 1000 человек","Аутсорсинговая","мужской",21,"Высшее","НАУ","True","средний","Embedded","12/06/2017 13:12:55","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",2,1,1200,NA,"DEV"
"99","Software Engineer","JavaScript","","4","0.5",2600,1800,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",25,"Высшее","НУПТ","False","средний","Веб-разработка","12/06/2017 13:12:55","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3125.0 Safari/537.36",4,0.5,2600,NA,"DEV"
"100","Data Scientist / Data Analyst","","","10 и более лет","7",3900,0,"Харьков","до 200 человек","Аутсорсинговая","мужской",32,"Высшее","ХНУРЭ","False","выше среднего","Веб-разработка","12/06/2017 13:13:17","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",10,7,3900,NA,""
"101","Junior Software Engineer","C#/.NET","","1.5","1",1000,400,"Харьков","до 200 человек","Аутсорсинговая","женский",21,"Незаконченное высшее","НТУ «ХПИ»","True","выше среднего","Desktop Applications,Веб-разработка","12/06/2017 13:13:19","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1,1000,NA,"DEV"
"102","Software Engineer","Java","","2","2",1650,450,"Киев","до 50 человек","Аутсорсинговая","мужской",27,"Высшее","НТУУ «КПИ»","False","выше среднего","Android","12/06/2017 13:13:24","Mozilla/5.0 (Linux; Android 7.1.1; Nexus 6 Build/NOF26W) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",2,2,1650,NA,"DEV"
"103","Junior QA engineer","","General QA","1.5","1",800,400,"Харьков","до 50 человек","Продуктовая","мужской",31,"Высшее","ХНУРЭ","False","средний","eCommerce","12/06/2017 13:13:25","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36",1.5,1,800,NA,"QA"
"104","Senior QA engineer","","General QA","4","2",1800,200,"Киев","до 200 человек","Аутсорсинговая","мужской",33,"Высшее","Другой вуз","False","выше среднего","eCommerce","12/06/2017 13:13:26","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4,2,1800,NA,"QA"
"105","QA engineer","","Manual QA","2","2",900,250,"Киев","до 200 человек","Аутсорсинговая","мужской",25,"Высшее","НТУУ «КПИ»","False","выше среднего","Android,Веб-разработка","12/06/2017 13:13:28","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,2,900,NA,"QA"
"106","QA Tech Lead","","Manual QA","0.5","0.5",450,140,"Львов","до 1000 человек","Продуктовая","мужской",34,"Среднее","","False","средний","iOS","12/06/2017 13:13:30","Mozilla/5.0 (Linux; Android 6.0; MEIZU_M5 Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.2403.128 Mobile Safari/537.36",0.5,0.5,450,NA,"QA"
"107","Junior QA engineer","","General QA","1","1",800,300,"Киев","до 1000 человек","Аутсорсинговая","мужской",20,"Незаконченное высшее","НТУУ «КПИ»","True","выше среднего","Веб-разработка","12/06/2017 13:13:47","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1,1,800,NA,"QA"
