,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты за 12 месяцев,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Университет,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
,QA engineer,,Automation QA,3,3,1235,300,Львов,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,Львовская Политехника,False,ниже среднего,"Веб-разработка,Корпоративные системы",20/12/2016 10:17:07,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36"
,Software Engineer,PHP,,5,1.5,2300,300,Киев,до 1000 человек,Аутсорсинговая,m,29,Высшее,ДонНТУ,False,продвинутый,Веб-разработка,20/12/2016 10:17:08,"Mozilla/5.0 (Linux; Android 5.1.1; Mi-4c Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Software Engineer,Swift,,1.5,1,1500,700,Киев,до 10 человек,Аутстаффинговая,m,21,Высшее,НТУУ «КПИ»,False,выше среднего,iOS,20/12/2016 10:17:25,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1"
,Junior Software Engineer,Python,,0.5,0.5,240,0,Киев,до 50 человек,Продуктовая,m,21,Высшее,Другой вуз,False,ниже среднего,Веб-разработка,20/12/2016 10:17:36,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0
,Junior Software Engineer,Java,,1,1,500,150,Одесса,до 1000 человек,Продуктовая,m,22,Незаконченное высшее,Другой вуз,True,средний,"Embedded,Телекоммуникации",20/12/2016 10:17:39,"Mozilla/5.0 (Linux; Android 6.0; X5max_PRO Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 YaBrowser/16.10.2.1487.00 Mobile Safari/537.36"
,Junior Software Engineer,Java,,0.5,0.25,400,400,Харьков,свыше 1000 человек,Аутсорсинговая,f,23,Высшее,ХНУ им. Каразина,False,средний,Веб-разработка,20/12/2016 10:17:47,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0
,Software Engineer,PHP,,3,0.5,1800,500,Одесса,до 10 человек,Продуктовая,m,26,Высшее,Другой вуз,False,ниже среднего,Веб-разработка,20/12/2016 10:17:56,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/53.0.2785.143 Chrome/53.0.2785.143 Safari/537.36"
,Junior Software Engineer,JavaScript,,1.5,1,650,320,Винница,до 50 человек,Аутсорсинговая,m,21,Незаконченное высшее,ВНТУ,True,средний,"Android,iOS",20/12/2016 10:17:59,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,QA engineer,,Manual QA,2,1,700,0,Киев,до 200 человек,Продуктовая,m,25,Высшее,КНУ им. Шевченко,False,средний,"iOS,Gamedev",20/12/2016 10:18:25,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36 OPR/41.0.2353.69"
,Software Engineer,PHP,,4,2,1000,0,Сумы,до 200 человек,Аутсорсинговая,m,25,Высшее,СумГУ,False,средний,Веб-разработка,20/12/2016 10:18:30,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,JavaScript,,2,0.5,1000,500,Киев,до 50 человек,Аутсорсинговая,m,24,Среднее,,False,выше среднего,Веб-разработка,20/12/2016 10:18:42,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,Software Engineer,Ruby/Rails,,3,1.5,3100,200,Киев,до 200 человек,Аутсорсинговая,m,27,Незаконченное высшее,НТУУ «КПИ»,False,средний,"Веб-разработка,Корпоративные системы",20/12/2016 10:18:42,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,Senior Software Engineer,JavaScript,,4,0.25,3500,700,Киев,до 200 человек,Продуктовая,m,27,Два высших,ХНУРЭ,True,выше среднего,Веб-разработка,20/12/2016 10:18:56,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1"
,Senior QA engineer,,Manual QA,6,6,2100,200,Львов,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,ЛНУ им. Франко,False,выше среднего,"Desktop Applications,Веб-разработка",20/12/2016 10:19:25,"Mozilla/5.0 (Linux; Android 5.1; m2 note Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.2214.114 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/105.0.0.23.137;]"
,Senior Software Engineer,C#/.NET,,10 и более лет,4,3600,0,Киев,свыше 1000 человек,Аутсорсинговая,m,32,Высшее,ДонНТУ,False,выше среднего,"Desktop Applications,Корпоративные системы",20/12/2016 10:19:34,Mozilla/5.0 (Windows NT 10.0; Win64; x64; Trident/7.0; rv:11.0) like Gecko
,Software Engineer,C++,,3,1.5,1700,500,Львов,свыше 1000 человек,Аутсорсинговая,m,24,Незаконченное высшее,Другой вуз,False,средний,Desktop Applications,20/12/2016 10:19:37,"Mozilla/5.0 (Linux; Android 6.0.1; Lenovo P1a42 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Junior Software Engineer,PHP,,2,1,850,150,Одесса,до 200 человек,Аутсорсинговая,m,21,Незаконченное высшее,ОНПУ,False,выше среднего,Веб-разработка,20/12/2016 10:19:48,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi Note 3 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Senior Software Engineer,PHP,,10 и более лет,2,3200,800,Киев,до 200 человек,Продуктовая,m,30,Высшее,НаУКМА,False,выше среднего,"Desktop Applications,Веб-разработка",20/12/2016 10:20:01,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,Python,,2,1,1200,-100,Киев,до 200 человек,Аутсорсинговая,m,26,Высшее,Другой вуз,False,средний,Веб-разработка,20/12/2016 10:20:05,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0
,Project manager,,,2,2,1000,250,Киев,до 50 человек,Аутсорсинговая,m,23,Два высших,Другой вуз,False,средний,"Android,iOS",20/12/2016 10:20:06,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Project manager,,,4,меньше 3 месяцев,3500,0,Киев,до 1000 человек,Аутсорсинговая,m,34,Техникум / Колледж,,False,выше среднего,Embedded,20/12/2016 10:20:09,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,Java,,2,0.5,1700,700,Львов,до 200 человек,Аутсорсинговая,m,23,Высшее,Львовская Политехника,False,выше среднего,Веб-разработка,20/12/2016 10:20:22,"Mozilla/5.0 (Linux; Android 7.1.1; Nexus 5X Build/NMF26F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Software Engineer,JavaScript,,1.5,0.25,1500,1000,Киев,до 50 человек,Продуктовая,m,21,Высшее,НТУУ «КПИ»,False,выше среднего,"Веб-разработка,Gamedev",20/12/2016 10:20:22,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,C#/.NET,,5,0.5,1600,1200,Киев,до 10 человек,Аутсорсинговая,m,26,Техникум / Колледж,,False,средний,"Системное программирование,Корпоративные системы",20/12/2016 10:20:26,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior Software Engineer,PHP,,0.25,0.25,450,0,Киев,до 10 человек,Аутстаффинговая,m,24,Высшее,НТУУ «КПИ»,False,средний,"Веб-разработка,eCommerce",20/12/2016 10:20:38,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0
,Software Engineer,JavaScript,,5,0.5,1500,300,Винница,до 50 человек,Аутсорсинговая,m,26,Высшее,Другой вуз,False,ниже среднего,Веб-разработка,20/12/2016 10:20:39,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,QA engineer,,Manual QA,3,3,700,100,Днепр,до 200 человек,Продуктовая,m,24,Высшее,ДНУЖТ,False,выше среднего,eCommerce,20/12/2016 10:20:41,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36"
,Junior Software Engineer,Java,,1,1,700,400,Львов,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,Львовская Политехника,False,средний,Веб-разработка,20/12/2016 10:21:13,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,C#/.NET,,1,0.25,1300,800,Киев,до 10 человек,Продуктовая,m,22,Высшее,Другой вуз,False,средний,Веб-разработка,20/12/2016 10:21:16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Technical Lead,JavaScript,,10 и более лет,1,4700,400,Киев,свыше 1000 человек,Аутстаффинговая,m,31,Кандидат,ДонНТУ,False,выше среднего,Веб-разработка,20/12/2016 10:21:18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12"
,Software Engineer,C#/.NET,,2,1,1300,200,Львов,до 50 человек,Аутсорсинговая,m,18,Незаконченное высшее,Львовская Политехника,True,выше среднего,"Android,Gamedev",20/12/2016 10:21:23,"Mozilla/5.0 (Linux; Android 6.0.1; LENOVO S860 Build/MOB30M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.23 Mobile Safari/537.36"
,QA Tech Lead,,General QA,10 и более лет,10 и более лет,2900,100,Харьков,до 1000 человек,Аутсорсинговая,m,41,Кандидат,Другой вуз,False,средний,Embedded,20/12/2016 10:21:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,Java,,5,5,1700,150,Львов,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,Львовская Политехника,False,средний,Другое,20/12/2016 10:21:35,"Mozilla/5.0 (Linux; Android 5.1; HUAWEI TIT-U02 Build/HUAWEITIT-U02) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/39.0.0.0 Mobile Safari/537.36"
,Software Engineer,Python,,5,2,3200,400,Львов,до 50 человек,Стартап,m,31,Высшее,ХНУРЭ,False,продвинутый,Веб-разработка,20/12/2016 10:21:36,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"
,Product Manager,,,8,2,1000,300,Луцк,до 10 человек,Продуктовая,m,36,Высшее,Другой вуз,False,выше среднего,Веб-разработка,20/12/2016 10:21:58,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0
,Software Engineer,PHP,,5,1,2000,500,Киев,до 50 человек,Аутсорсинговая,m,22,Высшее,Другой вуз,False,ниже среднего,"Веб-разработка,Корпоративные системы",20/12/2016 10:22:13,"Mozilla/5.0 (Linux; Android 5.1; Lenovo P70-A Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Software Engineer,C++,,5,1.5,1200,0,Киев,до 1000 человек,Продуктовая,m,25,Высшее,Другой вуз,False,средний,Desktop Applications,20/12/2016 10:22:16,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0
,Technical Lead,C#/.NET,,10 и более лет,3,3300,300,Николаев,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,ЧГУ им. Петра Могилы,False,выше среднего,"Android,iOS",20/12/2016 10:22:35,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,Junior QA engineer,,Manual QA,меньше 3 месяцев,меньше 3 месяцев,200,0,Киев,до 50 человек,Продуктовая,f,21,Незаконченное высшее,НТУУ «КПИ»,True,выше среднего,"iOS,Веб-разработка",20/12/2016 10:22:41,"Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 630 Dual SIM) like iPhone OS 7_0_3 Mac OS X AppleWebKit/537 (KHTML, like Gecko) Mobile Safari/537"
,Junior Software Engineer,JavaScript,,1,0.25,1000,300,Киев,до 50 человек,Аутсорсинговая,m,18,Среднее,,True,ниже среднего,Веб-разработка,20/12/2016 10:22:51,"Mozilla/5.0 (Linux; Android 6.0; HT17 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.124 Mobile Safari/537.36"
,DBA,,,2,меньше 3 месяцев,2600,2300,Киев,до 200 человек,Продуктовая,m,22,Высшее,НУК,False,средний,Другое,20/12/2016 10:23:06,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"
,Junior QA engineer,,Manual QA,0.25,0.25,500,0,Киев,до 200 человек,Продуктовая,f,27,Высшее,НТУУ «КПИ»,False,выше среднего,"Android,Gamedev",20/12/2016 10:23:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,PHP,,4,4,1500,200,Львов,до 50 человек,Аутсорсинговая,m,25,Высшее,ЛНУ им. Франко,False,средний,"Веб-разработка,Gamedev",20/12/2016 10:23:18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior Software Engineer,C#/.NET,,0.5,0.5,460,0,Днепр,до 50 человек,Аутсорсинговая,m,23,Высшее,ДНУ им. Гончара,False,выше среднего,Веб-разработка,20/12/2016 10:23:53,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
,Software Engineer,JavaScript,,1,меньше 3 месяцев,1800,1100,Киев,свыше 1000 человек,Аутстаффинговая,m,25,Два высших,Другой вуз,False,выше среднего,"Веб-разработка,Финансы и банки",20/12/2016 10:23:53,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Data Scientist / Data Analyst,,,4,2,2000,0,Киев,до 50 человек,Стартап,m,23,Высшее,НАУ,False,выше среднего,Другое,20/12/2016 10:23:57,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,QA engineer,,Manual QA,3,2,1000,300,Киев,до 200 человек,Продуктовая,m,24,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,20/12/2016 10:24:05,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,Java,,5,0.25,2300,2300,Одесса,свыше 1000 человек,Аутсорсинговая,m,23,Высшее,ОНПУ,False,средний,Мультимедиа,20/12/2016 10:24:09,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
