"Город","Зарплата.в.месяц","Изменение.зарплаты","Должность","exp","current_job_exp","Язык.программирования","Специализация","Возраст","Пол","Образование","Уровень.английского","Размер.компании"
"231","Харьков",1700,150,"Senior Software Engineer",5,2,"PHP","",28,"мужской","Высшее","средний","до 50 человек"
"232","Харьков",1800,400,"Senior Software Engineer",6,6,"Objective-C","",27,"мужской","Высшее","выше среднего","до 1000 человек"
"233","Киев",2500,0,"Senior Software Engineer",5.5,0,"C#/.NET","",29,"мужской","Высшее","выше среднего","до 50 человек"
"234","Донецк",750,0,"Junior Software Engineer",0.5,0,"Java","",27,"женский","Высшее","выше среднего","до 200 человек"
"235","Донецк",800,250,"Software Engineer",2,0.75,"JavaScript","",27,"мужской","Два высших","ниже среднего","до 200 человек"
"236","Львов",1500,300,"Software Engineer",2.5,2,"C#/.NET","",24,"мужской","Высшее","средний","до 50 человек"
"237","Львов",500,0,"Junior Software Engineer",1,1,"C","",25,"мужской","Высшее","ниже среднего","до 1000 человек"
"238","Киев",1481,0,"Project manager",7,1,"","",30,"мужской","Высшее","ниже среднего","до 200 человек"
"239","Харьков",2700,900,"Senior QA engineer",7,5.5,"","Automation QA",28,"мужской","Кандидат","выше среднего","до 1000 человек"
"240","Киев",2600,1600,"Technical Lead",5,1,"Python","",24,"мужской","Высшее","выше среднего","до 50 человек"
"241","Николаев",450,0,"Гейм-дизайнер",1,0.25,"","",25,"мужской","Высшее","средний","до 200 человек"
"242","Львов",1940,1300,"Software Engineer",4.5,0.25,"C#/.NET","",23,"мужской","Высшее","выше среднего","до 200 человек"
"243","Киев",3200,1200,"Senior Software Engineer",6.5,0,"C#/.NET","",27,"мужской","Высшее","средний","до 50 человек"
"244","Львов",625,300,"Junior QA engineer",1,1,"","Automation QA",22,"мужской","Высшее","средний","до 50 человек"
"245","Херсон",900,0,"Software Engineer",6,1,"PHP","",25,"мужской","Незаконченное высшее","ниже среднего","до 10 человек"
"246","Харьков",2300,1100,"Software Engineer",2.5,2.5,"C#/.NET","",21,"мужской","Высшее","выше среднего","до 1000 человек"
"247","Симферополь",2000,0,"Technical Lead",10,2,"PHP","",28,"мужской","Незаконченное высшее","средний","до 50 человек"
"248","Киев",1500,200,"Project manager",5,5,"","",28,"мужской","Высшее","средний","до 10 человек"
"249","Донецк",1400,400,"DBA / Администратор баз данных",7,1,"","",27,"мужской","Высшее","средний","до 200 человек"
"250","Харьков",3300,1100,"QA Tech Lead",2,0,"","Automation QA",26,"мужской","Высшее","продвинутый","до 200 человек"
"251","Львов",900,300,"Software Engineer",2,2,"Objective-C","",20,"мужской","Незаконченное высшее","ниже среднего","до 50 человек"
"252","Львов",3550,0,"Technical Lead",8.5,2.5,"Java","",29,"мужской","Высшее","выше среднего","до 200 человек"
"253","Киев",3000,500,"Senior Software Engineer",6.5,3.5,"JavaScript","",24,"мужской","Незаконченное высшее","выше среднего","до 10 человек"
"254","Киев",1000,0,"Junior Software Engineer",0.5,0.5,"Java","",28,"мужской","Высшее","ниже среднего","до 10 человек"
"255","Харьков",1800,900,"Software Engineer",4,0.5,"PHP","",22,"мужской","Высшее","средний","до 10 человек"
"256","Харьков",1750,800,"Бизнес-аналитик",4.5,1,"","",27,"мужской","Два высших","продвинутый","свыше 1000 человек"
"257","Киев",3000,400,"Software Engineer",4,0.75,"C#/.NET","",28,"мужской","Высшее","выше среднего","свыше 1000 человек"
"258","Киев",3500,300,"Senior Software Engineer",9.5,1.5,"C#/.NET","",30,"мужской","Высшее","средний","до 200 человек"
"259","Львов",2200,400,"Senior Software Engineer",6,1,"PHP","",26,"мужской","Незаконченное высшее","ниже среднего","до 200 человек"
"260","Киев",1800,201,"Team lead",6,2,"","",29,"мужской","Высшее","ниже среднего","до 50 человек"
"261","Киев",1375,190,"Senior Software Engineer",5.5,2.5,"PHP","",24,"мужской","Высшее","продвинутый","до 50 человек"
"262","Запорожье",500,0,"Системный администратор",1,0.5,"","",23,"мужской","Высшее","ниже среднего","до 200 человек"
"263","Львов",3800,0,"Director of Engineering / Program Director",7,2,"","",35,"мужской","Два высших","продвинутый","до 1000 человек"
"264","Львов",3100,500,"Technical Lead",8,7,"Java","",27,"мужской","Высшее","выше среднего","до 1000 человек"
"265","Львов",450,0,"Junior Software Engineer",0.5,0.5,"Ruby/Rails","",24,"мужской","Высшее","средний","до 50 человек"
"266","Львов",2000,700,"Software Engineer",4,2,"PHP","",26,"мужской","Высшее","выше среднего","до 200 человек"
"267","Черновцы",300,0,"Junior QA engineer",0,0,"","Manual QA",22,"мужской","Незаконченное высшее","средний","до 50 человек"
"268","Львов",1200,400,"Software Engineer",3,1,"JavaScript","",21,"мужской","Высшее","выше среднего","до 200 человек"
"269","Донецк",1400,700,"Software Engineer",3,0.75,"JavaScript","",27,"мужской","Высшее","средний","до 200 человек"
"270","Киев",2600,100,"Senior Software Engineer",10,1,"SQL","",22,"мужской","Два высших","средний","свыше 1000 человек"
"271","Львов",1500,500,"QA engineer",3,3,"","General QA",25,"мужской","Незаконченное высшее","выше среднего","до 1000 человек"
"272","Львов",2565,285,"Senior Software Engineer",10,1,"PHP","",32,"мужской","Незаконченное высшее","средний","до 1000 человек"
"273","Донецк",1200,650,"Junior Software Engineer",1,1,"Objective-C","",23,"мужской","Высшее","средний","до 200 человек"
"274","Киев",1500,0,"Дизайнер",4,1.5,"","",23,"мужской","Незаконченное высшее","выше среднего","до 10 человек"
"275","Харьков",1600,50,"Senior QA engineer",7,1.25,"","Manual QA",27,"мужской","Высшее","выше среднего","до 1000 человек"
"276","Киев",1500,200,"Технический писатель",3.5,0.25,"","",24,"женский","Высшее","продвинутый","до 200 человек"
"277","Харьков",3000,600,"Senior Software Engineer",10,0.5,"C#/.NET","",33,"мужской","Высшее","продвинутый","до 1000 человек"
"278","Киев",3500,200,"Senior QA engineer",7,1.75,"","General QA",27,"мужской","Высшее","выше среднего","свыше 1000 человек"
"279","Киев",3500,700,"Senior Software Engineer",10,0.5,"JavaScript","",35,"мужской","Высшее","выше среднего","до 200 человек"
"280","Днепр.",2000,1300,"Software Engineer",1.75,0,"C#/.NET","",21,"мужской","Высшее","средний","до 50 человек"
"281","Львов",750,300,"Junior QA engineer",1.75,1.75,"","Manual QA",25,"мужской","Два высших","средний","свыше 1000 человек"
