"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"74",NA,"Team lead","","","10 и более лет","0.75",3800,700,"Львов","до 10 человек","Аутсорсинговая","мужской",34,"Два высших","False","продвинутый","Веб-разработка,Корпоративные системы","20/12/2013 12:39:27","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:20.0) Gecko/20100101 Firefox/20.0",10,0.75,"Львов",3800,NA,"PM"
"75",NA,"Software Engineer","Java","","3","3",2500,500,"Киев","до 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","выше среднего","Телекоммуникации,Корпоративные системы","20/12/2013 12:39:34","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",3,3,"Киев",2500,NA,"DEV"
"76",NA,"Technical Lead","JavaScript","","7","0.5",4000,0,"Киев","до 10 человек","Стартап","мужской",28,"Высшее","False","выше среднего","Веб-разработка","20/12/2013 12:39:39","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",7,0.5,"Киев",4000,NA,"SDEV"
"77",NA,"Software Engineer","Python","","3","3",2150,650,"Киев","до 50 человек","Аутсорсинговая","мужской",23,"Высшее","False","выше среднего","Веб-разработка,Финансы и банки","20/12/2013 12:40:14","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",3,3,"Киев",2150,NA,"DEV"
"78",NA,"Senior Software Engineer","Python","","6.5","меньше 3 месяцев",4500,500,"Киев","до 10 человек","Продуктовая","мужской",25,"Высшее","False","выше среднего","Веб-разработка,eCommerce","20/12/2013 12:40:37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/26.0",6.5,0,"Киев",4500,NA,"DEV"
"79",NA,"Software Engineer","PHP","","3","1",3400,600,"Киев","до 50 человек","Продуктовая","мужской",26,"Высшее","False","выше среднего","Веб-разработка","20/12/2013 12:40:48","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36",3,1,"Киев",3400,NA,"DEV"
"80",NA,"QA engineer","","Manual QA","2.5","0.75",700,0,"Харьков","до 200 человек","Аутстаффинговая","мужской",24,"Высшее","False","ниже среднего","Android,iOS","20/12/2013 12:40:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2.5,0.75,"Харьков",700,NA,"QA"
"81",NA,"Software Engineer","PHP","","2.5","2.5",500,0,"Ивано-Франковск","до 10 человек","Другая","мужской",24,"Высшее","False","ниже среднего","Веб-разработка","20/12/2013 12:40:58","Opera/9.80 (X11; Linux x86_64) Presto/2.12.388 Version/12.16",2.5,2.5,"other",500,NA,"DEV"
"82",NA,"Дизайнер","","","10 и более лет","1",4000,0,"Запорожье","до 10 человек","Стартап","мужской",32,"Высшее","False","выше среднего","Другое","20/12/2013 12:41:01","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11",10,1,"other",4000,NA,""
"83",NA,"Senior Software Engineer","Flex/Flash/AIR","","4","2",2000,0,"Луганск","до 10 человек","Другая","мужской",30,"Высшее","False","средний","Gamedev","20/12/2013 12:41:18","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",4,2,"other",2000,NA,"DEV"
"84",NA,"Software Engineer","Java","","4.5","4.5",2000,0,"Днепр.","до 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","выше среднего","Корпоративные системы","20/12/2013 12:41:33","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",4.5,4.5,"Днепр.",2000,NA,"DEV"
"85",NA,"Software Engineer","Java","","2.5","1",2300,750,"Днепр.","свыше 1000 человек","Аутсорсинговая","мужской",32,"Высшее","False","средний","Финансы и банки","20/12/2013 12:41:36","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36",2.5,1,"Днепр.",2300,NA,"DEV"
"86",NA,"Senior Software Engineer","Flex/Flash/AIR","","5","0.5",3500,300,"Киев","до 200 человек","Аутсорсинговая","мужской",26,"Высшее","False","выше среднего","Веб-разработка,Финансы и банки","20/12/2013 12:41:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",5,0.5,"Киев",3500,NA,"DEV"
"87",NA,"QA engineer","","Manual QA","2.5","2.5",1180,500,"Киев","до 50 человек","Продуктовая","мужской",25,"Высшее","False","ниже среднего","Android,iOS","20/12/2013 12:41:55","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2.5,2.5,"Киев",1180,NA,"QA"
"88",NA,"Technical Lead","PHP","","9","8",3500,300,"Харьков","до 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","ниже среднего","Веб-разработка","20/12/2013 12:42:00","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",9,8,"Харьков",3500,NA,"SDEV"
"89",NA,"QA engineer","","General QA","2.5","2.5",800,200,"Львов","до 200 человек","Аутсорсинговая","женский",27,"Высшее","False","выше среднего","Веб-разработка,Другое","20/12/2013 12:42:22","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",2.5,2.5,"Львов",800,NA,"QA"
"90",NA,"Software Engineer","PHP","","3","0.5",2000,500,"Киев","до 10 человек","Стартап","мужской",24,"Высшее","False","выше среднего","Веб-разработка","20/12/2013 12:42:23","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",3,0.5,"Киев",2000,NA,"DEV"
"91",NA,"Дизайнер","","","9","7",2500,200,"Киев","до 50 человек","Продуктовая","мужской",30,"Среднее","False","элементарный","Веб-разработка","20/12/2013 12:42:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.55 Safari/537.36",9,7,"Киев",2500,NA,""
"92",NA,"Director of Engineering / Program Director","","","10 и более лет","1.5",3500,0,"Киев","до 50 человек","Продуктовая","мужской",35,"Два высших","False","средний","Desktop Applications,Системное программирование","20/12/2013 12:42:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",10,1.5,"Киев",3500,NA,"SPM"
"93",NA,"Software Engineer","C#/.NET","","6.5","3",2600,200,"Львов","до 200 человек","Аутстаффинговая","мужской",27,"Высшее","False","выше среднего","Desktop Applications,Другое","20/12/2013 12:42:55","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0",6.5,3,"Львов",2600,NA,"DEV"
"94",NA,"Senior Software Engineer","JavaScript","","9","2",3900,500,"Одесса","до 50 человек","Продуктовая","мужской",27,"Высшее","False","выше среднего","Веб-разработка","20/12/2013 12:43:10","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",9,2,"Одесса",3900,NA,"DEV"
"95",NA,"Support","","","0.25","0.25",450,0,"Львов","до 1000 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","True","выше среднего","Другое","20/12/2013 12:43:16","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0.25,0.25,"Львов",450,NA,""
"96",NA,"Senior QA engineer","","Automation QA","10 и более лет","6",2100,100,"Донецк","до 200 человек","Продуктовая","мужской",35,"Высшее","False","средний","Веб-разработка,Телекоммуникации","20/12/2013 12:43:30","Mozilla/5.0 (Windows NT 6.1; rv:26.0) Gecko/20100101 Firefox/26.0",10,6,"other",2100,NA,"QA"
"97",NA,"Junior Software Engineer","Java","","1.5","меньше 3 месяцев",900,0,"Киев","до 200 человек","Аутсорсинговая","женский",24,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","20/12/2013 12:43:42","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",1.5,0,"Киев",900,NA,"DEV"
"98",NA,"Software Engineer","PHP","","3.5","3.5",2100,400,"Львов","до 200 человек","Аутсорсинговая","мужской",26,"Высшее","False","средний","Веб-разработка,eCommerce","20/12/2013 12:43:52","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",3.5,3.5,"Львов",2100,NA,"DEV"
"99",NA,"Technical Lead","Other","","10 и более лет","5.5",2300,100,"Винница","до 1000 человек","Продуктовая","мужской",31,"Высшее","False","средний","Gamedev","20/12/2013 12:43:58","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",10,5.5,"other",2300,NA,"SDEV"
"100",NA,"Junior Software Engineer","PHP","","1.5","1.25",900,400,"Днепр.","до 1000 человек","Продуктовая","мужской",22,"Высшее","False","средний","Финансы и банки","20/12/2013 12:43:59","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",1.5,1.25,"Днепр.",900,NA,"DEV"
"101",NA,"Senior Software Engineer","C#/.NET","","7","6.5",2160,100,"Севастополь","до 10 человек","Продуктовая","мужской",28,"Высшее","False","ниже среднего","Desktop Applications,Финансы и банки","20/12/2013 12:44:12","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",7,6.5,"other",2160,NA,"DEV"
"102",NA,"Junior Software Engineer","Java","","0.25","0.25",700,0,"Днепр.","до 50 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","True","выше среднего","Android","20/12/2013 12:44:29","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.3 Safari/537.36",0.25,0.25,"Днепр.",700,NA,"DEV"
"103",NA,"Software Engineer","C","","3","3",1900,0,"Харьков","до 200 человек","Продуктовая","мужской",31,"Кандидат","False","продвинутый","Embedded,Телекоммуникации","20/12/2013 12:44:34","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22",3,3,"Харьков",1900,NA,"DEV"
"104",NA,"Senior Software Engineer","Java","","6.5","2.5",2200,300,"Харьков","до 200 человек","Аутсорсинговая","мужской",30,"Высшее","False","выше среднего","Desktop Applications,Веб-разработка","20/12/2013 12:44:37","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",6.5,2.5,"Харьков",2200,NA,"DEV"
"105",NA,"Technical Lead","JavaScript","","10 и более лет","0.5",2800,-700,"Киев","до 1000 человек","Продуктовая","мужской",29,"Высшее","False","средний","Веб-разработка","20/12/2013 12:44:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0",10,0.5,"Киев",2800,NA,"SDEV"
"106",NA,"Software Engineer","SQL","","2","2",1100,400,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","eCommerce","20/12/2013 12:44:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2,2,"Львов",1100,NA,"DEV"
"107",NA,"Верстальщик","","","6.5","5.5",1800,100,"Харьков","до 200 человек","Аутсорсинговая","мужской",28,"Два высших","False","ниже среднего","Веб-разработка","20/12/2013 12:45:27","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0",6.5,5.5,"Харьков",1800,NA,""
"108",NA,"Software Engineer","C++","","10 и более лет","2",2300,600,"Киев","до 10 человек","Аутсорсинговая","мужской",33,"Высшее","False","ниже среднего","Desktop Applications,Другое","20/12/2013 12:45:29","Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0",10,2,"Киев",2300,NA,"DEV"
"109",NA,"Software Engineer","Other","","10 и более лет","1.5",1800,0,"Киев","до 50 человек","Аутстаффинговая","мужской",33,"Высшее","False","элементарный","Корпоративные системы","20/12/2013 12:45:33","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0",10,1.5,"Киев",1800,NA,"DEV"
"110",NA,"Senior Software Engineer","Ruby/Rails","","4","2",3100,0,"Днепр.","до 50 человек","Продуктовая","мужской",25,"Высшее","False","средний","Веб-разработка","20/12/2013 12:45:44","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:29.0) Gecko/20100101 Firefox/29.0",4,2,"Днепр.",3100,NA,"DEV"
"111",NA,"Senior Software Engineer","PHP","","7","1.5",2200,500,"Киев","до 50 человек","Аутсорсинговая","мужской",30,"Высшее","False","средний","Веб-разработка","20/12/2013 12:45:46","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",7,1.5,"Киев",2200,NA,"DEV"
"112",NA,"Junior Software Engineer","Java","","меньше 3 месяцев","1",600,200,"Львов","до 200 человек","Аутсорсинговая","мужской",22,"Высшее","False","выше среднего","Android","20/12/2013 12:45:51","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0,1,"Львов",600,NA,"DEV"
"113",NA,"Senior Software Engineer","Ruby/Rails","","2","0.5",3000,1000,"Киев","до 50 человек","Продуктовая","мужской",27,"Среднее","False","средний","Веб-разработка,Мультимедиа","20/12/2013 12:46:00","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36",2,0.5,"Киев",3000,NA,"DEV"
