"N","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Университет","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"69",NA,"HTML coder","","","1.5","1.5",600,400,"Киев","до 10 человек","Другая","мужской",22,"Высшее","НТУУ «КПИ»","True","ниже среднего","Веб-разработка","20/12/2016 10:16:00","Mozilla/5.0 (Linux; Android 5.1; m3 note Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",1.5,1.5,"Киев",600,NA,""
"70",NA,"Project manager","","","10 и более лет","6",1500,-500,"Киев","до 10 человек","Другая","мужской",33,"Два высших","НТУУ «КПИ»","False","продвинутый","Другое","20/12/2016 10:16:02","Mozilla/5.0 (Linux; Android 6.0.1; E6653 Build/32.2.A.0.224) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",10,6,"Киев",1500,NA,"PM"
"71",NA,"Senior Software Engineer","Java","","4","0.5",4000,1500,"Киев","до 50 человек","Продуктовая","мужской",23,"Высшее","НАУ","False","выше среднего","Gamedev","20/12/2016 10:16:11","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",4,0.5,"Киев",4000,NA,"DEV"
"72",NA,"Junior Software Engineer","PHP","","1.5","1",600,200,"Харьков","до 10 человек","Аутсорсинговая","женский",28,"Высшее","НТУ «ХПИ»","False","средний","eCommerce","20/12/2016 10:16:15","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0",1.5,1,"Харьков",600,NA,"DEV"
"73",NA,"Junior QA engineer","","Manual QA","меньше 3 месяцев","меньше 3 месяцев",150,0,"Харьков","до 50 человек","Аутсорсинговая","женский",22,"Незаконченное высшее","ХНУ им. Каразина","True","средний","Android,iOS","20/12/2016 10:16:20","Mozilla/5.0 (Linux; Android 6.0.1; Redmi 3S Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",0,0,"Харьков",150,NA,"QA"
"74",NA,"Senior Software Engineer","C#/.NET","","6","0.5",4200,800,"Харьков","до 50 человек","Продуктовая","мужской",26,"Незаконченное высшее","ХНУРЭ","False","средний","Веб-разработка,eCommerce","20/12/2016 10:16:30","Mozilla/5.0 (Linux; Android 5.1.1; MI 4S Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",6,0.5,"Харьков",4200,NA,"DEV"
"75",NA,"Software Engineer","Objective-C","","5","2",2300,0,"Харьков","до 50 человек","Аутсорсинговая","мужской",30,"Высшее","ХАИ","False","средний","iOS","20/12/2016 10:16:31","Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A456 Safari/602.1",5,2,"Харьков",2300,NA,"DEV"
"76",NA,"Senior Software Engineer","C","","10 и более лет","9",3200,0,"Чернигов","до 10 человек","Продуктовая","мужской",30,"Высшее","Другой вуз","False","средний","Embedded","20/12/2016 10:16:38","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",10,9,"other",3200,NA,"DEV"
"77",NA,"QA engineer","","Manual QA","1.5","1.5",550,400,"Луцк","до 200 человек","Аутсорсинговая","мужской",27,"Высшее","КНЭУ","False","выше среднего","Веб-разработка","20/12/2016 10:16:43","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36",1.5,1.5,"other",550,NA,"QA"
"78",NA,"Sysadmin","","","6","4",200,0,"Харьков","до 50 человек","Другая","мужской",26,"Высшее","ХАИ","False","ниже среднего","Корпоративные системы,Мультимедиа","20/12/2016 10:16:48","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.14971",6,4,"Харьков",200,NA,""
"79",NA,"Product Manager","","","1","1",1500,500,"Киев","до 200 человек","Продуктовая","мужской",28,"Высшее","Другой вуз","False","средний","Desktop Applications,Корпоративные системы","20/12/2016 10:16:52","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",1,1,"Киев",1500,NA,""
"80",NA,"Software Engineer","Java","","3","меньше 3 месяцев",2200,0,"Одесса","до 1000 человек","Продуктовая","мужской",29,"Высшее","ОНУ им. Мечникова","False","выше среднего","Телекоммуникации,Корпоративные системы","20/12/2016 10:16:56","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",3,0,"Одесса",2200,NA,"DEV"
"81",NA,"QA engineer","","Automation QA","3","3",1235,300,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",27,"Высшее","Львовская Политехника","False","ниже среднего","Веб-разработка,Корпоративные системы","20/12/2016 10:17:07","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",3,3,"Львов",1235,NA,"QA"
"82",NA,"Software Engineer","PHP","","5","1.5",2300,300,"Киев","до 1000 человек","Аутсорсинговая","мужской",29,"Высшее","ДонНТУ","False","продвинутый","Веб-разработка","20/12/2016 10:17:08","Mozilla/5.0 (Linux; Android 5.1.1; Mi-4c Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",5,1.5,"Киев",2300,NA,"DEV"
"83",NA,"Software Engineer","Swift","","1.5","1",1500,700,"Киев","до 10 человек","Аутстаффинговая","мужской",21,"Высшее","НТУУ «КПИ»","False","выше среднего","iOS","20/12/2016 10:17:25","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1",1.5,1,"Киев",1500,NA,"DEV"
"84",NA,"Junior Software Engineer","Python","","0.5","0.5",240,0,"Киев","до 50 человек","Продуктовая","мужской",21,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка","20/12/2016 10:17:36","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0",0.5,0.5,"Киев",240,NA,"DEV"
"85",NA,"Junior Software Engineer","Java","","1","1",500,150,"Одесса","до 1000 человек","Продуктовая","мужской",22,"Незаконченное высшее","Другой вуз","True","средний","Embedded,Телекоммуникации","20/12/2016 10:17:39","Mozilla/5.0 (Linux; Android 6.0; X5max_PRO Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 YaBrowser/16.10.2.1487.00 Mobile Safari/537.36",1,1,"Одесса",500,NA,"DEV"
"86",NA,"Junior Software Engineer","Java","","0.5","0.25",400,400,"Харьков","свыше 1000 человек","Аутсорсинговая","женский",23,"Высшее","ХНУ им. Каразина","False","средний","Веб-разработка","20/12/2016 10:17:47","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0",0.5,0.25,"Харьков",400,NA,"DEV"
"87",NA,"Software Engineer","PHP","","3","0.5",1800,500,"Одесса","до 10 человек","Продуктовая","мужской",26,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка","20/12/2016 10:17:56","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/53.0.2785.143 Chrome/53.0.2785.143 Safari/537.36",3,0.5,"Одесса",1800,NA,"DEV"
"88",NA,"Junior Software Engineer","JavaScript","","1.5","1",650,320,"Винница","до 50 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","ВНТУ","True","средний","Android,iOS","20/12/2016 10:17:59","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,1,"other",650,NA,"DEV"
"89",NA,"QA engineer","","Manual QA","2","1",700,0,"Киев","до 200 человек","Продуктовая","мужской",25,"Высшее","КНУ им. Шевченко","False","средний","iOS,Gamedev","20/12/2016 10:18:25","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36 OPR/41.0.2353.69",2,1,"Киев",700,NA,"QA"
"90",NA,"Software Engineer","PHP","","4","2",1000,0,"Сумы","до 200 человек","Аутсорсинговая","мужской",25,"Высшее","СумГУ","False","средний","Веб-разработка","20/12/2016 10:18:30","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",4,2,"other",1000,NA,"DEV"
"91",NA,"Software Engineer","JavaScript","","2","0.5",1000,500,"Киев","до 50 человек","Аутсорсинговая","мужской",24,"Среднее","","False","выше среднего","Веб-разработка","20/12/2016 10:18:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",2,0.5,"Киев",1000,NA,"DEV"
"92",NA,"Software Engineer","Ruby/Rails","","3","1.5",3100,200,"Киев","до 200 человек","Аутсорсинговая","мужской",27,"Незаконченное высшее","НТУУ «КПИ»","False","средний","Веб-разработка,Корпоративные системы","20/12/2016 10:18:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",3,1.5,"Киев",3100,NA,"DEV"
"93",NA,"Senior Software Engineer","JavaScript","","4","0.25",3500,700,"Киев","до 200 человек","Продуктовая","мужской",27,"Два высших","ХНУРЭ","True","выше среднего","Веб-разработка","20/12/2016 10:18:56","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1",4,0.25,"Киев",3500,NA,"DEV"
"94",NA,"Senior QA engineer","","Manual QA","6","6",2100,200,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",27,"Высшее","ЛНУ им. Франко","False","выше среднего","Desktop Applications,Веб-разработка","20/12/2016 10:19:25","Mozilla/5.0 (Linux; Android 5.1; m2 note Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.2214.114 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/105.0.0.23.137;]",6,6,"Львов",2100,NA,"QA"
"95",NA,"Senior Software Engineer","C#/.NET","","10 и более лет","4",3600,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",32,"Высшее","ДонНТУ","False","выше среднего","Desktop Applications,Корпоративные системы","20/12/2016 10:19:34","Mozilla/5.0 (Windows NT 10.0; Win64; x64; Trident/7.0; rv:11.0) like Gecko",10,4,"Киев",3600,NA,"DEV"
"96",NA,"Software Engineer","C++","","3","1.5",1700,500,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",24,"Незаконченное высшее","Другой вуз","False","средний","Desktop Applications","20/12/2016 10:19:37","Mozilla/5.0 (Linux; Android 6.0.1; Lenovo P1a42 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",3,1.5,"Львов",1700,NA,"DEV"
"97",NA,"Junior Software Engineer","PHP","","2","1",850,150,"Одесса","до 200 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","ОНПУ","False","выше среднего","Веб-разработка","20/12/2016 10:19:48","Mozilla/5.0 (Linux; Android 6.0.1; Redmi Note 3 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",2,1,"Одесса",850,NA,"DEV"
"98",NA,"Senior Software Engineer","PHP","","10 и более лет","2",3200,800,"Киев","до 200 человек","Продуктовая","мужской",30,"Высшее","НаУКМА","False","выше среднего","Desktop Applications,Веб-разработка","20/12/2016 10:20:01","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",10,2,"Киев",3200,NA,"DEV"
"99",NA,"Software Engineer","Python","","2","1",1200,-100,"Киев","до 200 человек","Аутсорсинговая","мужской",26,"Высшее","Другой вуз","False","средний","Веб-разработка","20/12/2016 10:20:05","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",2,1,"Киев",1200,NA,"DEV"
"100",NA,"Project manager","","","2","2",1000,250,"Киев","до 50 человек","Аутсорсинговая","мужской",23,"Два высших","Другой вуз","False","средний","Android,iOS","20/12/2016 10:20:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,2,"Киев",1000,NA,"PM"
"101",NA,"Project manager","","","4","меньше 3 месяцев",3500,0,"Киев","до 1000 человек","Аутсорсинговая","мужской",34,"Техникум / Колледж","","False","выше среднего","Embedded","20/12/2016 10:20:09","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",4,0,"Киев",3500,NA,"PM"
"102",NA,"Software Engineer","Java","","2","0.5",1700,700,"Львов","до 200 человек","Аутсорсинговая","мужской",23,"Высшее","Львовская Политехника","False","выше среднего","Веб-разработка","20/12/2016 10:20:22","Mozilla/5.0 (Linux; Android 7.1.1; Nexus 5X Build/NMF26F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",2,0.5,"Львов",1700,NA,"DEV"
"103",NA,"Software Engineer","JavaScript","","1.5","0.25",1500,1000,"Киев","до 50 человек","Продуктовая","мужской",21,"Высшее","НТУУ «КПИ»","False","выше среднего","Веб-разработка,Gamedev","20/12/2016 10:20:22","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,0.25,"Киев",1500,NA,"DEV"
"104",NA,"Software Engineer","C#/.NET","","5","0.5",1600,1200,"Киев","до 10 человек","Аутсорсинговая","мужской",26,"Техникум / Колледж","","False","средний","Системное программирование,Корпоративные системы","20/12/2016 10:20:26","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",5,0.5,"Киев",1600,NA,"DEV"
