,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
,QA engineer,,General QA,2.5,2.5,800,200,Львов,до 200 человек,Аутсорсинговая,f,27,Высшее,False,выше среднего,"Веб-разработка,Другое",20/12/2013 12:42:22,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,Software Engineer,PHP,,3,0.5,2000,500,Киев,до 10 человек,Стартап,m,24,Высшее,False,выше среднего,Веб-разработка,20/12/2013 12:42:23,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Дизайнер,,,9,7,2500,200,Киев,до 50 человек,Продуктовая,m,30,Среднее,False,элементарный,Веб-разработка,20/12/2013 12:42:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.55 Safari/537.36"
,Director of Engineering / Program Director,,,10 и более лет,1.5,3500,0,Киев,до 50 человек,Продуктовая,m,35,Два высших,False,средний,"Desktop Applications,Системное программирование",20/12/2013 12:42:50,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,C#/.NET,,6.5,3,2600,200,Львов,до 200 человек,Аутстаффинговая,m,27,Высшее,False,выше среднего,"Desktop Applications,Другое",20/12/2013 12:42:55,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0
,Senior Software Engineer,JavaScript,,9,2,3900,500,Одесса,до 50 человек,Продуктовая,m,27,Высшее,False,выше среднего,Веб-разработка,20/12/2013 12:43:10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Support,,,0.25,0.25,450,0,Львов,до 1000 человек,Аутсорсинговая,m,21,Незаконченное высшее,True,выше среднего,Другое,20/12/2013 12:43:16,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior QA engineer,,Automation QA,10 и более лет,6,2100,100,Донецк,до 200 человек,Продуктовая,m,35,Высшее,False,средний,"Веб-разработка,Телекоммуникации",20/12/2013 12:43:30,Mozilla/5.0 (Windows NT 6.1; rv:26.0) Gecko/20100101 Firefox/26.0
,Junior Software Engineer,Java,,1.5,меньше 3 месяцев,900,0,Киев,до 200 человек,Аутсорсинговая,f,24,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",20/12/2013 12:43:42,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,PHP,,3.5,3.5,2100,400,Львов,до 200 человек,Аутсорсинговая,m,26,Высшее,False,средний,"Веб-разработка,eCommerce",20/12/2013 12:43:52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Technical Lead,Other,,10 и более лет,5.5,2300,100,Винница,до 1000 человек,Продуктовая,m,31,Высшее,False,средний,Gamedev,20/12/2013 12:43:58,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior Software Engineer,PHP,,1.5,1.25,900,400,Днепропетровск,до 1000 человек,Продуктовая,m,22,Высшее,False,средний,Финансы и банки,20/12/2013 12:43:59,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,Senior Software Engineer,C#/.NET,,7,6.5,2160,100,Севастополь,до 10 человек,Продуктовая,m,28,Высшее,False,ниже среднего,"Desktop Applications,Финансы и банки",20/12/2013 12:44:12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,Junior Software Engineer,Java,,0.25,0.25,700,0,Днепропетровск,до 50 человек,Аутсорсинговая,m,22,Незаконченное высшее,True,выше среднего,Android,20/12/2013 12:44:29,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.3 Safari/537.36"
,Software Engineer,C,,3,3,1900,0,Харьков,до 200 человек,Продуктовая,m,31,Кандидат,False,продвинутый,"Embedded,Телекоммуникации",20/12/2013 12:44:34,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22"
,Senior Software Engineer,Java,,6.5,2.5,2200,300,Харьков,до 200 человек,Аутсорсинговая,m,30,Высшее,False,выше среднего,"Desktop Applications,Веб-разработка",20/12/2013 12:44:37,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,Technical Lead,JavaScript,,10 и более лет,0.5,2800,-700,Киев,до 1000 человек,Продуктовая,m,29,Высшее,False,средний,Веб-разработка,20/12/2013 12:44:42,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0
,Software Engineer,SQL,,2,2,1100,400,Львов,свыше 1000 человек,Аутсорсинговая,m,24,Высшее,False,средний,eCommerce,20/12/2013 12:44:50,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Верстальщик,,,6.5,5.5,1800,100,Харьков,до 200 человек,Аутсорсинговая,m,28,Два высших,False,ниже среднего,Веб-разработка,20/12/2013 12:45:27,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0
,Software Engineer,C++,,10 и более лет,2,2300,600,Киев,до 10 человек,Аутсорсинговая,m,33,Высшее,False,ниже среднего,"Desktop Applications,Другое",20/12/2013 12:45:29,Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0
,Software Engineer,Other,,10 и более лет,1.5,1800,0,Киев,до 50 человек,Аутстаффинговая,m,33,Высшее,False,элементарный,Корпоративные системы,20/12/2013 12:45:33,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0
,Senior Software Engineer,Ruby/Rails,,4,2,3100,0,Днепропетровск,до 50 человек,Продуктовая,m,25,Высшее,False,средний,Веб-разработка,20/12/2013 12:45:44,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:29.0) Gecko/20100101 Firefox/29.0
,Senior Software Engineer,PHP,,7,1.5,2200,500,Киев,до 50 человек,Аутсорсинговая,m,30,Высшее,False,средний,Веб-разработка,20/12/2013 12:45:46,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,Junior Software Engineer,Java,,меньше 3 месяцев,1,600,200,Львов,до 200 человек,Аутсорсинговая,m,22,Высшее,False,выше среднего,Android,20/12/2013 12:45:51,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,Ruby/Rails,,2,0.5,3000,1000,Киев,до 50 человек,Продуктовая,m,27,Среднее,False,средний,"Веб-разработка,Мультимедиа",20/12/2013 12:46:00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36"
,Technical Lead,JavaScript,,10 и более лет,5.5,3000,600,Киев,до 50 человек,Продуктовая,m,32,Высшее,False,средний,Веб-разработка,20/12/2013 12:46:05,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Sales manager,,,1.5,0.75,700,0,Львов,до 50 человек,Аутсорсинговая,m,28,Высшее,False,продвинутый,"Android,iOS",20/12/2013 12:46:23,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior Software Engineer,Java,,2,1.5,1100,400,Киев,до 50 человек,Другая,m,25,Высшее,False,средний,"Android,Gamedev",20/12/2013 12:46:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,Java,,4,0.25,2700,1000,Львов,до 10 человек,Стартап,m,25,Высшее,False,выше среднего,Android,20/12/2013 12:46:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,System Architect / Системный архитектор,PHP,,5,0.5,4000,700,Киев,свыше 1000 человек,Аутстаффинговая,m,25,Высшее,False,выше среднего,"eCommerce,Корпоративные системы",20/12/2013 12:46:45,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior QA engineer,,Automation QA,7,2.5,3000,400,Харьков,до 200 человек,Аутсорсинговая,m,29,Высшее,False,выше среднего,"Веб-разработка,eCommerce",20/12/2013 12:46:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior Software Engineer,Java,,2.5,1,450,150,Ивано-Франковск,свыше 1000 человек,Аутсорсинговая,m,26,Высшее,False,ниже среднего,Embedded,20/12/2013 12:47:03,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,C#/.NET,,2.5,0.75,1300,700,Львов,до 10 человек,Аутсорсинговая,m,28,Высшее,False,средний,Веб-разработка,20/12/2013 12:47:19,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.3 Safari/537.36"
,Software Engineer,C++,,10 и более лет,2.5,1500,300,Киев,до 10 человек,Другая,m,36,Высшее,False,ниже среднего,"Android,iOS",20/12/2013 12:47:39,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Верстальщик,,,6,2,1700,600,Киев,до 50 человек,Другая,m,26,Незаконченное высшее,False,средний,"Веб-разработка,Мультимедиа",20/12/2013 12:47:57,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,JavaScript,,9.5,3,3400,500,Киев,до 1000 человек,Аутсорсинговая,m,29,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",20/12/2013 12:48:00,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0
,Software Engineer,JavaScript,,2.5,1.25,2500,500,Киев,до 50 человек,Стартап,m,25,Высшее,False,выше среднего,Веб-разработка,20/12/2013 12:48:11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,Java,,8,3,1900,200,Днепропетровск,свыше 1000 человек,Аутсорсинговая,m,33,Высшее,False,средний,eCommerce,20/12/2013 12:48:17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior Software Engineer,C#/.NET,,меньше 3 месяцев,0.5,750,0,Киев,до 50 человек,Аутстаффинговая,m,19,Незаконченное высшее,True,средний,"Windows Phone,Embedded",20/12/2013 12:48:20,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,Java,,3,0.5,2600,0,Киев,до 1000 человек,Аутсорсинговая,m,31,Высшее,False,средний,"Телекоммуникации,Корпоративные системы",20/12/2013 12:49:00,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)
,Software Engineer,Java,,2,2,1600,600,Одесса,до 200 человек,Аутсорсинговая,m,23,Высшее,False,средний,Корпоративные системы,20/12/2013 12:49:17,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,Java,,3,0.5,2300,300,Харьков,до 1000 человек,Аутстаффинговая,m,24,Высшее,False,средний,"Веб-разработка,Телекоммуникации",20/12/2013 12:49:20,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,C#/.NET,,3.5,3,1700,475,Киев,свыше 1000 человек,Аутсорсинговая,m,22,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",20/12/2013 12:49:31,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)
,Software Engineer,Python,,4,3,2500,0,Житомир,до 10 человек,Аутсорсинговая,m,22,Высшее,False,средний,Веб-разработка,20/12/2013 12:49:53,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.55 Safari/537.36"
,Software Engineer,Objective-C,,3.5,0.5,3000,0,Киев,до 50 человек,Аутсорсинговая,m,25,Высшее,False,ниже среднего,"iOS,Веб-разработка",20/12/2013 12:50:02,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1720.0 Safari/537.36"
,Software Engineer,C#/.NET,,2.5,1,1400,900,Харьков,до 50 человек,Аутсорсинговая,m,22,Незаконченное высшее,False,средний,"Веб-разработка,eCommerce",20/12/2013 12:50:28,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,Objective-C,,6.5,1.75,3300,500,Киев,до 10 человек,Продуктовая,m,26,Высшее,False,средний,"iOS,Веб-разработка",20/12/2013 12:50:28,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/26.0
,Software Engineer,JavaScript,,3.5,1.5,1600,600,Львов,до 200 человек,Аутстаффинговая,m,22,Высшее,False,выше среднего,Веб-разработка,20/12/2013 12:50:36,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Support,,,3,0.75,1800,700,Киев,до 1000 человек,Продуктовая,m,25,Высшее,False,выше среднего,Телекоммуникации,20/12/2013 12:50:47,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1712.4 Safari/537.36"
,Technical Lead,C#/.NET,,6,1,3900,1400,Киев,до 50 человек,Продуктовая,m,27,Высшее,False,продвинутый,Desktop Applications,20/12/2013 12:50:49,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,C#/.NET,,6,2.5,2100,300,Киев,свыше 1000 человек,Аутстаффинговая,m,27,Незаконченное высшее,False,средний,"Веб-разработка,Корпоративные системы",20/12/2013 12:50:50,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,Software Engineer,Java,,10 и более лет,1.5,2200,700,Одесса,до 200 человек,Аутсорсинговая,m,33,Высшее,False,средний,Корпоративные системы,20/12/2013 12:50:56,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
