"Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"76","Software Engineer","C#/.NET","","1.5","0.25",1000,400,"Львов","до 50 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","False","ниже среднего","Веб-разработка","18/05/2015 10:02:43","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36",1.5,0.25,"Львов",1000,NA,"DEV"
"77","Project manager","","","5","4",3500,0,"Одесса","до 200 человек","Аутстаффинговая","мужской",30,"Высшее","False","выше среднего","iOS,Gamedev","18/05/2015 10:03:03","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",5,4,"Одесса",3500,NA,"PM"
"78","Software Engineer","C#/.NET","","4","меньше 3 месяцев",2500,0,"Житомир","свыше 1000 человек","Аутсорсинговая","мужской",27,"Высшее","False","средний","Desktop Applications,Веб-разработка","18/05/2015 10:03:05","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",4,0,"other",2500,NA,"DEV"
"79","Бизнес-аналитик","","","6","3",1000,0,"Киев","до 200 человек","Продуктовая","мужской",32,"Высшее","False","средний","Телекоммуникации,Корпоративные системы","18/05/2015 10:03:13","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",6,3,"Киев",1000,NA,""
"80","Senior Software Engineer","Java","","6","1",4200,0,"Харьков","до 10 человек","Продуктовая","мужской",29,"Высшее","False","средний","Веб-разработка,Финансы и банки","18/05/2015 10:03:14","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",6,1,"Харьков",4200,NA,"DEV"
"81","Software Engineer","Ruby/Rails","","5","3",2800,800,"Киев","до 10 человек","Продуктовая","мужской",29,"Высшее","False","ниже среднего","Веб-разработка","18/05/2015 10:03:17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36",5,3,"Киев",2800,NA,"DEV"
"82","Software Engineer","Objective-C","","4","0.5",2800,0,"Киев","до 200 человек","Аутсорсинговая","мужской",29,"Высшее","False","выше среднего","iOS","18/05/2015 10:03:17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3",4,0.5,"Киев",2800,NA,"DEV"
"83","QA Tech Lead","","Manual QA","2","2",1600,500,"Черновцы","до 1000 человек","Аутсорсинговая","мужской",27,"Высшее","False","продвинутый","Android,iOS","18/05/2015 10:03:31","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",2,2,"other",1600,NA,"QA"
"84","Software Engineer","Java","","3","3",1461,0,"Днепр.","до 1000 человек","Аутсорсинговая","женский",26,"Высшее","False","средний","Веб-разработка,Корпоративные системы","18/05/2015 10:03:36","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 Safari/537.36",3,3,"Днепр.",1461,NA,"DEV"
"85","Software Engineer","JavaScript","","0.25","0.5",2500,500,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка","18/05/2015 10:03:44","Mozilla/5.0 (Linux; Android 5.1; Nexus 5 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36",0.25,0.5,"Киев",2500,NA,"DEV"
"86","System Architect","C#/.NET","","10 и более лет","7",2500,-2000,"Киев","до 1000 человек","Другая","мужской",36,"Высшее","False","выше среднего","Системное программирование,Корпоративные системы","18/05/2015 10:04:13","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",10,7,"Киев",2500,NA,"SDEV"
"87","Technical Lead","PHP","","5","2",4000,500,"Киев","до 50 человек","Продуктовая","мужской",24,"Незаконченное высшее","False","выше среднего","Веб-разработка","18/05/2015 10:04:13","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/41.0.2272.76 Chrome/41.0.2272.76 Safari/537.36",5,2,"Киев",4000,NA,"SDEV"
"88","Data Scientist / Data Analyst","","","2","2",360,100,"Киев","до 1000 человек","Другая","женский",24,"Два высших","False","выше среднего","Телекоммуникации","18/05/2015 10:04:39","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)",2,2,"Киев",360,NA,""
"89","Software Engineer","C#/.NET","","2","1.5",1650,650,"Киев","до 50 человек","Продуктовая","мужской",20,"Незаконченное высшее","True","продвинутый","Веб-разработка,Корпоративные системы","18/05/2015 10:05:01","Mozilla/5.0 (Linux; Android 4.2.1; Lenovo K900_ROW Build/JOP40D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36",2,1.5,"Киев",1650,NA,"DEV"
"90","Senior Software Engineer","Java","","9","4",3200,100,"Харьков","до 1000 человек","Аутстаффинговая","мужской",33,"Два высших","False","выше среднего","Веб-разработка","18/05/2015 10:05:11","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",9,4,"Харьков",3200,NA,"DEV"
"91","Senior Software Engineer","JavaScript","","4","меньше 3 месяцев",3000,1500,"Киев","до 50 человек","Продуктовая","мужской",31,"Техникум / Колледж","False","ниже среднего","Телекоммуникации","18/05/2015 10:05:15","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 YaBrowser/15.4.2272.3429 Safari/537.36",4,0,"Киев",3000,NA,"DEV"
"92","Project manager","","","3","2",2500,500,"Киев","до 50 человек","Аутсорсинговая","женский",27,"Высшее","False","продвинутый","Веб-разработка,Мультимедиа","18/05/2015 10:05:15","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",3,2,"Киев",2500,NA,"PM"
"93","Software Engineer","PHP","","5","0.5",2000,1000,"Киев","до 200 человек","Продуктовая","мужской",27,"Незаконченное высшее","False","средний","Веб-разработка,eCommerce","18/05/2015 10:05:35","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:36.0) Gecko/20100101 Firefox/36.0",5,0.5,"Киев",2000,NA,"DEV"
"94","QA engineer","","General QA","3","1",1450,450,"Киев","до 50 человек","Продуктовая","мужской",25,"Высшее","False","средний","Android,Веб-разработка","18/05/2015 10:05:42","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",3,1,"Киев",1450,NA,"QA"
"95","Senior QA engineer","","Automation QA","5","5",3250,600,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",29,"Два высших","False","выше среднего","Desktop Applications,Веб-разработка","18/05/2015 10:06:12","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",5,5,"Киев",3250,NA,"QA"
"96","Software Engineer","Ruby/Rails","","5","1",2050,350,"Черкассы","до 200 человек","Аутсорсинговая","мужской",27,"Высшее","False","средний","Веб-разработка","18/05/2015 10:06:16","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",5,1,"other",2050,NA,"DEV"
"97","Software Engineer","PHP","","4","2",2000,200,"Киев","до 200 человек","Продуктовая","мужской",25,"Высшее","False","ниже среднего","Веб-разработка","18/05/2015 10:06:21","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.52 Safari/537.36",4,2,"Киев",2000,NA,"DEV"
"98","Technical Lead","PHP","","7","2",3800,100,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",28,"Высшее","False","выше среднего","Веб-разработка,eCommerce","18/05/2015 10:06:24","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",7,2,"Киев",3800,NA,"SDEV"
"99","Junior Software Engineer","C++","","1.5","0.25",800,500,"Одесса","до 50 человек","Продуктовая","мужской",21,"Незаконченное высшее","True","средний","Desktop Applications","18/05/2015 10:06:53","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",1.5,0.25,"Одесса",800,NA,"DEV"
"100","Software Engineer","Python","","7","1",1800,0,"Харьков","до 10 человек","Продуктовая","мужской",31,"Высшее","False","ниже среднего","Веб-разработка,Другое","18/05/2015 10:06:56","Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F69 Safari/600.1.4",7,1,"Харьков",1800,NA,"DEV"
"101","Бизнес-аналитик","","","5","0.5",1160,-340,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",28,"Высшее","False","выше среднего","Телекоммуникации,Финансы и банки","18/05/2015 10:07:26","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 YaBrowser/15.2.2214.3645 Safari/537.36",5,0.5,"Киев",1160,NA,""
"102","Software Engineer","C++","","10 и более лет","3",1400,0,"Киев","до 1000 человек","Продуктовая","мужской",33,"Высшее","False","ниже среднего","Desktop Applications,Другое","18/05/2015 10:07:35","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",10,3,"Киев",1400,NA,"DEV"
"103","Project manager","","","1","0.25",975,0,"Киев","до 200 человек","Продуктовая","женский",31,"Высшее","False","выше среднего","Другое","18/05/2015 10:07:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",1,0.25,"Киев",975,NA,"PM"
"104","Technical Lead","Objective-C","","7","2",4000,300,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",27,"Высшее","False","выше среднего","iOS","18/05/2015 10:07:45","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/600.5.17 (KHTML, like Gecko) Version/8.0.5 Safari/600.5.17",7,2,"Киев",4000,NA,"SDEV"
"105","Software Engineer","Java","","1","1",1800,850,"Киев","до 50 человек","Стартап","мужской",22,"Высшее","False","выше среднего","Android","18/05/2015 10:07:49","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",1,1,"Киев",1800,NA,"DEV"
"106","Senior Software Engineer","JavaScript","","10 и более лет","1",1400,-1600,"Киев","до 200 человек","Аутсорсинговая","мужской",30,"Высшее","False","средний","Финансы и банки","18/05/2015 10:07:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",10,1,"Киев",1400,NA,"DEV"
"107","Project manager","","","3","1",3700,200,"Киев","до 1000 человек","Аутсорсинговая","мужской",33,"Техникум / Колледж","False","выше среднего","Веб-разработка","18/05/2015 10:07:55","Mozilla/5.0 (Linux; Android 5.1; Nexus 5 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36",3,1,"Киев",3700,NA,"PM"
"108","Junior Software Engineer","C++","","меньше 3 месяцев","меньше 3 месяцев",100,0,"Киев","до 50 человек","Стартап","мужской",23,"Незаконченное высшее","True","ниже среднего","Финансы и банки","18/05/2015 10:08:13","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0,0,"Киев",100,NA,"DEV"
"109","QA engineer","","General QA","4","4",730,110,"Житомир","до 200 человек","Продуктовая","мужской",30,"Два высших","False","средний","Android,iOS","18/05/2015 10:08:26","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0",4,4,"other",730,NA,"QA"
"110","Junior QA engineer","","General QA","1.5","1.5",1000,200,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Веб-разработка,Другое","18/05/2015 10:08:32","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0",1.5,1.5,"Харьков",1000,NA,"QA"
"111","Software Engineer","C#/.NET","","4","2",2300,500,"Харьков","до 200 человек","Аутсорсинговая","мужской",24,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","18/05/2015 10:08:34","Mozilla/5.0 (Linux; Android 5.1; Nexus 5 Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/42.0.2311.138 Mobile Safari/537.36",4,2,"Харьков",2300,NA,"DEV"
"112","Junior Software Engineer","Java","","8","1.5",1400,300,"Винница","до 10 человек","Аутсорсинговая","мужской",31,"Высшее","False","средний","Телекоммуникации","18/05/2015 10:08:37","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36 OPR/29.0.1795.47",8,1.5,"other",1400,NA,"DEV"
